Word,Meaning
felt,filt
female,"hunn, kvinnelig, kvinne"
feminine,"kvinnelig, feminin"
fence,"hele, fekte, gjerde, heler"
fence in,inngjerde
fencer,fekter
fencing,fekting
fend off,"avverge, parere"
fender,"fender, bilskjerm, støtfanger"
fennel,fennikel
ferment,"gjære, ese, gjæringsmiddel"
fermentation,"gjæring, esing"
fern,bregne
ferocious,"vill, glupsk"
ferret,"oppspore, fritte, lider"
ferry,ferje
fertility,fruktbarhet
fertilization,befruktning
fertilize,"befrukte, gjødsle"
fertilizer,kunstgjødsel
fervent,"glødende, ivrig"
fervour,inderlighet
festival,"høytid, festspill"
festive,festlig
festivity,festlighet
festoon,girlander
fetch,"innbringe, hente"
fetter,"fotlenke, lenke"
feud,"feide, strid"
feudal,føydal
feudalism,"lensvesen, føydalisme"
fever,feber
feverish,febrilsk
few,få
fiancèe,forlovede
fib,liten løgn
fibre,"støpning, fiber"
fickle,ustadig
fiction,"oppdiktning, diktning, skjønnlitteratur"
fictitious,"oppdiktet, fiktiv"
fictive,fiktiv
fiddle,fele
fidelity,troskap
fidgety,være urolig
field,"jorde, felt"
fiend,djevel
fierce,"sint, barsk, voldsom"
fiery,"fyrig, heftig, flammende"
fifteen,femten
fifth,femte
fiftieth,femtiende
fifty,femti
fig,"fikentre, fiken"
fight,"slagsmål, kamp, slåss, kjempe"
fighterjet,jagerfly
figure,"skikkelse, framstille, anta, figurere, tall"
figure out,forstå
file,"fil, kartotek, arkiver, arkiv"
filial,"sønnlig, datterlig"
filigree,filigran
fill,"plombere, fyll, inneha, fylle"
fill-in,påføre
fillet,filèt
filling,"plombe, fyll"
fillingstation,bensinstasjon
filly,hoppeføll
film,"filme, film, hinne"
filmclip,filmsnutt
filter,"filter, filtrere"
filth,"smuss, skitt"
fin,finne
final,"endelig, finale, sist"
finale,finale
finalize,sluttføre
finally,"endelig, omsider, tilslutt"
finals,avgangseksamen
finance,"finansiere, finans"
finances,finanser
financial,"økonomisk, finans-"
find,"funn, synes, finne"
finder,søker
finding,"kjennelse, funn"
findings,resultater
fine,"bot, bøtele, skjønn, purregebyr, pen, utmerket"
fineness,finhet
finery,pynt
finger,"fingre med, ta på, finger"
fingerprint,fingeravtrykk
finicky,nøyeregnende
finish,"finpuss, slutt, sluttstrøk, oppløp, avslutte"
finished,"ferdig, fullbrakt"
finland,Finland
finnish,finsk
fir,"furu, gran"
fire,"varme, sparke, brann, ild, bål, lidenskap"
fire up,fyre opp
fire(a shot),løse
fire-extinguisher,brannslukkings-apparat
firing,"skyting, avfyring, tenning"
firm,"standhaftig, firma"
firmness,fasthet
first,første
first edition,originalutgave
first night,première
first refusal,forkjøpsrett
firstly,for det første
firth,fjord
fish,"fisk, fiske"
fish hook,fiskekrok
fisheries,fiskeri
fisherman,fisker
fishfarm,"havbruk, fiskeoppdretter"
fishing rod,fiskestang
fishmonger,fiskehandler
fission,spalting
fist,"knyttneve, neve"
fit,"passende, passe, skikket, slag"
fitness,"egenhet, kondisjon"
fitted,tilpasset
fitter,montør
fitting,montering
fittings,"tilbehør, utstyr, armatur"
five,fem
fix,"ordne, avtale, stelle, fiksere, feste"
fixation,"binding, fiksering"
fixative,bindemiddel
fixed,"fastsatt, festet"
fizz,"skumme, bruse"
fizzy,musserende
fjord,fjord
flabbergast,forbløffende
flabby,"pløsete, kvapset, slapp"
flag,flagg
flagpole,flaggstang
flagrant,åpenbar
flagstone,helle
flair,"nese, teft, eleganse"
flak,antiluftskyts
flake,"flak, fnugg"
flake off,"skalle av, flasse"
flame,flamme
flan,fruktterte
flank,flanke
flannel,flanell
flannels,flanellsbukser
flap,"blafre, blafring, klaff"
flare,"bluss, flakke, blusse"
flash,"glimt, blinke, blink"
flashbulb,blitzpære
flasher,"blitz, blinklys"
flashlight,lommelykt
flashy,"prangende, glorete"
flask,"lommelerke, flaske, feltflaske, kolbe"
flat,"slett, punktering, leilighet, slette, flat, flat"
flat-footed,plattfot
flat-iron,strykejern
flatly,kategorisk
flatten,gjøre flat
flatter,smigre
flatterer,smigrer
flattery,smiger
flavor,brytning
flavour,"aroma, smak"
flaw,feil
flawless,feilfri
flax,lin
flay,flå
flea,loppe
fleamarket,loppemarked
flee,flykte
fleece,"klippe, plyndre, ull, flå, skinn"
fleecy,ullen
fleet,"vognpark, flåte"
flesh,kjøtt
fleshy,"kjøttfull, kjøttfulle"
flex,ledning
flexibility,"bøyelighet, fleksibilitet"
flexible,"bøyelig, fleksibel"
flick,knipse
flicker,"flimre, blafre"
flier,flyger
flight,"flytur, svev, flygning, flukt"
flimsy,spinkel
flinch,vike tilbake
fling,"kaste seg, kast, slenge, hive"
flint,flint
flip,"knips, knipse"
flippant,"rappmunnet, fleipete"
flirt,flørte
flirtation,flørt
flit,"pile, smette"
float,"flottør, flåte, flyte, dupp"
flock,"flokkes, ulldott, flokk"
floe,isflak
flog,piske
flogging,"pisking, piske, pryl"
flood,"flom, overflomme, oversvømmelse"
flood-tide,"høyvann, flo"
floodgate,sluseport
floodlight,flomlys
floodlit,flombelyst
floor,"etasje, golv"
flop,"fiasko, deise, bakse, slå"
floppy,slapp
floppydisk,diskett
florence,Firenze
florid,"rødmusset, overlesset"
florist,blomsterhandler
floss,dun
flounced,med kapper
flounder,"bakse, flyndre"
flour,mel
flourish,"snirkel, fanfare, florere, trives"
flourishing,blomstrende
flow,"stige, flyte, strøm, flo"
flower,"blomst, blomstre"
flowering,blomstring
flown,fløyet
fluctuate,"variere, svinge"
fluctuation,svingning
fluency,taleferdighet
fluent,flytende
fluff,lo
fluffy,dunbløt
fluid,"væske, flytende"
flunk,"avvise, gi strykkarakter"
fluorescent tube,lysrør
fluoridation,fluorisering
fluoride,fluor
flurried,forfjamset
flurry,"kave, vindstøt"
flush,"rødme, strøm, spyle"
flustered,oppskjørtet
flute,fløyte
flutter,"vibrering, vifte, gjøre urolig, flagring, flagre"
fly,"flykte, buksesmekk, flue"
flyer,flyger
flying saucer,flygende tallerken
foal,"følle, føll"
foam,"skumme, skum"
foamy,skummende
focus,"brennpunkt, fokus, fokusere"
fodder,fôr
foetus,foster
fog,"tåke, skodde, dis"
foggy,"uklar, diset, tåket"
foil,"florett, forhindre, folie, forpurre"
fold,"folde, fold, brette"
fold up,"legge sammen, opphøre"
folder,"falsemaskin, folder, mappe"
folding chair,klappstol
foliage,løvverk
folk,"folk, mennesker"
follow,"følge, etterfølge"
follow up,oppfølging
follower,"tilhengerskar, tilhenger"
following,"påfølgende, følgende, tilhengerskar"
folly,dårskap
fond,kjærlig
fondle,kjærtegne
food,mat
fool,"tosk, bedra, narre, tøyse"
foolhardy,dumdristig
foolish,tåpelig
foolishness,tåpelighet
foolproof,idiotsikker
foot,fot
football,fotball
football association,fotballforbund
foothold,fotfeste
footing,fotfeste
footpath,gangsti
footprint,fotspor
footsole,fotsåle
footstep,fottrinn
for,"av, for, til"
for instance,for eksempel
for my sake,for min skyld
for sale,til salgs
for the reason that,fordi
for the time being,"inntil videre, foreløpig"
forage,fôr
forbear,unnlate
forbearance,overbærenhet
forbid,forby
forbidden,"forbudt, forbuden"
forbidding,"frastøtende, avskrekkende"
force,"kraft, makt, styrke, sprenge, tvinge, forsere"
forced,påtvungen
forcible,tvangs-
ford,"vadested, vade over"
fore,"for-, foran, forrest"
forearm,underarm
forebode,varsle
forecast,"forutsi, forutsigelse"
forecastle,ruff
forefinger,pekefinger
forefront,forreste linje
foreground,forgrunn
forehead,panne
foreigner,fremmed
foreignworker,fremmedarbeider
foremost,"forrest, fremst"
foresee,forutse
foreseen,forutsett
forest,"skog, skog"
forestation,skogplantning
forester,forstmann
forestmanagement,skogforvaltning
forestry,"skogvesen, skogindustri"
forever,"for alltid, evig"
foreword,forord
forfeit,"forspilt, forspille, pant, forbrutt"
forge,danne
forget,glemme
forgetful,glemsom
forgive,"tilgi, forlate"
forgiveness,tilgivelse
fork,"dele seg, greip, veiskille, gaffel"
form,"skjema, form, forme, danne, skoleklasse, blankett"
form a part of,inngå
formal,formell
formality,formalitet
formally,formelt
format,formatere
formation,"danning, formasjon"
formative,grunnleggende
former,"forhenværende, tidligere"
formerly,tidligere
formic,maur-
formicide,maurmiddel
formidable,"fryktinngytende, imponerende"
formula,"oppskrift, formel"
formulate,formulere
forsake,"svikte, oppgi"
forth,fram
forthcoming,"forestående, imøtekommende"
forthright,"åpenhjertig, liketil"
forthwith,straks
fortieth,førtiende
fortify,"befeste, forsterke"
fortitude,sjelsstyrke
fortnight,fjorten dager
fortress,festning
fortuitous,tilfeldig
fortunate,heldig
fortunately,heldigvis
fortune,"formue, skjebne, lykke"
fortuneteller,"spåkone, spåmann"
forty,førti
forward,"forrest, fremover, videresende, fremmelig"
forwarding,foresendelse
forwarding agent,speditør
foster,"oppmuntre, ha i pleie, fostre"
foul,"uærlig, stygg, vulgær, skitten"
foul play,lureri
found,"grunnlegge, støpe, opprette"
found(establish),stifte
foundation,"grunnleggelse, grunnmur, legat, fundament"
foundry,støperi
fountain,"kilde, fontène, kilde"
fountain pen,fyllepenn
four,fire
fourfold,firedobbelt
fourteen,fjorten
fourth,fjærde
fox,rev
fraction,brøkdel
fractional,brøk-
fracture,brudd
fractured,brukket
fragile,skjør
fragment,bruddstykke
fragrance,"vellukt, duft"
fragrant,"duftende, velluktende"
frail,"svak, skrøpelig"
frailty,"skrøpelighet, svakhet"
frame,"ramme, skjelett, narre, karm, struktur, innramme"
frames,rammer
framework,"skjelett, rammeverk"
france,Frankrike
franchise,"rettighet, stemmerett"
frank,"åpen, likefram, åpenhjertig"
frankly,"ærlig, åpent"
frankness,åpenhet
frantic,"panisk, vill"
fraternal,broderlig
fraternity,brorskap
fraud,"svindel, svindler, bedrageri"
fraudulent,"falsk, svikefull"
fraught,"anspent, nervøs"
frayed,frynsete
freak,"lune, original"
freakish,uvanlig
freaky,sprø
freckle,fregne
free,"utvungen, gratis, ledig, befri, frigjøre, fri"
free of charge,gratis
freedom,frihet
freehanded,gavmild
freeholder,selveier
freemason,frimurer
freeway,motorvei
freeze,"stivne, fryse"
freezer,fryser
freight,"frakte, last, frakt"
freighter,lastebåt
french,Fransk
frenzy,"vanvidd, raseri"
frequency,"frekvens, hyppighet"
frequent,"hyppig, frekventere"
fresh,"uerfaren, frisk, ny, fersk"
freshen,friske på
freshen up,stelle seg
freshness,friskhet
freshwater,ferskvann
fret,"gnage, ergre, slite på, irritere"
fretful,gretten
fretsaw,løvsag
friar,tiggermunk
friction,"friksjon, gnidning"
friday,fredag
fridge,kjøleskap
friend,"bekjent, venn, venn, venninne"
friendly,"vennskapelig, vennlig"
friendship,vennskap
frieze,"vadmel, frise"
fright,skrekk
frighten,skremme
frightful,skrekkelig
fringe,"kante, frynse, pannelugg, utkant"
fringe benefits,frynsegoder
frisky,"leken, spretten"
frivolity,"lettsindighet, fjollethet"
frivolous,"fjollete, betydningsløs"
frock,kjole
frog,frosk
frogfish,breiflabb
frogman,froskemann
frolic,"munterhet, boltre seg"
from,"ut fra, etter, på grunnlag av, fra"
from within,innenfra
front,"forside, fasade, front"
front door,inngangsdør
frontage,forside
frontier,grense
frontpage,forside
frontwing,forskjerm
frost,"frost, rim"
frostbitten,frostskadet
frosted,"mattslipt, dekket av rim"
frosty,"is-, kald"
froth,"fråde, skumme, skum"
frown,rynke
frown on,misbillige
frozen,"frosset, tilfrosset, sperret"
frugal,"nøysom, sparsommelig"
fruit,frukt
fruitful,fruktbar
fruitless,nytteløs
frustrate,"frustrere, forpurre"
frustration,"forpurring, skuffelse"
fry,"steke, yngel"
frying pan,stekepanne
fuck,knulle
fuel,"drivstoff, brensel"
fuel gauge,bensinmåler
fuel oil,fyringsolje
fugitive,"flyktig, flyktende, flyktning"
fulfil,"oppfylle, innfri"
fulfilment,oppfullelse
full,"full, utførlig, forsynt, fullstendig, hel"
fullness,fylde
fully,fullt ut
fumble,"rote, famle"
fume,"røyk, dunste, rase, ryke, damp"
fumigate,desinfisere
fun,"fornøyelse, moro"
function,"oppgave, fungere, funksjon"
functional,"funksjonell, funksjons-"
fund,"kapital, fond, finansiere"
fundamental,fundamental
funds,midler
funds granted,tildelte midler
funeral,begravelse
funeral directors,begravelsesbyrå
funeral pyre,likbål
fungicide,soppdreper
fungus,sopp
funnel,"skorstein, trakt"
funny,"pussig, morsom"
fur,"tungebelegg, pels"
fur coat,pels
fur piece,pels
fur-bearing animal,pelsdyr
fur-lined,skinnforet
furcoat,pelskåpe
furious,rasende
furlined,skinnforet
furnace,ovn
furnish,"møblere, utstyre, forsyne"
furnished,møblert
furniture etc.,innbo
furrier,buntmaker
furrow,"lage furer i, fure"
furs,pelsverk
further,"lenger, ytterligere, mer, videre"
further education,videreutdanning
furthermore,dessuten
furtive,"hemmelighetsfull, hemmelig"
fury,"raseri, furie"
fuse,"lunte, sikring"
fuse box,sikringsskap
fusible,lettsmeltelig
fusion,"fusjon, sammensmelting"
fuss,"mase, oppstyr"
fussy,"masete, kresen"
futile,"forgjeves, intetsigende, nytteløs"
futility,formålsløshet
future,"fremtidig, fremtid"
fuzzy,"flokete, krusete"
gab,skravle
gable,gavl
gad about,farte omkring
gadfly,"klegg, brems"
gadget,"greie, innretning"
gag,"vits, knebel, kneble"
gage,pant
gaiety,lystighet
gain,"vinne, økning, vinning, høste, tjene, gagn, oppnå"
gait,gangart
gaiter,gamasje
gale,"kuling, storm"
gall,"gnage, bitterhet, galle, irritere, gnagsår"
galled,hudløs
gallery,"galleri, stoll"
galley,bysse
gallop,"galoppere, galopp"
gallows,galge
gallstone,gallestein
gallup poll,gallupundersøkelse
galore,i massevis
galosh,kalosje
gamble,"spille, spill, hasard"
gambler,spiller
game,spill
gamekeeper,skogvokter
gamelicence,jaktlisens
gander,gasse
gang,"arbeidslag, bande, gjeng"
gangrene,koldbrann
gangrenous,angrepet av koldbrann
gangway,"fallrep, landgang, midtgang"
gaol,"fengsel, fengsel"
gap,"åpning, kløft, hull"
gape,"gape, måpe"
garage,"bilverksted, garasje, bensinstasjon"
garbage,"avfall, søppel"
garden,"hage, hage"
gardener,gartner
gardening,"hagebruk, hagearbeid"
gargle,"gurglevann, gurgle"
garland,"krans, bekranse"
garlic,hvitløk
garment,"plagg, klesplagg"
garnet,granat
garnish,"pynte, garnering, garnere"
garret,kvisteværelse
garrison,garnison
garrulous,snakkesalig
garter,"strømpebånd, sokkeholder"
gas,gass
gash,"gapende sår, flenge"
gasket,pakning
gasolene,bensin
gasoline,bensin
gasp,"gispe, hikse hikste"
gasped,hikse hikste
gastric,mage-
gastric ulcer,magesår
gastrulcer,magesår
gate,"grind, port"
gateway,inngangsport
gather,"plukke, samle, øke"
gathering,sammenkomst
gaudy,"glorete, grell"
gauge,"måler, dimensjon, sporvidde"
gaunt,"hulkinnet, sturen, radmager, ensom, tynn, øde"
gauntlet,"stridshanske, kjørehanske"
gauze,gasbind
gay,"lystig, gøy, homoseksuell, munter"
gaze,stirre
gazette,"tidsskrift, lysingsblad"
gear,"gir, utstyr, redskap"
gear-box,girkasse
gear-case,girkasse
gearlever,girstang
geld,kastrere
gelding,vallak
gem,edelsten
gender,kjønn
geneologist,slektsforsker
geneology,"slektshistorie, slektsforskning"
general,"general, alminnelig, gjennomgående, generell"
general staff holiday,fellesferie
general value,allmenngyldig
generally,vanligvis
generate,frembringe
generation,"utvikling, slektsledd, generasjon"
generosity,"høysinn, gavmildhet"
generous,"høysinnet, rundhåndet"
genial,"mild, vennlig"
genitals,kjønnsorganer
genius,"geni, skytsånd"
genre,sjanger
gentle,søt
gentry,"lavadelen, fornemme folk"
geographer,geograf
geography,geografi
geologist,geolog
geology,geologi
germ,"bakterie, spire"
germcarrier,smittebærer
germicide,bakteriedreper
gesture,"gestikulere, gestus"
get,"få, komme ut for, forstå, bli, hente"
get an appointment,komme til
get into,havne i
get lost,"komme bort, forsvinn"
get over,komme over
get rid of,bli kvitt
get the better of,beseire
get through,komme igjennom
ghastly,"uhyggelig, grufull, likblek"
gherkin,sylteagurk
ghost,"ånd, spøkelse"
ghostly,spøkelsesaktig
giant,"kjempe, kjempemessig, rise"
gibberish,"uforståelig snakk, vrøvl"
gibe,"spott, spotte"
giddy,"ør, svimmel"
gift,"presang, anlegg, gave"
gifted,begavet
gigantic,"gigantisk, kjempemessig"
giggle,fnise
gild,forgylle
gill,gjelle
gilt,"forgylling, forgylt"
gimmick,knep
gin,aquavit
ginger,"ingefær, rødbrun"
gingerale,ingefærøl
gingerbread,honningkake
gipsy,sigøyner
girder,"bærebjelke, bjelke"
girdle,"omgi, belte, hofteholder"
girl,"jente, pike"
girlish,jenteaktig
gist,"kjerne, hovedinnhold"
give,"gi, skjenke"
give notice,si opp
give off an odour,lukte
give out,utgi
give rise to,forårsake
give way,vike
glacier,isbre
glad,glad
glade,lysning
gladly,"gjerne, med glede"
gladness,glede
glamour,fortryllelse
glamourous,fortryllende
glance,"se, blikk"
gland,kjertel
glare,"skinne, skule, skarpt lys, blikk, blende"
glare at,glo olmt på
glaring,"blendende, grell"
glass,"speil, glass"
glasses,briller
glaze,"glasur, glasere"
glazed,glassaktig
glazier,glassmester
glazing,glassarbeid
gleam,"skinne, glimt, glimte"
glee,fryd
glen,"fjelldal, skar"
glib,tungerapp
glide,"glidning, gli"
glider,glider
glimpse,"skimte, glimt"
glint,"glitre, glimt, blinke"
glisten,"glitre, glinse"
glitter,"glitring, funkle, glitre"
gloat,fryde seg
globalization,globalisering
globe,globus
gloom,"halvmørke, tungsinn"
gloomy,"dunkel, dyster"
glorification,forherligelse
glorify,forherlige
glory,"glans, ære, salighet"
gloss,glans
glossary,ordliste
glossy,"blank, glatt"
glove,hanske
glow,glød
glower,skule
glue,lim
glum,"nedtrykt, dyster"
glutton,"fråtser, jerv"
gluttonous,grådig
gluttony,forslukenhet
gnarled,knudrete
gnat,mygg
gnaw,"nage, gnage"
gnome,dverg
go,"gå, kjøre, fare"
go astray,"komme bort, forville seg"
go by,svinne
go for a walk,spasere
go on,"forløpe, foregå"
go shooting,gå på jakt
go to sleep,sovne
go wrong,"gå galt, mislykkes"
goad,"piggstav, egge"
goal,mål
goalkeeper,målvakt
goat,geit
goatee,fippskjegg
gobble,sluke
goblet,"pokal, beger"
god,Gud
godchild,gudbarn
goddess,gudinne
godfather,gudfar
godkjenn,approve
godkjent,approved
godlike,guddommelig
godly,from
goggle,stirre
goggles,beskyttelsesbriller
gold,gull
gold plated,gullforgylt
golden,gylden
golf,golf
golfclub,"golfkølle, golfklubb"
golfcourse,golfbane
golfer,golfspiller
gone,vekk
gone away,bortreist
gong,gongong
good,"snill, frisk, gyldig, grei, flink, dyktig, god"
good afternoon,god middag
good day,goddag
good friday,langfredag
good morning,god morgen
good night,god natt
good riddance,godt å være kvitt
good-bye,farvel
good-natured,godmodig
goodbye,"farvel, på gjensyn"
goodness,godhet
goods,varer
goodwill,"velvilje, kundekrets"
goof,"fjols, tabbe"
goose,gås
gooseberry,stikkelsbær
gooseflesh,gåsehud
gorge,"strupe, fjellkløft, fråtse, svelge"
gorgeous,praktfull
gory,blodig
gospel,evangelium
gossip,"sladder, sladre"
gothenburg,Gøteborg
gout,gikt
gouty,giktisk
gouvernment,myndighet
govern,"regjere, styre"
governess,guvernante
government,regjering
governor,guvernør
gown,"kappe, lang kjole"
grab,"snappe, gripe"
grace,"bordbønn, ynde, pryde, nåde, hedre"
graceful,grasiøs
gracious,"nådig, elskverdig"
gradation,nyanse
grade,"gradere, grad, trinn, karakter, klasse"
gradient,stigningsgrad
gradual,gradvis
graduate,kandidat
graft,"pode, podning"
grain,"korn, tekstur, korne seg"
grammar,grammatikk
grammarschool,videregående skole
gramophone,grammofon
grand piano,flygel
grand-father,bestefar
grand-mother,bestemor
grandchild,barnebarn
grandfather clock,gulvur
grandparents,besteforeldre
grandstand,sitte-tribune
grange,bondegård
grant,"innrømme, bevilge, stipend, bevilgning, skjenke"
granulated,kornete
grape,drue
grapefruit,grapefrukt
graph,diagram
graph paper,rutepapir
graphic,grafisk
grapple,"fange, gripe"
grasp,"gripe, grep, fatte"
grass,gress
grasshopper,gresshoppe
grasswidow,gressenke
grasswidower,gressenkemann
grate,"raspe, gitter, skurre, rive, rist"
grateful,takknemlig
grater,rivjern
gratification,tilfredstillelse
gratify,tilfredstille
gratitude,takknemlighet
gratuitous,gratis
gratuity,drikkepenger
grave,"grav, betydningsfull, alvorlig"
gravel,grus
gravelled,gruslagt
graveyard,kirkegård
gravitation,tyngdekraft
gravity,"alvor, tyngde, tyngdekraft"
gravy,"kjøttsaft, sjy, saus"
gravyboat,saus-skje
gray,grå
graze,"få skrubbsår, beite"
grease,fett
greased,smurt
greasy,fettete
great,"flott, svært, stort"
great britain,Storbritannia
great strides,stort fremskritt
greatly,i høy grad
greatness,storhet
greece,Hellas
greed,grådighet
greedy,grådig
green,"grøntareale, grønn"
greenhouse,drivhus
greet,hilse
greeting,hilsen
gregarious,selskapelig
grenade,granat
grey,grå
greyhound,mynde
grid,gitter
gridiron,grillrist
grief,sorg
grievance,klagemål
grieve,"sørge, volde sorg"
grievous,alvorlig
grill,"grille, rist"
grim,"bister, uhyggelig"
grime,"sot, skitt"
grimy,sotete
grin,"smile bredt, glise"
grind,"slipe, male, maling"
grinder,jeksel
grindstone,slipestein
grip,"gripe, grep, fengsle"
gripping,fengslende
grisly,uhyggelig
gristle,brusk
grit,"grus, sandkorn, strø, mot"
gritty,"sandete, modig"
grizzly,"gråsprengt, grålig"
groan,"stønne, knake, stønn"
grocer,kjøpmann
groceries,dagligvarer
grog,"grogg, brennevin og vann"
groggy,omtåket
groin,lyske
groom,stallkar
groove,"fure, spor"
grope,"føle seg fram, famle"
gross,"gross, plump, grov, tykk, brutto"
grotto,grotte
grouchy,gretten
ground,"bunn, årsak, grunnstøte, terreng, plass"
groundfloor,første etasje
group,"gruppe, liga, gruppere"
grouse,rype
grove,"lund, skogholt"
grovel,krype for
grow,"dyrke, vokse"
growl,"knurre, knurring"
growler,brumlebasse
grown,"voksen, utvokst"
grown-up,voksen
growth,"vekst, svulst"
growth rate,vekstrate
grub,"larve, grave"
grudge,"nag, uvilje, misunne"
gruel,velling
gruesome,gyselig
gruff,"grov, barsk"
grumble,"rumle, syte, beklage seg"
grumpy,"sur, gretten"
grunt,"grynte, grynt"
guarantee,"garantere, kausjon, garanti, kausjonist"
guard,"vokte, konduktør, garde, vakt, bevoktning"
guardedly,forsiktig
guardian,"formynder, beskytter"
guess,"gjette, gjetning"
guest,gjest
guidance,"rådgivning, veiledning"
guide,føre
guideline,retningslinje
guild,laug
guile,"list, svik"
guilt,skyld
guilty,skyldig
guise,forkledning
guitar,gitar
gulch,fjellkløft
gulf,"havbukt, avgrunn"
gull,måke
gullet,spiserør
gullible,"lettroende, godtroende"
gully,"renne, kløft"
gulp,"sluke, jafs, slurk, svelge"
gum,"gummi, tannkjøtt, gom, gummiere"
gun,"gevær, kanon, børse"
gunbarrel,geværløp
gunpowder,krutt
gunstock,geværkolbe
gunwale,reling
gurgle,"klukke, gurgle, surkle"
gush,"utbrudd, sprut"
gust,vindstøt
gusto,"nytelse, velbehag"
gusts,gufs
gut,"vom, sløye, streng, tarm"
gutter,"rennestein, takrenne"
guy,bardun
gymastics,gymnastikk
gymnasium,gymnastikksal
gymnast,"turner, gymnast"
gymnastics,gymnastikk
gynaecological,gynekologisk
gynaecologist,gynekolog
gypsum,gips
gypsy,sigøyner
haberdashery,garn- og trådhandel
habit,"drakt, vane"
habitability,beboelighet
habitable,beboelig
habitat,"voksested, tilholdssted"
habitation,bolig
habitual,sedvanlig
hack,"hakke, skår"
hacker,datasnok
hackneyed,"forslitt, banal"
haddock,"kolje, hyse"
haemorrhage,blødning
haemorrhoids,hemmorider
haemostatic,blodstillende middel
hag,"hurpe, heks"
haggard,"hulkinnet, uttært, mager"
haggle,prute
hail,"hagl, praie, hagle"
hair,hår
hairdresser,frisør
hairpiece,"parykk, tupè"
hairpin,hårnål
hairy,"lodden, hårete"
half,"halv, halvdel"
halfway,"midtveis, halvveis"
halibut,"hellefisk, kveite"
hall,"hall, entrè, herregård, sal"
hallow,"hellige, innvie"
halloween,Allehelgensaften
halt,"stopp, stoppe"
ham,skinke
ham-fisted,klønete
hammer,"hamre, slegge, hammer"
hammock,hengekøye
hamper,"stor kurv, hemme, hindre"
hand,"levere, hånd, gi, rekke"
handbook,håndbok
handbreak,håndbremse
handcuffs,håndjern
handicap,handikap
handicraft,håndverk
handing in,innlevering
handkerchief,lommetørkle
handle,"håndtak, hank, behandle, håndtere"
handle bars,"sykkelstyre, ratt"
handle om-deal with,handle
handler,heler
handmade,håndlaget
handrail,gelender
handsome,kjekk
handwriting,håndskrift
handy,"fingernem, bekvem, praktisk"
handyman,altmuligmann
hang,henge
hanger,henger
hanging,"opphengning, hengning"
hangman,bøddel
hangover,bakrus
hank,bunt
hanker,ha god lyst på
haphazard,tilfeldig
haphazardly,på måfå
happen,"foregå, inntreffe, hende, skje"
happen to,komme til å
happen to find,komme over
happened,skjedde
happening,hendelse
happily,lykkelig
happilyness,lykke
happiness,lykke
happy,glad
harassment,"press, overgrep"
harbour,"gi ly, havn"
hard,"tung, hard, vanskelig"
hard cover,innbundet
hard-on,ståpikk
harden,"gjøre hard, herde"
hardly,"nesten ikke, neppe"
hardness,hardhet
hardship,motgang
hardware,"jernvarer, maskinvare"
hardy,hardfør
hare,hare
harebrained,tankeløs
harelip,hareskår
harlot,"skjøge, hore"
harm,"ugang, skade"
harmful,skadelig
harmless,"harmløs, uskadelig"
harmonious,harmonisk
harness,seletøy
harp,harpe
harp on,"gnåle om, terpe på"
harpsichord,cembalo
harrow,"harv, harve"
harsh,"barsk, streng, besk, hard"
hart,hjort
hartshorn,hjortetakk
harvest,"avling, høst, høst, innhøstning, høste"
harvesting,innhøsting
hash,"hasj, skjære i stykker, firkantast, hakkemat"
haste,hastverk
hasten,"skynde seg, skynde på"
hasty,"forhastet, hissig"
hat,hatt
hatch,"luke, skravere, klekke ut, kull, ruge ut"
hatchet,stridsøks
hate,"hate, hat"
hatred,hat
hatter,hattemaker
haughty,"overlegen, hovmodig"
haul,"kast, rykk, dra, frakt, hale, fangst"
haulage,transport
haunch,hofte
haunches,"ende, bakdel"
haunt,"spøke, besøke ofte, tilholdssted"
haunted,"forpint, hjemsøkt"
have,"få, ha"
have a fling,slå seg løs
have space for,romme
have to,måtte
having equal rights,likeberettighet
havoc,ødeleggelse
hawk,"hauk, kremte, kremt"
hawker,gateselger
hawser,"trosse, kabel"
hawthorn,hagtorn
hay,høy
hayfever,høysnue
hazard,"våge, hasard"
hazardous,risikabel
haze,dis
hazelnut,hasselnøtt
hazy,disig
he,han
he who,den som
head,"hode, lede, leder"
headache,hodepine
heading,innførsel
headlight,frontlys
headline,overskrift
headmaster,rektor
headphones,høretelefoner
headquarters,hovedkvarter
heads,"ledere, enere, hoder"
headstone,gravstein
headstrong,"sta, stri"
headwaiter,hovmester
headwind,motvind
headword,oppslagsord
heal,helbrede
heal up,gro
health,"helse, sunnhet"
health resort,kursted
healthfood,helsekost
healthy,sunn
heap,haug
heaped,toppet
heaps,massevis
hear,"få vite, høre"
hearing,"hørevidde, høring, hørsel"
hearing aid,høreapparat
hearse,likvogn
heart,"kjerne, hjerte"
heartattack,hjerteanfall
heartburn,halsbrann
hearten,oppmuntre
heartening,oppmuntrende
hearth,"peis, arne"
heartily,hjertelig
heartiness,hjertelighet
heartless,hjerteløs
heartrending,hjerteskjærende
hearts,hjerter
hearty,hjertelig
heat,"heftighet, løpetid, varme opp, pulje, hete"
heater,varmeapparat
heath,mo
heathen,"hedning, hedensk"
heathenism,hedenskap
heather,lyng
heating,oppvarming
heave,"lempe, forskyve, hale og dra, hive"
heave to,legge bi
heaven,himmel
heavenly,himmelsk
heavily,tungt
