Word,Meaning
confessor,rippi-isä 
confidant,uskottu ystävä 
confide,tunnustaa jklle 
confidence,luottamus 
confident,luottavainen 
confidential,luottamuksellinen 
confidentiality,luottamuksellisuus 
confidentially,luottamuksellisesti 
confidently,luottavaisesti 
confiding,hyväuskoinen 
configurate,konfiguroida 
configuration,kokoonpano 
configurational,konfiguraatioisomeerejä 
configurationally,konfigurationaalisesti 
configure,määrittää 
confine,rajoittaa 
confined,rajoitettu 
confinement,synnytys 
confining,jauhavissa 
confirm,vahvistaa 
confirmand,konfirmoitu 
confirmation,vahvistus 
confirmative,uudistettuun 
confirmatory,uudistettuun 
confirmed,vahvistettu 
confirming,vahvistetaan 
confiscate,takavarikoida 
confiscation,takavarikointi 
conflagration,suurpalo 
conflate,sekoittamaan 
conflation,koostamisessa 
conflict,konflikti 
conflicting,ristiriitainen 
conflictingly,ristiriitaisesti 
confliction,ristiriidan 
confluence,yhtymäkohta 
confluent,konfluentti 
conform,mukautua 
conformable,muotoutuva 
conformance,mukaisuudesta 
conformant,vaatimustenmukaisten 
conformation,rakenne 
conformer,konformeeri 
conformist,konformisti 
conformity,yhdenmukaisuus 
confound,hämmentää 
confounded,kirottu 
confounder,sekoitin 
confounding,sekoittavia 
confrere,virkatoveri 
confront,kohdata 
confrontation,yhteenotto 
confucian,Konfutselaisia 
confucianism,Kungfutselaisuus 
confusable,sekoitettavissa 
confuse,hämmentää 
confused,sekava 
confusingly,erehdyttävästi 
confusion,sekaannus 
confusional,sekavuustila 
confute,kumota 
congeal,jähmettyä 
congealable,jähmettyvän 
congelation,paleltumassa 
congener,Yhdisteen 
congenial,samanhenkinen 
congeniality,Kovis 
congenital,synnynnäinen 
congenitally,synnynnäisesti 
conger,meriankerias 
congest,ruuhkauttaa 
congested,ruuhkainen 
congestion,ruuhka 
congestive,kongestiivinen 
conglobate,conglobata 
conglomerate,monialayritys 
conglomeration,rykelmä 
conglutination,liimautumisesta 
congo,Kongo 
congolese,Kongolainen 
congratulate,onnitella 
congratulation,onnittelu 
congratulatory,onnittelu- 
congregate,kokoontua 
congregation,seurakunta 
congregational,seurakuntien 
congregationalism,kongregationalismi 
congress,kongressi 
congressional,kongressin 
congressman,kansanedustaja 
congresswoman,kansanedustaja 
congruence,kongruenssi 
congruency,yhdenmukaista 
congruent,yhtenevä 
congruity,samankaltaisuus 
congruous,yhtäpitävä 
conic,kartiomainen 
conical,kartiomainen 
conicality,kartiomaisuuden 
conically,kartiomaisesti 
conicity,kartiokkuutta 
conicle,kartiomaisesti 
conidia,konidiota 
conidial,konidiaalinen 
conidiophore,konidioforisysteemit 
conidiospore,kuromaitiöitä 
conifer,havupuu 
coniferous,havu- 
conium,Myrkkykatko 
conjecture,otaksuma 
conjoin,yhdistyä 
conjoined,Siamilaiset 
conjugable,konjugoitavissa 
conjugacy,konjugaattiluokat 
conjugal,aviollinen 
conjugally,konjugaalisesti 
conjugate,konjugaatti 
conjugated,konjugoitu 
conjugation,konjugaatio 
conjugational,konjugationaalinen 
conjugative,konjugatiiviset 
conjugator,konjugaattori 
conjunction,yhdessä 
conjunctiva,sidekalvo 
conjunctival,sidekalvon 
conjunctive,konjunktiivinen 
conjunctively,yhdistettyinä 
conjunctivitis,sidekalvontulehdus 
conjunctural,suhdanteisiin 
conjuncture,yhteensattuma 
conjure,loihtia 
conjurer,taikuri 
conjuror,taikuri 
conk,pyörtyä 
conker,hevoskastanja 
conn,yht 
connect,kytkeä 
connectable,liitettävissä 
connected,kytketty 
connectedness,yhdistyneisyyden 
connection,yhteys 
connective,yhdistävä 
connectivity,liitettävyys 
connector,liitin 
connexion,asiakaspiiri 
connexity,"yhteyden, "
conning,Ohjailupaikalta 
connivance,äänetön hyväksyminen 
connive,ummistaa silmänsä jltak 
conniver,Kieroilijan 
connoisseur,tuntija 
connotation,konnotaatio 
connote,merkitä 
connubial,aviollinen 
conolophus,Laavaleguaani 
conquer,valloittaa 
conquering,valloittamista 
conqueror,valloittaja 
conquest,valloitus 
consanguinity,verisukulaisuus 
conscience,omatunto 
conscientious,tunnollinen 
conscientiously,tunnollisesti 
conscientiousness,tunnollisuus 
conscious,tajuissaan 
consciously,tietoisesti 
consciousness,tajunta 
conscript,varusmies 
conscription,asevelvollisuus 
consecrate,vihkiä 
consecrated,siunattu 
consecration,vihkiminen 
consecution,peräkkäisyys 
consecutive,peräkkäinen 
consecutively,peräkkäin 
consensual,yhteisymmärrykseen 
consensually,yhteisymmärryksessä 
consensus,yksimielisyys 
consent,suostumus 
consenting,suostumuksensa 
consequence,seuraus 
consequent,seuraava 
consequential,johtuva 
consequently,siis 
conservation,säilyttäminen 
conservational,luonnonsuojelullisesta 
conservationist,luonnonsuojelija 
conservatism,konservatismi 
conservative,konservatiivinen 
conservatively,konservatiivisesti 
conservativeness,konservatiivisuuskerrointa 
conservatoire,konservatorio 
conservator,konservaattori 
conservatorium,konservatoriossa 
conservatory,konservatorio 
conserve,säästää 
consider,harkita 
considerable,huomattava 
considerably,huomattavasti 
considerate,huomaavainen 
considerately,harkiten 
consideration,näkökohta 
considered,katsotaan 
considering,ottaen huomioon 
consign,lähettää 
consignation,toimituskomponentin 
consignee,vastaanottaja 
consigner,Lähettäjän 
consignment,tavaralähetys 
consignor,lähettäjä 
consist,koostuvat 
consistence,koostumus 
consistency,johdonmukaisuus 
consistent,johdonmukainen 
consistently,johdonmukaisesti 
consistorial,konsistorin- 
consistory,konsistori 
consolation,lohdutus 
consolatory,lohduttavaa 
console,konsoli 
consoler,lohduttajaa 
consolidate,lujittaa 
consolidated,konsolidoitu 
consolidation,vakauttaminen 
consolidator,yhdistämisohjelma 
consoling,lohdullinen 
consolingly,lohduttavasti 
consomme,lihaliemi 
consonance,Yhdenmukaisuus 
consonant,konsonantti 
consort,puoliso 
consortium,konsortio 
conspecific,samaan lajiin kuuluva 
conspicuity,näkyvyyttä 
conspicuous,silmiinpistävä 
conspicuously,näkyvästi 
conspicuousness,tunnettuus 
conspiracy,salaliitto 
conspirative,salaliittolaisryhmä 
conspirator,salaliittolainen 
conspiratorial,salaliittolaismaiset 
conspire,vehkeillä 
conspiring,salaliitossa 
constable,poliisikonstaapeli 
constabulary,poliisivoimat 
constancy,muuttumattomuus 
constant,jatkuva 
constantan,konstantaania 
constantinian,Konstantiinuksen 
constantinopolitan,Konstantinopolin 
constantly,lakkaamatta 
constellation,tähdistö 
consternation,tyrmistys 
constipate,aiheuttaa jklle ummetusta 
constipation,ummetus 
constituency,vaalipiiri 
constituent,aineosa 
constitute,muodostaa 
constitution,perustuslaki 
constitutional,perustuslaillinen 
constitutionalism,konstitutionalismi 
constitutionalist,perustuslaillinen 
constitutionality,perustuslainmukaisuuden 
constitutionally,perustuslaillisesti 
constitutive,perustava 
constitutively,Konstitutiivisesti 
constrain,rajoittaa 
constrained,rajoittavat 
constrainer,Constrainerin 
constraining,rajoittava 
constraint,rajoitus 
constrict,kuristaa 
constricted,ahdas 
constriction,ahdistus 
constrictive,konstriktiivinen 
constrictor,kuristajakäärme 
construct,rakentaa 
construction,rakentaminen 
constructional,rakennustarvikkeet 
constructionally,rakenteellisesti 
constructionism,konstruktionismista 
constructionist,konstruktionistiseen 
constructive,rakentava 
constructively,rakentavasti 
constructiveness,konstruktiivisuus 
constructivism,konstruktivismin 
constructivist,konstruktivistinen 
constructor,rakentaja 
construe,tulkita 
consubstantial,samaa olemusta 
consul,konsuli 
consular,konsuli 
consulate,konsulaatti 
consult,konsultoida 
consultant,konsultti 
consultation,neuvottelu 
consultative,neuvoa antava 
consulting,konsultointi 
consumable,kuluvia 
consume,kuluttaa 
consumer,kuluttaja 
consuming,vievää 
consummate,täydellistää 
consummation,täyttymys 
consumption,kulutus 
consumptive,keuhkotautinen 
contact,yhteyshenkilö 
contactor,kontaktori 
contactual,kontaktuaaliselle 
contagion,tartunta 
contagious,tarttuva 
contagiousness,tarttuvuutta 
contain,sisältää 
container,kontti 
containment,hillitseminen 
contaminant,saaste 
contaminate,saastuttaa 
contamination,saastuminen 
contemplate,miettiä 
contemplation,miettiminen 
contemplative,mietiskelevä 
contemporaneity,samanaikaisuus 
contemporaneous,samanaikainen 
contemporaneously,samanaikaisesti 
contemporaneousness,nykyaika 
contemporarily,nykyaikaisesti 
contemporary,nykyajan 
contempt,ylenkatse 
contemptible,halveksittava 
contemptuous,halveksiva 
contemptuously,halveksivasti 
contender,haastaja 
contending,väittäen 
content,pitoisuus 
contented,tyytyväinen 
contentedly,tyytyväisenä 
contentful,sisällöltään laajempia 
contention,väite 
contentious,riidanalainen 
contentless,sisällöttömän 
contentment,tyytyväisyys 
contents,sisältö 
contest,kilpailu 
contestable,kilpailullisten 
contestant,kilpailija 
contestation,kiistäminen 
contester,kilpailijaksi 
context,konteksti 
contextual,asiayhteyteen 
contextually,asiayhteyden 
contiguity,vierekkäisyys 
contiguous,rajakkain 
continence,pidättyvyys 
continent,maanosa 
continental,mannermainen 
continentally,mannermaisen 
contingence,kontingenssi 
contingency,valmiussuunnitelma 
contingent,ehdolliset 
continual,jatkuva 
continually,jatkuvasti 
continuance,jatkuminen 
continuation,jatkaminen 
continue,jatkaa 
continued,jatkuva 
continuer,jatkamiskehotuksena 
continuity,jatkuvuus 
continuous,jatkuva 
continuously,jatkuvasti 
continuum,jatkumo 
contort,vääntää vääräksi 
contorted,vääntynyt 
contortion,väännös 
contortionist,käärmeihminen 
contour,muoto 
contraband,salakuljetustavara 
contrabass,kontrabasso 
contraception,ehkäisy 
contraceptive,ehkäisyväline 
contract,sopimus 
contractable,painuvan 
contractant,konsultin 
contracted,supistui 
contractible,kutistettavassa 
contractibly,supistuvasti 
contractile,supistumiskykyinen 
contractility,supistumiskykyä 
contraction,supistuminen 
contractively,supistuvasti 
contractor,urakoitsija 
contractual,sopimussuhteen 
contractually,sopimusperusteisesti 
contracture,kontraktuura 
contradict,ristiriidassa 
contradiction,ristiriitaisuus 
contradictorily,ristiriitaisesti 
contradictoriness,ristiriitaisuudesta 
contradictory,ristiriitainen 
contradistinction,jyrkkä erotus 
contraflexure,vastaantaivutusta 
contraindication,vasta 
contralateral,kontralateraalisessa 
contralto,kontra-altto 
contraption,vehje 
contrapuntal,kontrapunktinen 
contrariety,päinvastaisuus 
contrarily,päinvastoin 
contrariness,vastahakoisuus 
contrariwise,päinvastoin 
contrary,vastainen 
contrast,kontrasti 
contrastingly,Vastakohtana 
contrasty,kontrastikas 
contravene,rikkoa 
contravention,rikkomus 
contretemps,vastus 
contribute,edistävät 
contribution,osuus 
contributional,osallistavaa 
contributive,osallistumiskyvyn 
contributor,avustaja 
contributory,myötävaikuttava 
contrite,katuva 
contrition,katumus 
contrivance,värkki 
contrive,keksiä 
control,ohjaus 
controllability,hallittavuus 
controllable,hallittavissa 
controllably,hallitusti 
controller,ohjain 
controversial,kiistanalainen 
controversially,kiistanalaisella 
controversy,kiista 
contumacious,niskoitteleva 
contumacy,niskoittelu 
contusion,ruhje 
conundrum,arvoitus 
conurbation,taajama 
convalesce,toipua 
convalescence,toipilasaika 
convalescent,toipilas 
convection,kiertoilmauuni 
convective,konvektiivisten 
convectively,konvektiivisesti 
convector,kiertoilmalämmitin 
convene,kokoontua 
convener,kokoonkutsujana 
convenience,mukavuus 
convenient,mukava 
conveniently,kätevästi 
convent,luostari 
conventicle,hartaushuone 
convention,sopimus 
conventional,tavanomainen 
conventionality,sovinnaisuus 
conventionally,tavanomaisesti 
converge,lähetä toisiaan 
convergence,lähentyminen 
convergent,konvergentti 
converging,konvergoituvat 
conversance,perehtyneisyyttä 
conversant,perehtynyt 
conversation,keskustelu 
conversational,puhekielen 
conversationalist,keskustelija 
converse,keskustella 
conversely,päinvastoin 
converser,"muunnin, "
conversion,muuntaminen 
convert,muuntaa 
converted,muunnettu 
converter,muunnin 
convertibility,vaihdettavuus 
convertible,avoauto 
converting,muuntamalla 
convertor,muunnin 
convex,kupera 
convexed,kupera 
convexity,kuperuus 
convexly,konvext 
convey,välittää 
conveyable,luovutettavissa 
conveyance,kuljetus 
conveyancing,luovutuskirjoja 
conveyer,kuljetin 
convict,tuomittu 
conviction,vakaumus 
convince,vakuuttaa 
convinced,vakuuttunut 
convincing,vakuuttava 
convincingly,vakuuttavasti 
convivial,hyväntuulinen 
conviviality,rattoisuus 
convocation,kokous 
convoke,kutsua kokoon 
convoluted,mutkikas 
convolution,poimu 
convoy,saattue 
convulse,kouristaa 
convulsion,puuska 
convulsive,kouristus- 
cony,kaniini 
coo,kujertaa 
cooing,kujerrus 
cook,kokki 
cookbook,keittokirja 
cooker,liesi 
cookery,ruoanlaitto 
cooking,ruoanlaitto 
cool,viileä 
coolant,jäähdytysneste 
cooler,jäähdytin 
coolie,kuli 
cooling,jäähdytys 
coolly,viileästi 
coolness,viileys 
coomb,Coombsin 
coon,neekeri 
cooper,tynnyrintekijä 
cooperage,tynnyrinvalmistukseen 
coot,nokikana 
cop,poliisi 
copartner,osakas 
copartnership,osallisuus 
cope,selviytyä 
copending,käsittelyn alaisessa 
copepod,hankajalkaisiin 
cophasal,samanvaiheisista 
copied,kopioida 
copier,kopiokone 
copilot,lentoperämies 
coping,selviytyä 
copious,runsas 
copiously,runsaalla 
copolymer,kopolymeeri 
copolymerization,kopolymeroinnissa 
copolymerize,kopolymerointi 
copper,kupari 
copperas,vihtrilliä 
coppering,kuparointi 
copperplate,kuparipiirros 
coppersmith,kupariseppä 
copperworks,kupariruukiksi 
coppice,vesakko 
copra,kopra 
coprecipitate,Kerasaoste 
copresence,yhdessä on läsnä 
coprolalia,koprolalia 
copse,vesakko 
copter,kopteri 
coptic,Koptilainen 
copulate,paritella 
copulation,parittelu 
copulative,kopulatiivinen 
copy,kopio 
copybook,sovinnainen 
copycat,matkija 
copyist,puhtaaksikirjoittaja 
copyright,tekijänoikeus 
copyrightable,tekijäoikeussuojan 
coquetry,keimailu 
coquette,keimailija 
coquettish,keimaileva 
cor,AK 
coral,koralli 
corbel,olkakivi 
cord,johto 
cordage,purjelanka 
corded,langallisia 
cordial,sydämellinen 
cordiality,sydämellisyys 
cordially,sydämellisesti 
cordierite,kordieriittia 
cordilleran,Kordillieerien 
cording,kaan 
cordite,kordiitilla 
cordon,nyöri 
corduroy,vakosametti 
core,ydin 
cored,täytelanka 
coremaking,keernanvalmistuskoneiden 
corespondent,luuriin 
corf,kalasumppu 
coriander,korianteri 
corinthian,Korinttilainen 
corium,verinahasta 
cork,korkki 
corked,korkin makuinen 
corker,yliveto juttu 
corkiness,korkkiutumat 
corking,korkitusyksiköt 
corkscrew,korkkiruuvi 
corm,varsimukula 
cormorant,merimetso 
corn,maissi 
corncob,maissintähkä 
cornea,sarveiskalvo 
corneal,sarveiskalvon 
cornelian,karneoli 
corneous,sarveismainen 
corner,kulma 
cornered,nurkkaan 
cornerstone,kulmakivi 
cornerwise,kulmittain 
cornet,kornetti 
cornfield,viljapelto 
cornflower,ruiskukka 
cornice,reunuslista 
cornification,sarveistumisen 
cornified,sarveistuneen 
cornstarch,maissitärkkelystä 
cornucopia,runsaudensarvi 
cornucopiae,Cornucopiaesta 
corny,korni 
corolla,teriö 
corollary,luonnollinen seuraus 
corona,korona 
coronal,koronan 
coronally,koronaalisesti 
coronary,sepelvaltimo- 
coronated,kruunasi 
coronation,kruunajaiset 
coroner,oikeuslääkäri 
coronet,aateliskruunu 
corpora,korpuksia 
corporal,ruumiillinen 
corporality,ruumiillisuus 
corporate,yrityksen 
corporately,yhteisöllisesti 
corporation,yhtiö 
corporative,kunnallinen 
corporeal,ruumiillinen 
corporeality,ruumiillisuus 
corporeally,ruumiillisesti 
corps,joukot 
corpse,ruumis 
corpulence,pyylevyys 
corpulent,lihava 
corpuscle,hiukkanen 
corpuscular,korpuskulaarisia 
corpuscule,hiukkanen 
corral,aitaus 
correct,oikea 
correctable,korjattavissa 
corrected,korjattu 
correctible,voi korjata 
correcting,oikaisemisesta 
correction,korjaus 
correctional,vankeinhoidon 
corrective,korjaavat 
correctly,oikein 
correctness,oikeellisuutta 
corrector,korjaaja 
correlatable,korrelaatioon 
correlate,korreloida 
correlated,korreloi 
correlation,korrelaatio 
correlational,korrelaatiotutkimusta 
correlative,korrelatiivinen 
correlatively,Vastaavuussuhteessa 
correspond,vastata 
correspondence,kirjeenvaihto 
correspondent,kirjeenvaihtaja 
corresponding,vastaava 
correspondingly,vastaavasti 
corridor,käytävä 
corrigenda,oikaisuja 
corrigendum,oikaisu 
corrigent,muuttavan 
corrigible,korjattavissa oleva 
corroborate,vahvistaa 
corroboration,vahvistus 
corroborative,vahvistava 
corrode,syövyttää 
corrodible,syöpymättömistä 
corrosible,syöpyvistä 
corrosion,korroosio 
corrosive,syövyttävä 
corrosiveness,syövyttävyys 
corrosivity,syövyttävyys 
corrugate,poimuttua 
corrugated,aaltopahvin 
corrupt,lahjoa 
corrupted,vioittunut 
corrupter,turmelija 
corruptibility,lahjottavuus 
corruptible,lahjottava 
corrupting,turmelee 
corruption,korruptio 
corruptive,korruptiokäytännöille 
corruptly,kelvottomasti 
corruptor,Lahjuksen 
corsage,kukkakimppu 
corsair,kaapparilaiva 
corselet,korseletti 
corset,korsetti 
corsetry,korsettikauppiaat 
corsican,Korsikalainen 
cortege,hautajaissaattue 
cortex,aivokuori 
cortical,aivokuoren 
cortices,aivokuoret 
corticospinal,kortikospinaalirata 
corticosterone,kortikosteronia 
cortisone,kortisoni 
corundum,korundi 
coruscant,Coruscantin 
coruscate,kimallella 
corvette,korvetti 
corvine,Korvinilaisen 
coryza,nuhaa 
cosecant,kosekantti 
coset,jäännösluokan 
cosh,lyijypatukka 
cosignatory,allekirjoittajakumppani 
cosily,kodikkaasti 
cosine,kosini 
cosiness,kodikkuutta 
cosmetic,kosmeettinen 
cosmetical,Kosmeettiset 
cosmetically,kosmeettisesti 
cosmetician,kosmetologi 
cosmetologist,kosmetologi 
cosmetology,kosmetologi 
cosmic,kosminen 
cosmically,kosmisesti 
cosmogonic,kosmogonisen 
cosmogony,kosmogonian 
cosmography,kosmologialle 
cosmological,kosmologisen 
cosmologically,kosmologisesti 
cosmology,kosmologia 
cosmopolitan,kosmopoliittinen 
cosmopolitanism,kosmopolitismi 
cosmos,maailmankaikkeus 
cossack,Kasakka 
cosset,hemmotella 
cost,kustannus 
costal,kylki- 
costermonger,hedelmäkaupustelija 
costing,maksaa 
costliness,kalliit 
costly,kallis 
costume,puku 
costumer,asiakastuki 
costumier,puvustaja 
cosy,kodikas 
cot,vauvansänky 
cotangent,kotangentti 
cote,katos 
coterie,klikki 
coterminous,yhteneväisiä 
cottage,mökki 
cottager,torppari 
cottagers,mökkiläiset 
cotter,kiila 
cotton,puuvilla 
cottonseed,puuvillansiemenöljyyn 
cotyledon,sirkkalehti 
cotyledonary,sirkkalehtisten 
couch,sohva 
couched,muotoiltu 
cougar,puuma 
cough,yskä 
could,voisi 
coumarin,kumariinin 
coumarone,kumaronista 
council,valtuusto 
councilman,kaupunginvaltuutettu 
councilor,neuvosmies 
counsel,neuvo 
counselor,neuvonantaja 
count,laskea 
countable,numeroituva 
countably,numeroituvasti 
countenance,kasvot 
counter,laskuri 
counteract,torjua 
counteracting,motverkande 
counteraction,vastatoimia 
counterappeal,vastavalituksen 
counterargument,Vasta-argumenttina 
counterattack,vastahyökkäys 
counterbalance,vastapaino 
counterbore,upotus 
counterclaim,vastakanne 
counterclockwise,vastapäivään 
countercurrent,akanvirta 
countercurrently,vastavirtaan 
counterespionage,vastavakoilu 
counterevidence,vastatodisteita 
counterexplanation,counte rexplanation 
counterfeit,väärennetty 
counterfeiter,väärentäjä 
counterflange,Vastalaipalla 
counterflow,vastavirtaan 
counterfoil,kantalippu 
counterforce,vastavoima 
counterindentation,vastinhammastus 
counterintelligence,turvallisuuspalvelu 
countermand,antaa jklle vastakäsky 
countermarch,kontramarssimme 
countermeasure,vastatoimenpide 
countermove,vastavetona 
counternotice,vastailmoituksen 
counterobligation,vastasitoumuksen 
counterpane,päiväpeite 
counterpart,vastine 
counterplan,vastasuunnitelma 
counterpoint,kontrapunkti 
counterpoise,vastapaino 
counterpressure,vastapaine 
counterproposal,vastaehdotusta 
counterpunch,CounterPunchilla 
counterreaction,vastareaktiona 
counterrevolution,vastavallankumous 
counterrevolutionary,vastavallankumouksellisen 
countersecurity,vastavakuuksilla 
counterselection,vastavalintaa 
countershaft,sivuakselityyppinen 
countersign,varmentaa 
countersignature,varmennus 
counterstain,vastavärinä 
counterstream,vastavirtaan 
countersunk,upotettu 
counterswing,vastaiskukehikkoa 
countertenor,kontratenori 
countertransference,vastatransferenssi 
countervail,tasoittaminen 
counterweight,vastapaino 
counterweighted,vastapainotettuja 
countess,kreivitär 
counting,laskenta 
countless,lukematon 
countrified,talonpoikainen 
country,maa 
countryman,maanmies 
countryside,maaseutu 
county,lääni 
coup,vallankaappaus 
coupage,leikkaamista 
couple,pari 
coupled,kytketty 
coupler,liitin 
couplet,loppusointupari 
coupling,kytkentä 
coupon,kuponki 
courage,rohkeus 
courageous,rohkea 
courageously,rohkeasti 
courier,kuriiri 
course,kurssi 
courser,juoksijahevonen 
coursing,jäniksenajo 
court,tuomioistuin 
courteous,kohtelias 
courteously,kohteliaasti 
courtesan,kurtisaani 
courtesy,kohteliaisuus 
courthouse,oikeustalo 
courtier,hovimies 
courtly,kohtelias 
courtroom,oikeussali 
courtship,kosiskelu 
courtyard,piha 
cousin,serkku 
covalent,kovalenttinen 
covariation,kovariaatiota 
cove,lahti 
covellite,kovelliitista 
covenant,liitto 
covenanted,liiton 
covenanting,"liiton, "
cover,kansi 
coverage,kattavuus 
coveralls,haalarit 
covered,katettu 
coverer,peittäjästä 
covering,kattavat 
coverlet,päiväpeite 
covert,peitelty 
covertly,peitellysti 
covet,himoita 
covetable,himoittava 
coveting,himoitsevat 
covetous,himoitseva 
covetousness,ahneutta 
covey,peltopyypoikue 
cow,lehmä 
coward,pelkuri 
cowardice,pelkuruus 
cowardliness,pelkuruudesta 
cowardly,pelkurimainen 
cowbell,lehmänkello 
cowberry,puolukka 
cowcatcher,karja-aura 
cower,kyyristyä 
cowherd,karjapaimen 
cowhide,lehmänvuota 
cowl,tuulihattu 
cowlick,otsakiehkura 
cowman,karjanhoitaja 
cowrie,kotilon 
cowshed,navetta 
cowskin,naudannahkaa 
cowslip,kevätesikko 
cox,perämies 
coxal,Lantio 
coxcomb,keikari 
coxswain,perämies 
coy,kaino 
coyote,kojootti 
coypu,nutria 
coziness,kodikkuutta 
cozy,kodikas 
crab,rapu 
crabbed,äkäinen 
crabbing,sivuttain etenevät 
crabby,äkäinen 
crackbrain,höperö 
crackbrained,älytön 
crackdown,tehoisku 
cracked,säröillä 
cracker,voileipäkeksi 
crackers,järjiltään 
cracking,halkeilua 
crackle,ratista 
crackling,rätinä 
crackpot,kaheli 
cracksman,murtovaras 
cradle,kehto 
craft,käsityö 
craftily,ovelasti 
craftiness,oveluus 
craftsman,käsityöläinen 
craftsmanship,ammattitaito 
craftwork,käsityö 
crafty,ovela 
crag,kallionkieleke 
craggy,rosoinen 
crake,ruisrääkkä 
cram,ahtaa 
crammer,preppaaja 
cramp,kramppi 
cramped,ahdas 
cramping,kouristelua 
crampon,jääkenkä 
cranberry,karpalo 
crane,nosturi 
cranial,kallon- 
craniocerebral,kallo 
craniofacial,kraniofakiaalisten 
craniospinal,kraniospinaalista 
cranium,kallo 
crank,kampi 
crankcase,kampikammion 
cranked,kampi 
crankpin,kammen tappi 
crankshaft,kampiakseli 
cranky,äkäinen 
cranny,kolo 
crap,paska 
crape,surunauha 
craps,noppapeli 
crapshooter,paska ampuja 
crash,romahdus 
crass,törkeä 
crate,kori 
crater,kraatteri 
cratered,kraatteroitunutta 
cravat,silkkiliina 
crave,haluta kovasti 
craven,pelkurimainen 
craving,himo 
craw,kupu 
crawfish,rapu 
crawl,ryömiä 
crawler,tela 
crawling,indeksoinnin 
crayfish,rapu 
crayon,värikynä 
craze,villitys 
crazed,mieletön 
crazily,Järjettömän 
craziness,hulluutta 
crazy,hullu 
creak,narina 
creaky,natiseva 
cream,kerma 
creamcake,kermakakkua 
creamer,kermakannu 
creamery,meijeri 
creamy,kermainen 
crease,prässi 
creasing,rypistys 
create,luoda 
creatine,kreatiini 
creatinine,kreatiniini 
creatininemia,kreatiniinipitoisuuden 
creation,luominen 
creationism,kreationismi 
creationist,kreationisti 
creative,luova 
creatively,luovasti 
creativeness,luovuutta 
creativity,luovuus 
creator,luoja 
creatorship,luomistyön 
creature,olento 
creche,päiväkoti 
credence,usko 
credential,tilitietojen 
credibility,uskottavuus 
credible,uskottava 
credibly,uskottavasti 
credit,luotto 
creditable,kiitettävä 
creditably,ansiokkaasti 
creditor,velkoja 
credo,Uskontunnustus 
credulity,herkkäuskoisuus 
credulous,herkkäuskoinen 
creed,uskontunnustus 
creedal,uskontunnustus 
creedmore,Creedmoreen 
creek,Puro 
creek,puro 
creel,kalakori 
creep,viruminen 
creepage,pintapurkaustien 
creeper,köynnös 
creeping,hiipivä 
creepy,kammottava 
cremate,tuhkata 
cremation,tuhkaus 
crematorium,krematorio 
crematory,krematorio 
crenelate,varustaa ampuma-aukoilla 
crenelated,sakaraharjainen 
crenellate,varustaa ampuma-aukoilla 
creole,kreoli 
creosote,kreosootilla 
crepe,ohukainen 
crepitation,rätinä 
crepitus,krepitaatio 
crept,hiipi 
crepuscular,hämyinen 
crescent,puolikuu 
cresol,kresoli 
cress,krassi 
cresset,tuulaskoura 
crest,harja 
crested,töyhtötiainen 
crestfallen,masentunut 
cresylic,kresolinen 
cretaceous,Liitukausi 
cretaceous,liitukausi 
crete,Kreeta 
cretin,ääliö 
cretinism,kääpiökasvu 
cretionary,sitomattomat 
cretonne,kretonki 
crevasse,halkeama 
crevice,rako 
crew,miehistö 
crewman,miehistön jäsen 
crib,seimi 
cribbage,eräs korttipeli 
cribriform,seulamaisessa 
crick,lihaskouristus 
cricket,kriketti 
cricketer,kriketinpelaaja 
cricopharyngeal,Cricopharyngeaalinen 
cried,huusi 
crier,julkinen kuuluttaja 
crime,rikollisuus 
crimean,Krimin 
criminal,rikollinen 
criminality,rikollisuus 
criminally,rikosoikeudellisesti 
crimination,nän 
criminatory,syrjivää 
criminological,kriminologisia 
criminologist,rikosoppinut 
criminology,kriminologia 
crimp,röyheltää 
crimping,puristamiseen 
crimpy,kiharaa 
crimson,karmiininpunainen 
cringe,kyyristyä 
cringing,nöyristely 
crinkle,kähertyä 
crinkly,ryppyinen 
crinoline,krinoliini 
cripple,raajarikko 
crippling,lamauttava 
crises,kriisien 
crisis,kriisi 
crisp,raikas 
crisper,terävämmät 
crisping,rapeaksi 
crispness,terävyys 
crispy,rapea 
crisscross,ristikkäin 
cristobalite,kristobaliitti 
criteria,kriteerit 
criterion,kriteeri 
criterium,kriteerillä 
critic,kriitikko 
critical,kriittinen 
criticality,kriittisyys 
critically,kriittisesti 
criticalness,kriittisyys 
criticism,kritiikki 
criticize,arvostella 
critique,kritiikki 
croak,rääkkyä 
croat,Kroaatti 
croatian,Kroaatti 
crochet,virkkaus 
crocheting,virkkuu 
crocidolite,Krokidoliitin 
crocin,krokiini 
crock,autonromu 
crockery,saviastiat 
crocodile,krokotiili 
crocodilian,krokotiilin 
crocus,Krookus 
crocus,krookus 
croft,torppa 
crofter,torppari 
cromwellian,Cromwellin 
crone,vanha eukko 
crony,vanha kaveri 
crook,roisto 
crooked,kiero 
crookedly,vinosti 
crookedness,kieroudelta 
croon,hyräillä 
crooner,pehmeä-ääninen laulaja 
crop,sato 
cropland,viljelymaan 
cropper,sadon antaja 
croquet,kroketti 
croquette,kuorukka 
crosier,piispansauva 
cross,ylittää 
crossarm,Orsi 
crossbar,poikkipuu 
crossbones,luut ristissä 
crossbow,varsijousi 
crossbred,risteytetty 
