Word,Meaning
زیږ,"1: rough, scratchy, wiry, rasping, rugged, scabrous 2: honest, decent, aboveboard, faithful, straight, truthful, upright, fair, level, reasonable, square, upstanding"
تړاک,"1: row, line, file, rank, degree, array, place 2: share, side, board, hand, quarter"
مښود,"1: rub down, friction, chafing, rub, rubbing, drag, abrasion, scrub 2: effort, attempt, stress, strain, exertion, endeavor, spirt, pain, stroke"
شاربل,"1: rub, scrub, scrape, chafe, fritter, scour, stone 2: shake up, jolt, rock, shake, jog, jerk, beat, defeat, batter, knock down, pulse, fight, conquer, struggle"
اټاله,"1: rubbish, cheap junk 2: Lot, region in France, prize, batch, parcel"
ناشولته,"1: rude individual, rude person 2: hideous, horrible, ghastly, dreadful, atrocious, appalling, execrable, grievous, gruesome, lurid, shocking, dire, ugly, unsightly, ill-favored, uncomely"
سونج,"1: ruin, wreck, doom, bankruptcy, ruination, perdition, undoing 2: death trap"
خانه خراب,"1: ruined, broken 2: widower, man whose wife has died"
څټکوری,"1: ruined, broken, 2: fire, conflagration, sinister, baleful, eery, disastrous, portentous, grim, dire"
لاړجن,"1: runny, slobbery 2: purslane, species of edible creeping plant with yellow flowers"
جلبول,"1: rush, recruit, enrol, commandeer, convoke, summon, call, cite, send for, convene 2: attract, appeal to, charm, draw, catch, allure"
پرېشانه,"1: sad, upset, joyless, unhappy, disconsolate, dolorous, lachrymose, melancholy, sorrowful, funeral, mournful, wailful, sorry, weary, depressing, depressed, cheerless, distressing, dismal, forlorn, gloomy, grim, miserable, rueful, sullen 2: concerned, anxious, fretful, preoccupied, attentive, mindful, solicitous"
زهير,"1: sad, upset, joyless, unhappy, disconsolate, dolorous, lachrymose, melancholy, sorrowful, funeral, mournful, wailful, sorry, weary, depressing, depressed, cheerless, distressing, dismal, forlorn, gloomy, grim, miserable, rueful, sullen 2: pale, wan, ashen, faint, white, colorless, bloodless, sickly, weak, frail, feeble, soft, mild, low, poor, lame, failing, limp, deficient, dull, inaudible, helpless, tenuous, weakling, failure, partiality, worn out, exhausted, downcastdespondent, downhearted, dejecteddown in the mouth 3: shameful, ashamed, disgraceful, disreputable, sinful, inglorious"
زهيرول,"1: sadden, depress, darken, cast a gloom over someone 2: weaken, soften, incapacitate, pull down, dim, dampen, devitalize, detach, enervate, fail, hurt, invalidate, reduce 3: show up"
ګورملتوب,"1: sadness, unhappiness, dreariness, dullness, gloominess, bleakness, misery, sorrow, plaintiveness, wistfulness, gloom 2: anger, rage, ire, displeasure, wrath"
تأثر,"1: sadness, unhappiness, dreariness, dullness, gloominess, bleakness, misery, sorrow, plaintiveness, wistfulness, gloom, pain, sentence, penalty, grief, bitterness, ache, heartache, infirmity, pains, affliction, desperation, infliction, worry 2: affection, ailment, complaint, fondness, liking"
بې مالګې,"1: salt-free 2: ungainly, unhandsome, unruly, unsightly"
تريو,"1: salty, salted, salt, savory, briny 2: cross, acrimonious, sour, acid, cross grained 3: grumbler, cross patch, liverish, misery, grumpy, grouchy, ruthless, crabbed, fractious, ratty, testy"
سماوات,"1: samovar, metal urn for boiling water for tea (common in Russia) 2: inn, hostel, public house"
شيطان,"1: Satan, devil, wretched, miserable, base, demon 2: (Derogatory Slang) informer, sneak, snitch, stool pigeon, cookie, file planted on a user's hard disk by an Internet site (Computers)"
شيطاني,"1: satanic, diabolic, diabolical, ghoulish, demoniac, devilish, fiendish, hellish, infernal, poisonous 2: connection, relation, link, communication, relevance, report, record, yield, profit, ratio, nexus, affinity, talebearing, spreading of rumors, gossiping"
اطلس,"1: satin, type of fabric with a shiny finish and a soft texture 2: Atlantic Ocean, ocean touching the Americas to the west and Europe and Africa to the east, Atlantic 3: atlas, collection of geographical maps, first vertebra in the neck (Anatomy)"
اتلس,"1: satin, type of fabric with a shiny finish and a soft texture 2: atlas, collection of geographical maps, first vertebra in the neck (Anatomy) 3: Atlantic Ocean, ocean touching the Americas to the west and Europe and Africa to the east, Atlantic"
قناعت,"1: satisfaction, fulfilment, gratification, contentment, complacence, content, gladness, contents 2: frugality, scantiness, soberness, plainness, restraint, sobriety 3: conviction, persuasion, inducement"
مزه,"1: savor, flavor, taste, relish, zest 2: pleasure, treat, enjoyment, gratification, joy, indulgence"
خوند,"1: savor, flavor, taste, relish, zest, 2: joy, happiness, delight, festivity, celebration, gladness, glee, merriment"
ډوری,"1: scarecrow, large stuffed figure in the form of a man which is used to frighten birds away from crops, bugbear, irrational fear 2: landmark, boundary, terminal, stone"
څروی,"1: scarecrow, large stuffed figure in the form of a man which is used to frighten birds away from crops, bugbear, irrational fear 2: landmark, boundary, terminal, stonescarecrow, large stuffed figure in the form of a man which is used to frighten birds away from crops, bugbear, irrational fearsentry box, small building designated for a guard"
ښندلی,"1: scattered, dispersed, sprinkled, stray, released, trifling 2: sacrificed, lost"
تونګ,"1: scattered, dispersed, untidy, disorderly, confused, abashed, helter-skelter, messy, muddle headed, rough and tumble 2: barn, farm building used to house animals or store hay and grain 3: decanter, carafe, jug, tankard"
تروژل,"1: scrape, strum 2: kidnap, abduct, take away by force (of a child or person), remove, lift-off, take off, take, brush out, carry away, strip, move, pick off, pull off, steal, grab away, bleach out, snatch, draw, weed out, weed, pull"
توږل,"1: scrape, strum, plane, shave 2: sculpt, sculpture, carve"
کوينی,"1: scraper, person or thing that scrapes 2: cheese, food substance made from milk"
شوکاره,"1: scratch, abrasion, graze, rawness, 2: claw, tag, talon, label, signature"
پېچول,"1: screw, screw on, screw down, crack down, dumbfound, astonish 2: wrap up, envelop, enfold, enwrap, lap, muffle, shroud, wreathe"
خاتم,"1: seal, hallmark, signet, mark, stamp 2: last, final, latest, rearmost, extreme, top, back, rear, lag"
مړغون,"1: sear, withered, wizened 2: dying person, dying, ending, of or pertaining to deathinactive person, man of leisure, lady of leisure, inactive, unproductive, lazy"
پېزه,"1: sear, withered, wizened 2: pale, wan, ashen, faint, white, colorless, bloodless, sickly"
کږوبی,"1: sear, withered, wizened, dry, droopy, 2: faulty, defective, imperfect, deficient"
سپړنه,"1: search, searching, research, study, quest, rummage, pursuit, affectation 2: hatching, parallel lines drawn close together to produce the effect of shading, birth, hatch"
سپڼنه,"1: search, searching, research, study, quest, rummage, pursuit, affectation, inquiry, inquest, investigation, survey, probe, enquiry, detection, 2: hatching, parallel lines drawn close together to produce the effect of shading, birth, hatch"
فصل,"1: season, one of the four quarters of the year (winter, spring, summer, autumn), period of time characterized by a certain quality or event, time 2: chapter"
خړخشه,"1: sedition, revolt, riot, rebellion 2: doubt, uncertainty, question, discredit, misgiving, qualm, query 3: lightning, flash ir streak of light in the sky caused by the discharge of an electric spark in a thundercloud"
اغوا کول,"1: seduce, lead astray, charm, attract, glamor, beguile, allure, tempt 2: bribe, suborn, tamper, make one's mouth water"
نينکۍ,"1: seed 2: papule, nodule, (Medicine) pustule, pus-filled pimple or blister on the skin, button, knob, bud"
دانه,"1: seed, grain, cereal, kernel, corn, particle, mite, mote, mouthful, ounce, shred, whit, 2: tetter 3: furuncle, boil, carbuncle"
ايسېدل,"1: seem, appear, sound 2: to make oneself more attractive"
خپل خوښي,"1: selfishness, egoism, state of only having concern for one's own self 2: arrogance, assurance, delusion, assumption, haughtiness, lordliness, pride, superciliousness"
خپل چاري,"1: selfishness, egoism, state of only having concern for one's own self 2: self confidence, assurance"
ګزارل,"1: send up, launch, shoot, issue, eject, send, emit, evolve, fling, throw, initiate, put up, bring out, throw away, cast, let fly, sling, slip, throwing, launching, sending out, throw out, discard, dump, throw up, toss, chuck, hurlplunge 2: fulfil, finish, accomplish, perform, achieve, work out, get through, consummate, implement"
څړى,"1: servant, attendant, bearer, retainer, domestic, household, family, man, maid, scout, 2: tea towel, dishcloth, wiper, rag"
سيټ,"1: settee, couch, davenport, canape, chesterfield 2: post, mail, job, office, appointment, position, station, place, situation, program, seat, chair, headquarters, head office, siege 3: site, location, setting"
ټېکاوېدل,"1: settle down, move in, settle oneself, establish oneself in a particular spot 2: calm down, cool down, quiet down, die down, ease off, drop, blow over, abate, steady, subside, remit, rest, rest up, repose, lie down, laze"
اړول,"1: settle down, move in, settle oneself, establish oneself in a particular spot 2: knock over, upset, overturn, overthrow, overbalance, reverse, push down, subvert, topple, boot, tumble 3: divert, turn away, hijack, avert, steal away, deter, embezzle, misappropriate, deflect, shunt, siphon, stage, return, turn back, drive back, pass back, revert, upturn, fleshconstrain, oblige, compel, coerce, force, impel, impress, bind, push, shove, commit"
ټکوهل,"1: shake up, jolt, rock, shake, jog, jerk 2: drive in, press in, batter in, break through, push, put, impact, stick, stuff, thrust, ramlose, waste, drop, cast, forfeit, squander,"
کښېختل,"1: shame, blush, turn a blind eye 2: spin, wring"
منفعل,"1: shameful, ashamed, disgraceful, disreputable, sinful, inglorious, confused, embarrassed, abashed 2: liabilities, financial obligations entered in a balance sheet (Finance), passive, compliant, indifferent, apathetic"
جاري کول,"1: shed, drain off, run, sink, spill, turn on 2: promulgate, command, enact"
سل,"1: shelf 2: raft, canoehundred, centtuberculosis, consumption, infectious lung disease caused by the organism Mycobacterium tuberculosis (Pathology)"
پوڼېدل,"1: shiver, tremble, shake, quiver, quake, quaver, shudder, wave, thrill, wince, wriggle 2: empty, drain"
هټ,"1: shop 2: effort, attempt, stress, strain, exertion, endeavor, spirt, pain, stroke 3: stubbornness, obstinacy, pertinacity, wilfulness"
هټۍ,"1: shop 2: workshop, studio"
بڼيا,"1: shopkeeper, storekeeper, 2: avaricious, grasping, greedy, mean, tightfisted, miserly, scant, skimpy, spare, stingy, miser, curmudgeon, churl, hog (Slang)"
پارو,"1: shovel, spade, oar, ream, train, rowing 2: scapula, shoulder blade, large flat bone forming the back of the shoulder (Anatomy) 3: fertilizer, manure, dressing"
څرګندول,"1: show, point, indicate, exhibit, evince, display 2: express, vocalize, voice, phrase, act out, enunciate, squeeze out, press out, put out"
ور ښوول,"1: show, point, indicate, exhibit, evince, display 2: teach, educate, instruct, school, tutor, elaborate, excogitate, tell, learn, get wind of, master, impart, let know, hear, find out, reveal"
ځری,"1: sight, viewer, viewfinder, telescope 2: informer (Slang), indicator, informer, telltale 3: girl guide, conductress, timetable, guidebook, conductor, guide, leader"
نظر,"1: sight, vision, view, foresight, seeing, prospect, vista, look, gaze, stare, 2: viewpoint, point of view, position, opinion, angle"
ټکۍ,"1: sign, indication, wave, motion, gesture, index, mark, cross, evidence, token 2: disc, record, discus, platter 3: urticaria, skin condition that is caused by an allergic reaction and is characterized by raised red patches on the skin accompanied by itching"
غليا,"1: silence, quietness, pause, still, hush, rest, coolness, calm, peace, stillness, composure, dispassion, serenity, unconcern, quiet, peacefulcool, restful, unmoved, leisurely, steady, composed, dispassionate, sedate, uneventful 2: disinterest"
بې غږه,"1: silencer, muffler, silent, quiet, noiseless, soundless, discreet, still 2: consonant"
خپ,"1: silencer, muffler, silent, quiet, noiseless, soundless, discreet, still 2: mark, stain, spot, blur, smirch, patch, smear, slur, splash, splotch, blot, smudge"
غلشکه,"1: simpers 2: hulled grain, groats, gruel"
خلوص,"1: sincerity, candor, genuineness, honesty, seriousness, trueness, candidness 2: devotion, godliness, religiousness, worship, sanctimony"
مجلسي,"1: singer, vocalist, entertainer, chanter, music player, musician, bandsman, player, musicianly, of or pertaining to a musician 2: jovial, hearty, jolly, jocose, joyful, affable, benignant, genial"
لونډ,"1: single woman, spinster, maiden, bachelor, single-man, celibate, single, unmarried, 2: impertinent, cheeky, presumptuous, saucy"
کرامت,"1: size, greatness, height, grandeur, majesty, magnitude, nobleness, loftiness 2: miracle, supernatural event, wonderful occurrence that is considered to be the work of God, marvel, wonder, wonderment"
پارکال,"1: size, greatness, height, grandeur, majesty, magnitude, nobleness, loftiness, power, potency, puissance, strength, forcing, might, stoutness, forcefulness 2: torpor, lethargy, apathy, torpidity, sleepiness, numbness"
ماشوړه,"1: skein, spool of yarn or thread, hank 2: problem, question, trouble, issue, difficulty"
زرنګ,"1: skilful, cunning, adroit, skilled, clever, smart, bright, dexterous, nimble, deft, agile, dextrous, ready, swift, quick, sharp, lissom, lithe, lively, merry, witty 2: saucyforward"
غونی,"1: skin, leather 2: hair, fur, bristlebehavior, attitude, conduct, demeanor, manner, action, antics, course, walk, bearing, performance"
پوستکى,"1: skin, leather, dermis, layer of skin below the epidermis (Anatomy, Zoology) 2: fur, furring, pelt"
پوست,"1: skin, leather, dermis, layer of skin below the epidermis (Anatomy, Zoology) 2: fur, furring, pelt 3: box, shell, misprint, rollsoft, tender, mild, smooth, quiet, gentle, meek, clement, bland, genial, silken, sweet, supple, flexible, pliable, amenable, floppy, lissome, lithe, pliant, loving, fond, affectionate, tighten, tauten, stretch, tend, strain, thrust, reach, drag, hold out"
ټيټکې,"1: skipping, hop, skip, prancing 2: effort, attempt, stress, strain, exertion, endeavor, spirt, pain, stroke"
لمن,"1: skirt, woman's garment which hangs down from the waist, section of a piece of clothing that hangs down from the waist 2: foot, base"
پړک,"1: slap, smack, claque, slapping 2: splinter, fragment, sliver, radiance, brightness, brilliance, flash, sparkle, glow, shine, gloss, luster, blaze, splendor, glitter, glamor, glory, fame, good reputation, brilliancy, flamboyancy, thunderbolt, flash of lighting, lightningflock, herd"
خوب,"1: sleep, shut-eye, rest, slumber, repose, fall 2: dream, vision, series of thoughts and visions which occur during sleep, fancy"
وښېدل,"1: slide along, slip down, slip, slither, skid, skate, skitter, run 2: make a mistake"
ښويول,"1: slide along, slip down, slip, slither, skid, skate, skitter, run 2: trip upsmooth, sleek, plume, stroke, polish, burnish, refine, sand downsmooth"
وښېدنه,"1: sliding, gliding, slipping, slip, slide 2: mistake, error, wrong, misunderstanding, fault, fallacy, misapprehension, oversight, trip"
وښېدنګ,"1: sliding, gliding, slipping, slip, slide 2: mistake, error, wrong, misunderstanding, fault, fallacy, misapprehension, oversight, trip"
وښېده,"1: sliding, gliding, slipping, slip, slide 2: mistake, error, wrong, misunderstanding, fault, fallacy, misapprehension, oversight, trip"
رعنا,"1: slim, small, slender, svelte 2: graceful, charming, amiable, elegant, complimentary, gracious, goodly, affable"
ندم,"1: slowness, backwardness, sluggishness, tardiness 2: softness, gentleness, smoothness, meekness, clemency, geniality, mildness, sweetness, mellowness"
اوچتېدل,"1: smarten 2: rise, go up, mount up, arise, be up to the mark, rear, ascend, climb, walk-up, go uphill, get intomount, ride, get on, join in, raise the bid"
وږم,"1: smell, odor, scent, fragrance, perfume 2: steam, vapor, fume, reek"
خنداوو,"1: smiling, cheerful, bright, beaming, welcoming, pleasant, rosy, agreeable 2: funny person, funny, amusing, strange"
لوګول,"1: smoke, smoke out 2: sacrifice, make an offering to a god, sell at a loss, surrender something for the sake of something more valuable"
خړوسکه,"1: smother, smolder, smoulder 2: stench"
خوړسکه,"1: smother, smolder, smoulder 2: stench, reek, stink, trace"
بړچ وهل,"1: sneeze, involuntarily expel air from the nose and mouth 2: be angry at, be angry with, lose one's temper, grow dark, cross"
سلګۍ,"1: sob 2: hiccup, involuntary spasms of the diaphragm and throat muscles accompanied by an abrupt sound"
سلګۍ وهل,"1: sob, cry uncontrollably 2: make a hiccoughing noise, suffer from an attack of hiccoughs (spasmodic inhalation accompanied by an abrupt sound), hiccup"
مجرد,"1: solitaire, hermit, solitary, lone, recluse, lonely, desolate, private, reclusive, secluded 2: abstract, intangible, theoreticalsynopsis, something that is not concrete"
سوب,"1: solution, settlement, answer, resolutuion, remedy, cure, denouement, finish, untying 2: cause, origin, reason, case, briefpresent, existing, current time, tense expressing the current time (Grammar), gift, offering"
زوم,"1: son-in-law 2: groom, bridegroom, man who is about to be married"
تېرنه,"1: sorry, forgiveness, pardon, absolution 2: aggression, attack, assault, offensive, contravention, entrenchment, inroad 3: oppression, depression"
پلونه,"1: sorry, forgiveness, pardon, absolution, excuse, apology, appreciation, pretence, pretext, plea, alibi, munificence, generosity 2: castration, emasculation"
يو ډول,"1: sort of 2: similar, like, uniform, distinctive and identifying dress of a particular group (army, police, sports, etc), official outfit of a certain group, alike"
رقم,"1: sort, kind, type, nature, manner, order, breed, chap, bloke, guy 2: number, numeral, digit, figure, code"
اناتي,"1: speculation, contemplation, deliberation, hypothesis, act of engaging in risky business transactions, buying and selling of commodities in order to profit from market fluctuations 2: monopolization, process of gaining single ownership"
زغردول,"1: speed up, accelerate, quicken, get going, hasten, push along, expedite, throttle, encourage, cheer on, support, animate, comfort, fortify, hearten, inspirit, spur, egg on, urge on 2: protect, guard, defend, shelter, keep, cover, ensure, patronize, conserve"
مرچک ور اچول,"1: spice, season 2: anger, get on someone's nerves, aggravate, chafe, fret, get hackles up, heat, incense, ire, get someone's goat"
پخوړ,"1: spinning, wringing, process of forming thread or yarn from fibers or filaments 2: juice, fluid which can be extracted (as from fruit)"
پرتمين,"1: splendid, magnificent, gorgeous, glorious 2: prestigious, respected 3: charismatic, having a magnetic personality, having leadership ability"
پرتم,"1: splendor, magnificence, refulgence, gorgeousness, radiancy 2: prestige, status 3: charisma, magnetism"
شمشمه,"1: splendor, magnificence, refulgence, gorgeousness, radiancy, size, greatness, height, grandeur, majesty, magnitude, nobleness, loftiness 2: pride"
تجلا,"1: splinter, fragment, sliver, radiance, brightness, brilliance, flash, sparkle, glow, shine, gloss, luster, blaze, splendor, glitter, glamor, glory, fame, good reputation, influence, effulgence, radiancy, aglitter, fervor 2: epiphany, religious holiday celebrated on January 6 to commemorate the visit of the wise men to Bethlehem (Christianity)"
تجلى,"1: splinter, fragment, sliver, radiance, brightness, brilliance, flash, sparkle, glow, shine, gloss, luster, blaze, splendor, glitter, glamor, glory, fame, good reputation, influence, effulgence, radiancy, aglitter, fervor 2: epiphany, religious holiday celebrated on January 6 to commemorate the visit of the wise men to Bethlehem (Christianity)"
غنيمت,"1: spoil, booty, haul, loot, plunder, take 2: profit, advantage, fruitfulness, increase, gain, gaining, avail"
غوټه ،غوټه,"1: sporadic, irregular 2: knotty, gnarled"
مخبر,"1: spy, snoop, courier, intelligencer, operative, (Derogatory Slang) informer, sneak, snitch, stool pigeon, cookie, file planted on a user's hard disk by an Internet site (Computers) 2: correspondent, corresponding, obverse, pen friend, reporter"
ثابت قدم,"1: stable, steady, constant, enduring, lasting, firm, steadfast, unfailing 2: obstinate person, obstinate, stubborn, headstrong, heady, wilful, obdurate, determined, persevering, persistent, tenacious, relentless, single-minded"
بوڅېدل,"1: stand up, stick, stand erect 2: fray, get worked up, lather"
ستوری,"1: star, luminary, celebrity (especially an actor or athlete), famous person 2: luck, chance, fortune, accident, opportunity, charisma, magnetism"
دولت,"1: state, condition, country, estate, nick, trim, way 2: affluence, richness, luxuriousness, wealth, opulence, riches"
پړاو,"1: station, stand, stop, halt, stopover 2: maximum, most, utmost, boundary, limit, borderline, end, length"
شمن,"1: statue, three-dimensional work of art that has been created from any of a variety of materials (such as clay, metal, stone, etc) 2: idol, image which is worshiped as a god, any deity other than God (Biblical)"
پاتې کېدل,"1: stay, remain, continue, keep, be left, settle down, stick around, hold, live on, 2: misfire, fail, go wrong, bungle, miss"
هواړ,"1: steam, vapor, fume, reek 2: smother, smolder, smoulder 3: unclean, grubby, messy"
ګرمټ,"1: steamroller 2: spear, lance, hose"
ترس,"1: steep, sloping, tilted, inclined, slanted, angled 2: angry, cross, enraged, vexed, annoyed"
سرڅوړه,"1: steep, sloping, tilted, inclined, slanted, angled, on slope, slope, 2: confused, embarrassed, abashed"
قنداغ,"1: stick, crosier, crook, grip 2: swaddle, swaddling clothes"
لا,"1: still, again, anew, even, furthermore, over, yet 2: alike, nay, same, identical thing, aforesaid item, previously mentioned thing, actual, selfsame"
څکی,"1: stone, pit, nucleus, core, kernel 2: absorbent, absorbing, taking in, engrossing, act of act of buying wholesale for the purpose of creating a monopoly"
مندکه,"1: stone, pit, nucleus, core, kernel 2: clitoris"
درول,"1: stop, arrest, capture, switch off, check, leave off, apprehend, attach, seize, obstruct, cut, cut out, cut off, shut off, shut down, lock up, clasp, stay, get, load, quit, bring to halt, pull up 2: draw up, set right, raise, lift, rear, erect, put up, set up, train, break in, tame, shape, draft, lay, dress"
جم,"1: storm, tempest, thunder, blast, flaw, weather 2: clan, tribe, family, kin, kindred, house, household, relatives, folks"
تپېدل,"1: strain, endeavor, force, strive 2: bustle about, go crazy, toss restlessly, flounce, fuss"
اختناق,"1: strangulation, act of strangling, state of being strangled, extreme constriction of a body passage (Physiology) 2: suffocation, act of suffocating, act of killing by cutting of the oxygen supply, death caused by a lack of air or oxygen"
بوس,"1: straw, rush 2: his, her, its, sound, noise, tone, ring"
زبردستي,"1: strength, force, power, potency, iron, manpower, might 2: skill, dexterity, adroitness, deftness, sleight of hand"
لل,"1: strength, force, power, potency, iron, manpower, might, puissance, forcingstoutness, forcefulness 2: word, speech, talk, parole, promise, engagementpledge, plight, undertaking, troth 3: innocent, ingenuous, naive, simple, artless, simple minded, unsophisticated, unworldly, naive person 4: dumb, mute, silent, speechless, wordless, noiselessone who cannot speak"
نياني,"1: stricken, flawless 2: ugly, nasty, wicked, dirty, bad boy, naughty boy, villein (History)"
لګېدل,"1: strike, catch fire 2: operatetake root"
نسی,"1: string, cord, twine, 2: pliers, pincer, claw"
مونډ,"1: stub, stump 2: spring, source, fountain, well, fountainhead, origin, root, descent, parentage, rise"
المسوری,"1: stubborn, obstinate, headstrong, mulish, wilful 2: avid, eager, greedy, hungry, voracious, grasping, acquisitive, predatory, solicitous 3: wicked, evil, harmful, maleficent, malignant"
خودسري,"1: stubbornness, obstinacy, pertinacity, wilfulness 2: disobedience, contumacy, naughtiness, breaking"
هېنډه,"1: stubbornness, obstinacy, pertinacity, wilfulness 2: opposition, objection, bridging, dissepiment, difference, contrast"
تسليم,"1: submission, subjection, subjugation, compliance, obedience, conformity, surrender, yielding, 2: delivery"
تابع,"1: submissive, obedient, subject, 2: citizen, burgher, freeman"
مشترک,"1: subscriber, one who signs up to receive a service or publication (i magazine, newspaper, etc) 2: participant, participating, contributor, entrant, ordinariness, regularity, state of being ordinary, common, joint, mutual"
وضع کول,"1: subtract, take away, take, take out, remove 2: put up, set someone up in something, establish, initiate, found, develop, draw, induct, nail down"
تجويز,"1: suggestion, proposal, recommendation 2, commendation, reference, bequest, charge, testimonial, registration, prescription, instructions 2: permission, authority, authorization, consent, permissivness, licence, allowance, permitting"
پر ځای,"1: suitable, correct, appropriate, convenient, decent, proper, respectable, adequate, passable 2: on the spot 4, timely, opportune, seasonable, apropos"
نمرپرېواته,"1: sunset 2: west, Occident"
ناظم,"1: supervisor, overseer, keeper, taskmaster, superintendent 2: fantasied, imaginary, poetic, of poetry, poet, bard"
نياز,"1: supplication, plea, beseeching, entreaty 2: need, requirement, want, use, 3: wishes"
لنګه,"1: support, stand, backing, bearing, standard 2: rope, string, cord, bowstring, lash"
فرض,"1: supposition, assumption, guess, presumption, 2: duty, obligation, assignment, charge, business, task, office, homework, have to, owe, must, shall, trust, bond, engagement, commitment"
زياتی,"1: surplus, excess, overage, overflow, extra, 2: oppression, depression, injustice, unfairness, inequity, wrong, tyranny, unchecked use of power and authority, government in which all power is vested in one absolute dictator, domineering or despotic behavior"
ارياني,"1: surprise, astonishment, shock 2: trouble, embarrassment, foolishness, confusion, perplexity, quandary, shyness, entanglement"
اريانول,"1: surprise, overtake, startle, amaze 2: embarrass, put in an awkward position, confuse, bother, hamper, bemuse, perplex, ravel"
اريان دريان,"1: surprised, startled, agape, wondering 2: embarrassed, confused, conscious, perplexed, shy, involved, self-conscious, hot under the collar"
نګراني,"1: surveillance, watch, supervision, overseeing, observation, overlooking, superintendence, guard 2: unquiet, anxiety, restlessness, alarm, worry, disquiet, concern, perturbation, apprehension, fidget, trepidation, uneasiness, unrest, qualm, care, disquietude"
بړومی,"1: swaddle, swaddling clothes 2: accusation, charge, indictment, prosecution, impeachment, incrimination, imputation"
پړسېدلی,"1: swollen, inflated, puffed up, puffy, bloated, bulging 2: arrogant, assumptive, immodest, conceited, haughty, insolent, overbearing, perky, proud, pushful, pushy, upstart"
مرادف,"1: synonym, word which has the same or almost the same meaning as another, synonymous, having the same or almost the same meaning (as of a word), expressing the same idea or intent 2: concomitant"
خيال يې ساتل,"1: take care of, be sparing with, look after, arrange, household, of or pertaining to a home or family, domestic 2: consider, account, look at, deem, rate, regard, ponder"
ږبۍ,"1: talkative, chatty, gossipy, jabberer, chatterbox, talkative person, gossip, talker 2: magpie, long-tailed black-and-white bird with a chattering call and mischievous habits, person who talks all the time"
نطاق,"1: talker, utterer 2: speaker, announcer, linkman 3: spokesperson, spokesman, spokeswoman, representative, press secretary, mouthpiece, organ"
جګلاوو,"1: tallish 2: idiotic, stupid, imbecile, half-witted, silly, mindless, daft, fatuous, footless, lunatic, nonsensical, pointless, idiot, fool, half wit, off one's rocker"
اسمان څک,1: tallish 2: skyscraper
ټانک,"1: tank, chariot, float, large receptacle in which liquids or gases are stored, armored combat vehicle 2: cistern,"
شوبله,"1: tank, chariot, float, large receptacle in which liquids or gases are stored, armored combat vehicle 2: millepede, centipede"
نلکه,"1: tap, faucet, spigot 2: straw, rush 3: pipette, slender tube used in laboratories to measure and transfer fluids"
څوول,"1: target at 2: determine, establish, fix, define, will, type, incite, calibrate, constrict, plotpain, inflict"
خړول,"1: tarnish, dull, stain, besmirch, blemish, smirch 2: show up"
ټوک ټوک,"1: tattered, asunder, sundered, in pieces 2: very tired"
بژل,"1: tear, tear up, rip, rip off, rip up, cut up, bite, jag, divide, disrupt, torpedo, debase, indent, lacerate, rend, rive, sever, slit, snag, smite, cleave, unseam 2: slit someone's throat, kill, slain, slay, butcher, bleed white"
سېپۍ,"1: teaspoon 2: oyster, any of various edible bivalve mollusks that are found mainly in shallow waters and are generally eaten raw"
نقل کول,"1: tell, recount, relate, talk about, narrate, tale 2: copy, reproduce, copying 3: transport, carry, transfer, deliver, convey, freight, freightage, lift, move, run, carry away, take away"
اغوا,"1: temptation, seduction 2: (Law) bribing, giving money illegally to gain influence or favor, act of bribing someone to commit a crime"
تمايل,"1: tendency, trend, bent, leaning, movement, persuasion, bias, temperament, turn 2: incline, gradient, tilt, declination, angle"
وتر,"1: tendon, sinew, hamstring 2: hypotenuse, side of a right triangle opposite to the right angle (Geometry)"
تاند,"1: tenuous, held, slender 2: expense, costs, charges, fee, outgoings, expenditure, outlay, freshly, recently, cool, fresh, chilly, brisk, crisp, breezy 3: verdant, green"
سکو,"1: terrace, flat section of earth with sloping sides 2: fork, crotch, crutch"
پېلوډ,"1: testing, trying out, attempt, try, essay, experiment, test, effort 2, stress, strain, exertion, endeavor, spirt, pain, stroke 2: compassion, sympathy, pity"
ځان,"1: the self, 2: body, corps, carcass, bone, frame"
ګنې,"1: then, yet, here 2: perhaps, maybe, probably, possibly, supposedly, perchance 3: otherwise"
سلی,"1: thimble 2: ring, band, collar, bushing"
غوښې تویېدل,"1: thin, slim, reduce 2: shame, blush, turn a blind eye"
ری وهل,"1: think, reflect, consider, think about, cogitate, ponder, contemplate, deliberate, meditate, muse, ruminate 2: worry, disquiet, concern, fuss"
خرپېدل,"1: threaten, menace, impend over, lurk 2: fall"
تپاند,"1: thrilling, exciting, palpitating, pulsating, ticker, person or thing that makes a ticking sound, device which prints out information on a thin paper ribbon 2: worried, anxious, uneasy, troubled, nervous, agitated, apprehensive, fearful, concerned, insecure, disquiet, restless, unquiet, wrong"
رپند,"1: thrilling, exciting, palpitating, pulsating, ticker, person or thing that makes a ticking sound, device which prints out information on a thin paper ribbon, trembling, tremulous, wavering, quaky, shivery 2: floating, baggy, flowing, waterborne, loose, mat"
مرفه,"1: thriving, prosperous, flourishing 2: comfortable, cosy"
