Word,Meaning
attended,kkt. menghadiri
attending,penghadiran
attention,kb. 1 perhatian.  to call a. to meminta perhatian pada. He called my a. to the error Ia meminta perhatian saya pada kesalahan itu. 2 Mil.: siap.
attentive,ks. penuh perhatian.  He was a. to what she said Ia penuh perhatian terhadap apa yang dikatakannya.
attentively,kk. dengan penuh perhatian.
attenuate,"kkt. menipiskan, menguruskan, melemahkan."
attenuated,kkt. menipis. disusutkan
attenuating,kkt. menipis
attenuation,"pelaifan, redaman, pengurusan, pengurangan"
attenuator,kb. alat peredam
attest,"kkt. membuktikan, memperlihatkan. -kki. menegaskan, menyokong."
attestation,kb. pengesahan.
attested,"kkt. menjadi bukti, dijadikan bukti"
attesting,kkt. menjadi bukti
attestor,kb. penyokong kebenaran.
attic,kb. loteng.
attire,"kb. pakaian. -kkt. berpakaian, mengenakan pakaian. She was attired in her best dress Ia mengenakan bajunya yang paling baik."
attitude,kb. 1 sikap. She struck an a. of utter disbelief Ia mengambil sikap tidak percaya sama sekali.  2 pendirian. 3 letak. The a. of the space ship was changed Letak kapal ruang angkasa itu sudah berubah.
attitudinal,ks. sopan santun
attorney,kb. pengacara. to consult an a. minta pertimbangan seorang pengacara.
attract,kkt. menarik. He's trying to a. your attention Ia mencoba menarik perhatianmu.
attracted,kkt. menarik. tertarik
attracting,kkt. menarik
attraction,kb. 1 atraksi. 2 daya tarik. 3 acara.
attractive,"ks. menarik, cantik, molek."
attractively,kk. dengan menarik
attractiveness,kecantikan
attributable,ks. diakibatkan oleh.His ilness is a. to the heat Penyakitnya diakibatkan oleh panas.
attribute,"kb. 1 sifat.2 perlengkapan, benda yg khusus berh. dng pangkat, kedudukan, lambang.-kkt. 1 mempertalikan. 2 menghubungkan."
attributed,kkt. menujukan. ditujukan
attributing,kkt. menujukan
attribution,"kb. sebab, asal, penyebab dari"
attributive,"ks. atributip, kata sifat yang terletak langsung didepan atau dibelakang kata bendanya, umpamanya: The book, ""a large one,"" is on the table One adalah atributip. ""morning"" dalam morning star adalah atributip."
attrition,"kb. 1 erosi, aus. 2 pengurangan."
attune,"kkt., kki. membiasakan, menyesuaikan diri pada. He is attuned to the noise Ia sudah biasa dengan keributan itu."
attuned,kkt. menyesuaikan. disesuaikan
atty.,(attorney) pengacara.
atty. gen,(Attorney  General) Jaksa Agung.
atypical,"ks. tidak khas, tidak teratur, tidak normal."
aubergine,kb. buah tertentu
auburn,"ks. pirang, perang. auburn-haired berambut pirang."
auction,"kb. lelang, pelelangan -kkt. melelang. to a. of melelang habis."
auctioned,kkt. melelang. dilelang
auctioneer,kb. juru lelang.
auctioning,kkt. melelang
audacious,ks. berani.
audaciously,kk. dengan sangat berani
audacity,kb. (j. -ties) keberanian. She had the a. to tell me to go home Ia berani menyuruh saya pulang.
audibility,kb. kemampuan didengar.
audible,"ks. terdengar, kedengaran, dapat didengar."
audience,"kb. 1 (para) hadirin, penonton, pendengar. The a. seemed enthusiastic Para hadirin kelihatannya antusias."
audio,"kb. penerimaan bunyi, pendengaran. audio-visual ks. audio-visuil. a. -visual aids alat-alat peraga(an)."
audiovisual,audio visual
audit,kb. pemeriksaan keuangan. -kkt. 1 memeriksa (keuangan). 2 belajar sebagai pendengar.
audited,kkt. mengaudit. teraudit
auditing,kb. memeriksa (keuangan).
audition,"kb. percobaan, teristimewa bagi penyanyi atau pemain musik. -kki. melakukan percobaan."
auditor,kb. 1 akuntan. 2 pendengar.
auditorium,"kb. suatu ruang besar untuk pertunjukan musik dan sandiwara, ruang kuliah, aula."
auditory,ks. yang berhubungan dengan pendengaran.
aug.,(August) Agustus.
auger,"kb. bor, gurdi, gerek, kayu."
aught,"apapun, apa saja"
augment,"kkt. memperbesar, memperbanyak, menambah. He augmented his income whit a night job Dia memperbesar penghasilannya dengan bekerja malam."
augmentation,kb. tambahan.
augmented,kkt. menambah. ditambahkan
augmenting,kkt. menambah
augur,kki. meramalkan. This augurs well for the future Ini memberi harapan baik.
augury,"kb.(j. -ries) ilmu nujum, pertanda."
august,ks. penuh kebesaran. His a. presence was immediately noted Kehadirannya yang penuh kebesaran itu segera menarik perhatian. an a. body rapat yang mulia. kb. (bulan) Agustus.
auk,kb. burung auk
aunt,"kb. bibi, tante."
auntie,"kb. Inf.: bibi, tante."
aura,"kb. pancaran, lingkaran cahaya. an a. of kindness surrounded the hostess. Pancaran keramahan meliputi nyonya rumah."
aural,ks. yangberhubungan dengan penfengaran atau telinga.
aureole,kb. lingkaran cahaya yang kelihatan bersinar dari kepala seorang yang suci.
aureomycin,kb. aureomysin (obat antibiotik).
aurevoir,kk. selamat tinggal
auric,ks. berhubungan atau dibuat dari emas
auricle,kb. 1 daun telinga. 2 serambi jantung
auricular,"mengenai telinga, mengenai jantung sebelah atas"
aurora,"kb. fajar, sinar waktu fajar. a. borealis cahaya di langit  bagian utara."
auroral,bersifat jajar
auspice,"kb. 1 bantuan. He went to Burma under the auspices of his university Ia pergi ke Birma dengan bantuan universitasnya. 2 pertanda yang baik, perlindungan."
auspices,"di bawah naungan, asuhan"
auspicious,ks. menguntungkan. It was an a. occasion Itu adalah kesempatan yang menguntungkan.
auspiciously,kk. dengan menguntungkan
austere,"ks. keras, tegang, cermat. My favorite professor was an a. man Profesor kesayangan saya adalah seorang yang keras."
austerely,kk. dengan keras
austerity,"kb. (j. -ties) ketegangan, kekerasan, kecermatan. a. program rencana penghematan."
austral,bagian selatan
australia,kb. Australi(a).
australian,kb. orang Australi. -ks. sesuatu yang berasal dari atau berhubungan dengan Australi.
austria,kb. Austria.
austrian,kb. seorang Austria. -ks. sesuatu yang berasal dari atau berhubungan dengan Austria.
austronesian,ks. 1 sesuatu yang berasal dari atau berhubungan dengan Austronesia. 2 rumpun bahasa Austronesia.
autarchy,kb. (j. -chies) autarki.
authentic,ks. asli. a. handwriting tulisan tangan asli.
authentically,kk. benar-benar
authenticate,kkt. membuktikan (bahwa sesuatu asli atau benar). It is difficult to a. the handwriting Sukar untuk membuktilan keaslian tulisan itu.
authenticated,kkt. membuktikan keaslian. dibuktikan keasliannya
authenticating,kkt. membuktikan keaslian
authentication,kb. pembuktian keaslian sesuatu.
authenticity,"kb. kaslian, kebenaran. The a. of this document is beyond question Keaslian dokumen ini tidak disangsikan lagi."
author,"kb. pengarang, penulis. -kkt. mengarang."
authoress,kb. pengarang/penulis wanita.
authorise,"kkt. membenarkan, memberi kuasa, mengesahkan, mengijinkan"
authoritarian,"ks. otoriter, menganut paham kepatuhan mutlak kepada seseorang. atau badan. He's an a. individual Dia seorang yang bersifat otoriter."
authoritarianism,"kb. sifat otoriter, paham mematuhi seseorang atau badan secara mutlak."
authoritative,ks. 1 berwenang. a. source sumber yang berwenang. 2 dengan cara memerintah. to speak in an a. manner berbicara dengan cara memerintah.
authoritatively,kk. dengan otoriter
authority,kb. (j. -ties) 1 wibawa. 2 hak untuk bertindak 3 ahli. 4 wewenang. 5 sumber. -the authorities j. 1 yang berkuasa. 2 para ahli.
authorization,"kb. otorisasi, hak. Do you have the a. to sign this order? Apakah saudara mempunyai hak untuk menandatangani perintah ini?."
authorize,kkt. 1 memberi kuasa/hak. 2 mengesahkan.
authorized,ks. di (ab) sahkan.
authorship,kb. kepengarangan.
autism,kb. penyakit autism
autistic,ks. karakteristik autisme
auto,"kb. mobil, oto. a. mechanic montir mobil."
autobiographer,kb. penulis riwayat hidup sendiri.
autobiographical,ks. yang berhubungan dengan riwayat hidup sendiri. The story is a. Cerita itu merupakan riwayatnya sendiri.
autobiography,kb. (j. -phies) riwayat hidup yang ditulis sendiri.
autochthonous,"ks. asli, berasal dari tempat asli."
autocracy,kb. (j. -cies) otokrasi.
autocrat,kb. atokrat.
autocratic,ks. yang bersifat otokrasi.
autodidact,kb. otodidak.
autodidactic,ks. secara mendidik diri sendiri.
autograph,"kb. 1 tanda tangan seseorang.  2 tulisan sendiri seorang tertentu. -kkt. menandatangani, menulisi dengan tulisan sendiri."
automat,"kb. otomat, mesin berisi makanan, minuman, rokok dan lainnya yang dapat dikeluarkan dengan mengisi uang logam."
automate,"kkt. menotomatiskan, mengotomatkan. to a. a library menjadikan perpustakaan digerakkan dengan cara otomatis."
automated,kkt. mengotomatiskan. diotomatkan
automatic,ks. otomatis. a. drive setir otomatis.
automatically,kk. 1 secara otomatis. 2 dengan sendirinya.
automating,kkt. mengotomatiskan
automation,kb. otomatisasi. A. has been introduced into this factory Dalam pabrik ini otomatisasi telah mulai dilaksanakan.
automatism,kb. bergerak sendiri
automaton,kb. orang/hewan yang bergerak secara otomatis.
automobile,"kb. mobil, oto."
automomous,ks. swatantra. a. region daerah swatantra.
automotive,ks. yang berhubungan dengan mobil. a. engineer ahli mobil. in the a. field dalam bidang permobilan.
autonomous,mengurus kebutuhan sendiri
autonomy,kb. (j. -mies) otonomi.
autonym,kb. nama asli seorang pengarang.
autopilot,kkt. autopilot
autopsy,"kb. (j. -sies) bedah/pemeriksaan mayat, autopsi(a)."
autosuggestion,"kb. otosugesti, sugesti pada diri sendiri yang  mengakibatkan perubahan-perubahan rohani dan jasmani."
autotoxin,kb. racun yang timbul dalam badan
autotruck,"kb. (motor) truk, prahoto."
autumn,kb. musim gugur/rontok/runtuh.
autumnal,ks. yang berhubungan dengan musim gugur.
auxiliar,"kb. (j. -ries) alat  pembantu. -auxiliaries j. pasukan asing yang membantu dalam peperangan. -ks. 1 (pem)bantu. 2 pembantu, penolong."
auxiliary,"pembantu, bantu"
avail,"kb.guna, faedah. -kkt. membantu, berfaedah bagi. to  a. o. s. of mengambil manfaat, memakai kesempatan."
availability,"kb. (j. -ties) adanya, tersedianya, terdapatnya. The a. of a good school is an important factor Adanya sekolah yang baik merupakan faktor yang penting."
available,"ks. 1 yang ada, tersedia, didapatkan.  Every a. seat was taken Tiap-tiap kursi yang ada telah ditempati. 2 dapat. Will you be a. to go with me? Dapatkah engkau pergi dengan saya?"
availed,kkt. membantu. dibantu
availing,kkt. membantu
avalanche,kb. 1 salju/es longsor. 2 tanah/batu longsor. He was subjected to an a. of  questions Ia dihujani pertanyaan - pertanyaan.
avant-garde,"kb., ks. golongan perintis/pelopor, terutama dalam seni."
avantgarde,pelopor seni
avarice,"kb. 1 ketamakan, keserakahan. 2 kekikiran."
avaricious,"ks. 1 tamak, serakah. 2 kikir."
avatar,kb. lihat yahoo
avenge,"kkt. menuntut bela, membalas dendam."
avenged,kkt. membalas dendam
avenger,kb. penuntut balas.
avenging,v. membalas dendam
avenue,kb. 1 jalan raya/besar.  2 kesempatan. Many avenues are open to him Banyak kesempatan terbuka baginya.
aver,"kkt. (averred) menyatakan dengan tegas, menegaskan. He averred that he was innocent Ia menyatakan dengan tegas, bahwa  ia tidak bersalah."
average,"kb. pukul rata. on an/the a. rata-rata. -ks. rata-rata, sedang, biasa, pukul rata. to a. out 1 menjadi berimbang/seimbang. 2 membagikan pukul rata."
averaged,kkt. merata-ratakan. dirata-ratakan
averagely,kk. rata-rata
averaging,kkt. rata-rata
averment,kb. bukti alasan
averred,kkt. menyatakan. dinyatakan
averse,"ks. menolak, menentang. He's not a. to a drink Ia tidak menolak untuk minum (minuman keras)."
averseness,kb. keengganan
aversion,"kb. 1 keengganan, keseganan. 2 sesuatu yang tidak disukai."
avert,"kkt. 1 menghindarkan, mencegah. 2 memalingjkan muka/pandangan."
averted,kkt. mengalihkan. dialihkan
averting,kkt. mengalihkan/mencegah
avg.,"(average) pukul rata, rata-rata."
aviarist,kb. orang yang memelihara burung sejumlah besar.
aviary,kb. (j. -ries) kandang burung yang besar.
aviate,kkt. menjadikan penerbangan
aviation,kb. penerbangan. a. medicine (ilmu) kedokteran penerbangan.
aviator,"kb. penerbang, pilot."
aviatrix,kb. penerbang wanita.
aviculture,kb. peternakan burung.
avid,"ks. 1 keranjingan, gemar sekali.2 ingin sekali mendapat."
avidity,kb. keinginan/kegemaran yg besar utk mendapat/ memiliki/ mencapai s.s.t.
avidly,kk. dengan rakus
avifauna,kb. dunia burung di suatu daerah.
avocado,kb. buah a (d) pokat.
avocation,"kb. kegemaran, sambil."
avoid,"kkt1. menghindari, menghindarkan. 2 menjauhi."
avoidable,ks. dpt dihindarkan/ dielakkan.
avoidance,pengelakan
avoided,terelakkan
avoiding,kkt. menghindarkan
avoirdupois,kb. ukuran berat.
avow,kkt. mengakui.
avowal,kb. pengakuan. He made an a. of his guilt Ia memberikan pengakuan atas kesalahannya.
avowed,v. mengakui
avowedly,"dgn terus terang, menurut pengakuannya sendiri"
avowing,kkt. mengaku terus terang
avuncular,ks. dari/seperti paman.
await,"kkt. 1 menunggu, menantikan. 2 menunggukan."
awaited,kkt. menunggu. ditunggu
awaiting,kkt. menunggu
awake,ks. bangun.He is not a. Ia tidak bangun.
awaked,#NAME?
awaken,kkt. 1 membangunkan. 2 membangkitkan. -kki. bangun.
awakened,tergugah
awakening,"kb. (ter)bangun, kesadaran."
awaking,kkt. terjaga
award,"kb. 1 hadiah. 2 pemberian. -kkt. 1 menghadiahkan, menyerahkan. 2 menyerahkan."
awarded,kkt. menghadiahi. dihadiahi
awarding,kkt. menghadiahkan
aware,"ks. 1 tahu, sadar, insaf. 2 mengetahui, sadar akan."
awareness,"penyadaran, kesiagaan, kesadaran"
awash,"kk. terapung-apung, diliputi ombak, terendam air. The deck was a. Geladak kapal itu terendam air."
away,ks. jauh. -kk. 1 jauh. It's too far a. for you to go Tempat itu terlalu jauh letaknya untuk kamu. 2 dengan sibuk. She sat and sewed a. Dia duduk dan dengan sibuk menjahit.
awe,"kb. perasaan terpesona/kagum. -kkt. membuat terpesona/kagum. awe-inspiring ks. membangkitkan rasa hormat. awe-stricken, awe-struck ks. 1 terpesona. 2 diliputi perasaan khidmat."
awed,kkt. mengagumi. dikagumi
aweigh,kk. mengangkat. Anchors a.! Angkat sauh!.
awesome,"ks. mengagumkan, membuat terpesona. It was an a. sight to behold Pemandangan itu benar-benar mengagumkan."
awesomeness,kedahsyatan
awful,ks. 1 mengerikan dahsyat. 2 hebat.
awfully,"kk. Inf.: sekali, sangat."
awfulness,kb. kekejaman
awhile,kk. sebentar. Please come to my office a. Silahkan masuk kantorku sebentar.
awing,kkt. mengagumi
awkward,"ks. 1 aneh, janggal, kaku, kikuk, rikuk, canggung. 2 buruk sekali, canggung."
awkwardly,kk. dengan janggal.
awkwardness,"kb. kejanggalan, kekakuan."
awl,"kb. jarum pengerek, pusut, penusuk."
awn,kb. cambang
awning,"kb. tenda rumah, kajang, kere."
awoke,lih AWAKE
awoken,lih: AWAKE (past participle)
awol,(Absent Without Leave) absen tanpa mendapat cuti.
awry,"ks., kk. 1 serba salah, bersalahan. 2 miring."
ax,kb. kampak
axe,kapak
axial,ks. aksial.
axiom,kb. aksioma.
axiomatic,"ks. aksiomatis, yang sudah jelas kebenarannya."
axis,"kb. as, poros, sumbu, sendi. the earth's a. poros bumi. the A. Negara-negara As."
axle,kb. gandar/as roda.
aye,"kb. setuju.The tally is four ayes and two nays; the ayes have it Hitungannya empat setuju dan dua tidak setuju. yang setuju menang. -kk ya. A., a., sir! Ya, pak."
azalea,kb. semacam tanaman berbunga indah.
azimuth,"kb. asimut, ukuran sudut, letak bintang."
azoic,ks. tanpa bekas tanda kehidupan
azure,ks. biru (langit). an. a. sky langit biru.
b,kb. 1 huruf yg kedua dlm abjad Inggris. 2 nota dlm musik. 3 angka yg kedua (dlm pilem-pilem).
b.,(born) lahir.b. 1934 lahir 1934.
b. litt,(Bachelor of Literature) Sarjana Muda Sastera.
b.a.,(Bachelor of Arts) Sarjana Muda.
b.c.,(before Christ)  sebelum  Masehi.
b.s.,(Bachelor of Science) Sarjana Muda (umumnya dalam ilmu pengetahuan).
b.s.ed.,"(Bachelor of Science in Education)  Bakaloreat dalam Ilmu Pendidikan, Sarjana Muda Ilmu Pendidikan."
b.th.,(Bachelor of Theology) Bakaloreat dalam Ilmu Agama.
baa,mengembik
baal,kb. dewa palsu
babble,"kb. omongan, ocehan, celoteh.2 suara air mengalir.-kki. meraban ( omong-omong)."
babbled,kkt. bercakap-cakap
babbling,kkt. bercakap-cakap
babe,"kb. 1 bayi. 2 orang kurang pengalaman, pelonco.3 Sl.: cewek. some b.! bukan main cewek itu ! b. in arms 1 sangat muda, blm dpt berdiri sendiri. 2 orang yg tidak berpengalaman."
babel,babil
babes,kb. bayi-bayi
babied,lihat BABY
babies,lihat BABY
baboon,"kb. yakis, bavian."
baby,"kb. (j.-bies) 1 bayi, orok.2 kebayi-bayian.1 bermuka spt bayi. 2 sangat muda dan murni rupanya."
baby sitter,kb. penjaga bayi
babyhood,masa bayi
babyish,"seperti bayi, kebayi-bayian"
babylon,kb. Babilonia
babylonian,kb. Babilonia
babysit,"kkt., menjaga anak (waktu orang tua mereka pergi)."
babysiting,kb. pekerjaan menjaga anak (ketika orang tua mereka pergi).
babysitter,kb. penjaga anak-anak (ketika orang tua anak-anak itu berpergian).
baccalaureate,"kb. bakaloreat, sarjana muda (tingkat kesarjanaan yang terendah)."
bacchanal,kb. orang mabok yang bersuka ria
bacchanalian,ks. ribut karena mabok
baccy,kb. tembakau
bachelor,"kb. 1 jejaka, bujang(an), belum kawin.  b. girl wanita yang belum kawin. 2 sarjana muda.  bachelor's degree tingkat/gelar sarjana muda. B. of Arts Sarjana Muda (ilmu sastera)."
bachelorette,kb. wanita yang belum menikah
bachelorhood,kb. kejejakaan.
bachelorship,"kb. 1 kesarjanaan. 2 tiingkat kesarjanaan. 3 masa bujang, kejejakaan."
bacillary,ks. basiler. b. dysentery disentri basil(i).
bacilli,j. lih BACILLUS.
bacillus,kb. (j. bacilli) basil.
back,"kb. 1 punggung. 2 sebelah belakang. 3 sandaran. 4 (soccer) bek, pemain belakang. 5 kekuatan. -ks. 1 belakang. 2 tunggakan. 3 lama. -kkt. 1 menyokong. 2 mengongkosi. to b. a way 1 mengelakkan diri, mundur. 2 mengundurkan diri,mundur."
backache,kb. sakit punggung.
backbite,"kkt., kki. memfitnah. She is always backbiting Dia selalu memfitnah."
backbiter,kb. pengkhianat
backbiting,panjang lidah
backbone,kb. 1 tulang punggung.  2 kekuatan. He doesn't have much b. Dia tidak mempunyai kekuatan.
backbreaker,"kb. melelahkan, meletihkan. That job is a real b. Pekerjaan ini sangat melelahkan."
backbreaking,ks. sangat melelahkan. That's b. work Itu pekerjaan yang sangat melelahkan.
backchat,kb. jawaban yang kasar
backdate,kkt. memundurkan tanggal
backdated,kkt. memundurkan tanggal. ditanggali mundur
backdown,"kb. kemunduran, pengunduran. That was a b. for that country Itu adalah kemunduran bagi negara itu."
backdrop,kb. latar belakang. The incident took place against the b. of a slum area Peristiwa itu terjadi dengan daerah yang  termiskin sebagai latar belakang.
backed,kkt. kembali. didukung
backer,"kb. penanggung, penyokong. Who's the financial b.? Siapa penanggung keuangan?"
backfield,"kb. Sport: daerah pemain belakang, mis.: dalam permainan sepakbola."
backfire,kb. ledakan yang terjadi sebelum waktunya. kki. 1 meledak karena (setelannya) por. 2 ketahuan sebelumnya.
background,kb. 1 latar belakang. 2 dibelakang-belakang. 3 dasar.
backhand,"kb. Tenn.: bekhen, pukulan dengan punggung tangan menuju kedepan."
backhanded,ks. berupa sindiran. b. compliment pujian yang serupa sindiran.
backing,"kb  sokongan, bantuan, dukungan."
backlash,"kb. 1 tendangan, pukulan. 2 serangan balasan, reaksi yang tidak baik."
backless,ks. 1 tanpa punggung. b. chair kursi tanpa punggung sandaran. 2 punggung terbuka. b. dress baju dengan punggung terbuka.
backlog,kb. 1 jaminan simpanan. 2 timbunan sesuatu yang belum dikerjakan.
backpack,ransel
backpacker,kb. kantong saku
backpackers,kb. ransel
backpedal,kkt. mengerem/ ingkar janji
backrest,"kb. penopang punggung, sandaran."
backroom,kb. kamar tersembunyi/dirahasiakan. b. politics politik yang tidak diketahui orang banyak.
backside,"kb. Inf.: pantat, sebelah belakang."
backslapper,kb. seorang peramah.
backslapping,"kb. keramah-tamahan. Sometimes we tend to overdo b., and it is misinterpreted Kadang-kadang kami condong untuk beramah -tamah yang berlebih-lebihan dan orang salah mengerti."
backslide,"kki. (backslid, backslidden) kembali mengerjakan kebiasaan lama yang tercela."
backspin,"kb. Tenn.: bekspin, putaran kebelakang sehingga bola berputar."
backstabber,kb. pemfitnah.
backstabbing,kb. kelicikan atau khianat yang bertujuan merusak. He engages in a lot of b. Dia terlibat dalam banyak kelicikan yang bertujuan merusak.
backstage,"kb. 1 dibelakang layar (panggung). 2 secara rahasia, gerakan dibelakang layar. b. manoeuvres gerakan dibelakang layar."
backstairs,tangga rahasia
backstop,"kb. penghalang, penahan, penyokong."
backstoped,#NAME?
backstretch,kb. daerah pembalapan yang letaknya sebelum garis finis.
backstroke,kb. gaya punggung.
backtrack,"kki. mundur, menarik kembali. He had to b. his earlier statement Dia harus mundur pada pernyataannya yang semula."
backup,kb. cadangan
backward,ks. 1 terbelakang. 2 miskin. -kk. 1 kebelakang. 2 terbalik.
backwardness,kb. keterbelakangan.
backwards,ke blk/arah berlawanan
backwash,"kb. 1 air yang kembali karena tolakan dayung, roda kincir angin dsb. 2 gelombang surut (disebabkan oleh perputaran air). 3 akibat buruk."
backwater,kb. 1 air yang ditahan/dibendung. 2 terpencil dan terkebelakang. a b. town kota terpencil dan terkebelakang.
backwoods,"kb., j. 1 daerah yang masih hutan, tempat yang terpencil, pedusunan jauh terpencil dari kota. 2 udik, kasar, dusun. his b. dress pakaiannya yang kampungan."
backwoodsman,kb. (j. -men) orang pedusunan/udik/kampung.
backwoodsmen,kb. orang pedalaman
backyard,"pelataran, halaman belakang"
bacon,"kb. sepek, daging babi yang diasin dan dikukus."
bacteria,kb. bakteri.
bacterial,mengenai bakteri
bacteriological,ks. bakteriologis. b. warefare perang kuman.
bacteriologist,kb. ahli illmu bakteri
bacteriology,kb. bakteriologi.
bacterium,kb. bakteri
bad,kb. Inf.: in b. dalam kesukaran. -ks. 1 jahat. 2 buruk. 3 jelek. 4 susah. 5 tidak enak. 6 busuk.
bade,lih BID.
badge,kb. 1 lencana. 2 tanda pangkat.
badger,"kb. 1 semacam tukang bakul/jagung. 2 semacam luak. -kkt. merengek-rengek, mendesak, mengganggu terus-menerus."
badinage,olok-olok
badly,ks. dengan parahnya. he was badly injured in the accident. ia terluka parah dalam kecelakaan.
badminton,kb. bulu tangkis.
badness,"kb. tingkah laku yang buruk, keburukan, kejahatan."
baffle,"kkt. 1 mengherankan, menyusahkan, membingungkan. 2 mencengangkan."
baffled,kkt. menggagalkan. digagalkan
baffles,kb. dinding antar
baffling,"ks. mengagumkan, mengherankan."
bag,"kb. 1 kantong. karung, tas. 2 koper, kopor. 3 lingkaran. 4 karung. 5 perempuan."
bagatelle,kb. 1 soal yang sepele. 2 barang yang sepele.
bagful,kb. kantong penuh. two bagfuls of peanuts kacang kantong penuh.
baggage,"kb.bagasi, kopor-kopor, barang. b. car kereta bagasi/barang. b. room ruang bagasi."
bagged,#NAME?
bagging,kb. pengantongan
baggy,ks. longgar (of clothes).
bagman,saudagar kecil
bagpipe,kb. alat musik
bagpipes,alat musik Skotlandia
bah,"kseru. cih, ah (pernyataan tidak sabar, menghina). B., I don't believe you! Ah, saya tidak percaya padamu!."
bail,"kb. uang tanggungan/menjamin, jaminan. to b. out 1 memberi jaminan. 2 menimba, menggayung. 3 Sl.: mengeluarkan. 4 meloncat keluar."
bailed,kkt. mempercayakan
bailer,"kb. gayung, timba."
bailiff,"kb. juru sita, pembantu kepala polisi/seksi."
bailiwick,kb. 1 daerah kekuasaan (pembantu kepala seksi). 2 lingkungan pengetahuan.
bailout,kb. menyelamatkan diri dari utang
bairn,anak
bait,kb. umpan. -kkt. 1 mengumpani. 2 menyerang. 3 menyiksa.
baize,"kain hijau, tabir"
bake,kb. pesta atau pertemuan informil dimana diadakan makan. -kkt. membakar (a cake). -kki. matang.
baked,kkt. membakar kue. dibakar
bakehouse,perusahaan roti
baker,"kb. tukang  roti, tukang bikin kue. ."
bakery,kb. (j. -ries) toko roti (dan kue).
baking,kkt. membakar
baking powder,bubuk pengembang kue. baking soda tepung soda pengembang kue.
bakterial,ks. bakteris.
bakyard,kb. halaman belakang.
balalaika,kb. gitar bersenar tiga
balance,"kb. 1 keseimbangan. 2 tenang. 3 saldo. 4 akhir-akhir, sisa. 5 neraca. -kkt. 1 mencocokkan. 2 memperhitungkan. 3 mengimbangkan. -kki. 1 mengimbangkan badannya 2 teratur. 3 klop seimbang, cocok."
balanced,"ks  1 tetap  pendirian, stabil. 2 teratur. 3 kelop seimbang, cocok."
balancer,kb. stabilisator
balancing,penimbangan
balcony,kb. (j. -nies) balkon.
bald,"ks. botak, gundul. a b. spot bagian yang botak di kepalanya."
balder,ks. lebih botak
balderdash,bahasa meraban
baldest,ks. paling botak
baldheaded,"ks. botak, gundul."
balding,ks. mulai botak. He's b. Ia mulai botak.
baldly,kk. dengan terus terang
baldness,kegundulan
bale,"kb. bal, bandel, bungkus. a b. of cotton sebal kapas. -kkt. mempak, membungkus. to b. hay mempak rumput kering."
baleen,janggut ikan paus
baleful,"menemui musibah, malang, celaka"
balinese,kb. 1 orang Bali. 2 bahasa Bali. -ks. yang berhubungan dengan Bali.
balk,kki. 1 menolak keras. He balked when he was asked to do that job Ia menolak keras ketika diminta mengerjakan pekerjaan itu.  2 mogok.The horse balked at crossing the stream Kuda itu mogok waktu menyebrangi sungai itu.
ball,"kb. 1  bola. 2 pesta dansa. 3 jantung (of foot, hand). (Slang) buah zakar, nyali/keberanian"
ballad,kb. ballada.
ballade,kb. syair tiga bait
ballast,"kb. tolak bara, balas, pemberat."
ballerina,kb. penari balet wanita
ballet,"kb. sendratari, balet."
ballistic,"kb. ballistics j. ilmu balistik. -ks. balistik. b. missile roket, peluru yang digerakkan dengan roket."
ballistics,ks. balistik
balloon,"kb. balon, pelembungan."
balloonist,kb. penumbang balon gas
ballot,"kb. (surat) suara, surat pemilihan, kartu pemumgutan suara. -kki. memilih."
balloting,kb. pemungutan suara.
ballpoint,"kb. b. pen pena bolpoin, pen atom."
ballroom,kb. ruangan dansa.
ballyhoo,"kb. Sl.: 1 reklame yang menggemparkan. 2 kegemparan, kehebohan. -kkt. mengadakan reklame yang menghebohkan, menggembar-gemborkan."
balm,kb. (minyak) balsem.
balmy,"ks. 1 sejuk-segar (of weather). 2 Sl.: tolol, gila."
baloney,"klb. 1 Sl.: omong-kosong, ngawur belaka. 2  Inf.: semacam sosis."
balpark,kb. stadion baseball.
balsa,kb. pohon kayu balsa.
balsam,kb. minyak balsem.
baluster,tiang
balusterade,"kb. birai, langkan."
balusters,susuran tangga
balustrade,"langkan, susuran tangga"
bam,kb. gudang
bamboo,kb. bambu. b. shoots rebung. B. Curtain Tirai Bambu.
bamboozle,kkt. Inf.: memperdayakan. He was bamboozled by the activities of the group Ia terpedaya oleh kegiatan kelompok itu.
bamboozled,kkt. mengakali. diakali
ban,kb. larangan.
banal,"ks. dangkal, biasa. b. ideas pikiran-pikiran yang dangkal."
banality,"kb. (j. -ties) kebanalan, hal yang dangkal/biasa."
banana,kb. pisang.  b. oil cairan berbau pisang untuk membuat esensi-esensi.
band,"kb. 1 ben, orkes. 2 pita. 3 gerombolan. 4 pembalut. 5 berkas, pita.to b. together berkumpul, bersatu. Band-aid plester untuk luka ringan."
band aid,kb. plester luka ringan
bandage,"kb. pembalut, balutan, perban. -kkt. membalut, memperban, memalut (a wound)."
bandaged,kkt. membalut. dibalut
bandaging,pembebatan
bandana,kb. sapu tangan berukurang besar yang bercorak dan berwarna terang
bandanna,kb. syal
banded,kkt. menjilid
bandied,lih BANDY.
banding,kkt. menjilid
bandit,"kb. bandit, penjahat, penyamun, penggarong."
banditry,"kb. penggarongan, kebanditan, kejahatan."
bandmaster,kb. pemimpin (korps) musik.
bandstand,kb. pentas/panggung orkes.
