Word,Meaning
disparate terms,розрізнені умови
disparity,невідповідність
dispassionate,безпристрасний
dispatch,відправка
dispatch box,відправка вікно
dispatch case,відправка справу
dispatch rider,мотоцикліст зв'язку
dispatch-box,сумка кур'єра для офіційних паперів
dispatch-case,відправка випадку
dispatch-rider,ударно-гонщик
dispel,розсіяти
dispelling,розсіювання
dispensary,диспансер
dispensation,дозвіл
dispensational,провіденційне
dispense,розподіляти
dispense with,обходитися без
dispenser,фармацевт
dispense-with,обходитися с-
dispensing,роздатковий
dispensing justice,правосуддя
dispensing power,право виробляти вилучення з дії статутів
dispersal,розосередження
disperse,розходитися
dispersed,розсіяний
dispersed industries,дисперсні промисловості
dispersed settlement,населений пункт розосередженого типу
dispersing,дисперсійний
dispersion,дисперсія
dispersive,дисперсійний
dispirited,пригнічений
displace,витісняти
displaced,переміщених
displaced aggression,зміщена агресія
displaced hostility,переміщених ворожість
displaced speech,переміщених мови
displaced-person,переміщених особи
displacement,зсув
displaces,витісняє
displacing,витісняє
display,дисплей
display advertisement,дисплей реклама
display headline,дисплей заголовок
display panel,індикаторна панель
display room,дисплей номер
display type,тип відображення
display van,дисплей ван
display work,дисплей робота
displayed,відображається
displaying,відображення
displease,дратувати
displeased,незадоволений
displeases,невдоволення
displeasing,неприємний
displeasure,незадоволення
disposable,одноразовий
disposable income,чистий дохід
disposal,видалення
disposal list,список утилізація
disposal register,реєстрація утилізація
dispose,розпорядитися
dispose of,розпоряджатися
dispose to,"розпоряджатися, щоб"
disposed,розташований
dispose-of,розпоряджатися-о
disposing,утилізації
disposition,розташування
disposition cost,вартість розпорядження
disposition document,розпорядження документ
disposition plan,план розташування
disposition predicate,розпорядження предикат
dispossess,позбавляти
dispossession,позбавлення
disproportionate,непропорційний
disproportionately,непропорційно
disproportionately,непропорційно
disprove,спростовувати
disproved,спростував
disproven,спростовано
disputable,спірне
disputable claim,спірне вимога
disputation,диспут
disputation method,метод диспут
dispute,суперечка
dispute settlement,врегулювання спору
disputed,оскаржується
disputed bill,спірний законопроект
disputed debit,оскаржується дебетової
disputed territory,оспорювана територія
disputes,спори
disputing,оскаржуючи
disqualification,дискваліфікація
disqualified,дискваліфікований
disqualify,дискваліфікувати
disqualifying,дискваліфікації
disquieting,тривожний
disquisition,дізнання
disregard,ігнорування
disregarded,знехтувати
disregarding,ігнорування
disrepair,несправність
disreputable,ганебний
disrepute,погана слава
disrespect,неповагу
disrespectful,непочтітельний
disrespectfully,нешанобливо
disrupt,руйнувати
disruption,порушення
disruptive,підривної
disruptive activities,підривні заходи
disruptively,переривання
dissatisfaction,невдоволення
dissatisfied,незадоволений
dissect,розсікати
dissecting,розсічення
dissection,розсічення
dissector,диссектор
disseminate,поширювати
disseminating,поширення
dissemination,поширення
dissension,розбіжність
dissent,незгоду
dissenter,розкольник
dissenting,відколовся
dissenting judgement,особливе рішення
dissenting opinion,незгодні думка
dissenting party,особливе партія
dissenting shareholder,особливе акціонером
dissenting state,особливий стан
dissertation,дисертація
disservice,шкоду
dissident,дисидент
dissident minorities,дисидентські меншини
dissimilar,несхожий
dissimulation,лицемірство
dissipate,розсіювати
dissipated,розсіяний
dissipates,розсіюється
dissipating,розсіювання
dissipation,розсіювання
dissociate,відмежуватися
dissociated,дисоційованому
dissociated personality,порушення особистості
dissociates,дисоціює
dissociation,дисоціація
dissolute,розпусний
dissolution,розчинення
dissolvable,расторжимой
dissolve,розчинити
dissolve into,розчиняються в
dissolved,розчинений
dissolves,розчиняється
dissolving,розчинення
dissolving agent,розчинення агент
dissonance,дисонанс
dissonance reduction,зниження дисонансу
dissuade,відмовляти
dissuade from,переконувати в
distaff,прядка
distaff-side,прядка стороні
distance,відстань
distance freight,фрахт за відстань
distance piece,распорка
distance rate,відстань ставка
distance restriction,обмеження відстані
distance signal,відстань сигнал
distance table,відстань стіл
distance tariff,відстань тариф
distant,віддалений
distant assimilation,віддалена асиміляція
distant behaviour,віддалена поведінку
distant signal,віддалена сигнал
distantly,віддалено
distasteful,неприємний
distemper,смута
distil,переганяти
distillation,дистиляція
distilled,дистильований
distillery,гуральня
distinct,окремий
distinction,відмінність
distinctive,відмітний
distinctive character,відмітний характер
distinctive emblem,розпізнавальна емблема
distinctive feature,відмінна риса
distinctive function,відмінною функція
distinctive knowledge,відмінною знання
distinctive opposition,відмінною опозиція
distinctive sound,відмінною звук
distinctively,чітко
distinctiveness,виразність
distinctly,чітко
distinguish,виділити
distinguishable,помітний
distinguished,видатний
distinguishes,розрізняє
distinguishing,відмінною
distinguishing character,відмітна ознака
distinguishing sign,відмітний знак
distort,спотворювати
distorted,спотворений
distorted chase,спотворене погоні
distorted form,спотвореної формою
distorted image,спотворене зображення
distorted perception,викривлене сприйняття
distorted room,спотворене номері
distorted sentiment,спотворене почуття
distortedly,спотворено
distorting agent,спотворюючи агент
distortion,спотворення
distract,відволікати
distracted,відволікатися
distractedly,неуважно
distracting,відволікаючий
distraction,відволікання
distraught,знавіснілий
distress,дистрес
distress call,сигнал лиха
distress communication,дистрес зв'язку
distress inventory,інвентаризації лиха
distress message,повідомлень про лихо
distress sale,реалізація майна збанкрутілої компанії
distress signal,сигнал лиха
distressed,засмучений
distressed area,засмучений область
distressing,прикрий
distributable,розподілу
distributable income,розподілу доходів
distribute,поширювати
distributed,розподілений
distributed attention,розподілені увагу
distributed learning,розподілене навчання
distributed repetition,розподілені повторення
distributed stress,розподілені стрес
distributed term,поширюється термін
distributer,дистриб'ютор
distributes,розподіляє
distributing,розподільний
distributing station,грс
distributing trade,поширення торгівлі
distribution,розподіл
distribution board,розподільний щит
distribution box,розподільна коробка
distribution channel,розподільний канал
distribution class,розподіл за класами
distribution curve,крива розподілу
distribution division,поділ розподіл
distribution expenses,витрати збуту
distribution map,карта розподілу
distribution method,метод розподілу
distribution point,розподільний вузол
distribution post,розподільний пункт
distribution section,розділ розподіл
distribution system,розподільна система
distributor,дистриб'ютор
district,район
district attorney,окружний прокурор
district board,управа району
district enumeration,район перерахування
district handbook,район довідник
district library,районна бібліотека
district nurse,дільнична медсестра
district school,район школи
district treasury,район казначейства
district-attorney,район-адвокат
district-nurse,район-медсестра
distrust,недовіру
distrustful,недовірливий
distrustful,недовірливий
disturb,турбувати
disturbance,порушення
disturbed,порушений
disturbing,тривожна
disturbingly,хвилююче
disturbs,турбує
disunited,роз'єднані
disunity,роз'єднаність
disuse,невикористання
ditch,рів
ditto,те ж саме
diva,діва
dive,занурення
dive board,занурення дошка
dive bomb,занурення бомба
dive for,занурення для
dive in,занурення в
dive into,зануритися в
dive-bomb,занурення бомба
dive-bomber,пікіруючий бомбардувальник
diverge,розходитися
diverged,розійшлися
divergence,розбіжність
divergent,розходиться
divergent approach,розбіжністю
divergent evolution,дивергентной еволюції
divergent method,розходиться метод
divergent phenomenon,розходиться явище
divergent reproduction,розходиться відтворення
diverges,розходиться
divers,різний
diverse,різноманітний
diverse cluster,різноманітні кластера
diversification,диверсифікація
diversified,багатогалузевий
diversified appeal,диверсифікована звернення
diversified knowledge,диверсифікована знання
diversified occupation,диверсифікована окупація
diversify,диверсифікувати
diversifying,диверсифікації
diversion,відволікання
diversion charges,витоку збори
diversity,різноманітність
diversity factor,коефіцієнт одночасності
divert,відволікати
diverting,відволікаючи
dives,занурення
divest,позбавляти
divest of,позбавити із
divide,поділ
divide up,дробити
divided,розділений
divided carriageway,розділити проїжджаючи
divided coverage,розділити освітлення
divided highway,розділити шосе
divided personality,розділити особистість
divided self,розділити самоврядування
divided sense,розділеної сенс
divided sovereignty,розділити суверенітет
divided stop,розділити зупинка
dividend,дивіденд
dividend book,книга дивідендів
dividend coupon,купон на отримання дивіденду
dividend income,дивідендний дохід
dividend rate,розмір дивіденду
dividend warrant,довіреність на отримання дивідендів
divides,ділить
dividing,розділовий
dividing line,розділова лінія
divination,ворожіння
divine,божественний
divine ancestry,божественна родовід
divine artificer,божественна ремісник
divine creation,божественне створення
divine decree,божественна указ
divine discontent,божественна невдоволення
divine displeasure,божественна незадоволення
divine illumination,божественна освітлення
divine law,божественний закон
divine learning,божественна навчання
divine mother,божественна мати
divine origin,божественне походження
divine person,божественна особистість
divine right,божественне право
divine spirit,божественний дух
divine theology,божественна богослов'я
divinely,божественно
divine-service,божественно-служба
diving,дайвінг
diving-suit,дайвінг-костюм
divinity,божество
divisible,подільний
divisible profit,ділиться прибуток
divisible sovereignty,ділиться суверенітет
divisible surplus,ділиться надлишки
division,поділ
division bench,поділ лавці
division court,поділ суд
division head,начальник відділу
division library,бібліотека поділ
division list,список поділ
division sign,знак ділення
divisional,дивізійний
divisional algorithm,дільничний алгоритм
divisional depot,дільничний депо
divisional equipment,дільничний обладнання
divisional head,дільничний глава
divisional headquarters,штаб-квартира підрозділу
divisional librarian,дільничний бібліотекар
divisive,розділяє
divisive factor,розбіжності фактором
divisive term,розбіжності термін
divisiveness,розкол
divisor,дільник
divorce,розлучення
divorce rate,відсоток розлучень
divorced,в розлученні
divorcee,розведена
divorcing,розлучення
divulge,розголошувати
dixit,діксіт
dizziness,запаморочення
dna,днк
do,зробити
do,зробити
do battle,бій
do by,"зробити,"
do down,обманювати
do for,зробити для
do good,робити добро
do in,зробити в
do it yourself,зробити це самостійно
do nicely,робити красиво
do nut,зробити гайку
do over,переробляти
do proud,зробити пишатися
do time,відбувати термін покарання
do to,"зробити, щоб"
do up,прибирати
do well,процвітати
do with,дівати
do without,обходитися без
doable,здійсненний
dobson,добсон
doc,доктор
docile,слухняний
docility,послух
dock,док
dock company,док компанія
dock dues,док збори
dock labour,док праці
dock receipt,докова розписка
dock warrant,доковий варрант
docking,стиковка
docks,доки
dockyard,верф
doctor,лікар
doctoral,докторський
doctorate,докторський ступінь
doctrinal,доктринальне
doctrinally,доктринально
doctrine,вчення
document,документ
documentary,документальний
documentary bill,документований вексель
documentary credit,акредитив
documentary draft,документована тратта
documentary evidence,документальний доказ
documentary feature,документальна
documentary film,документальний фільм
documentary form,бездокументарній формі
documentary hypothesis,документальні гіпотеза
documentary material,документальний матеріал
documentary play,документальний гра
documentary programming,документальний фільм програмування
documentary proof,документальне підтвердження
documentary reproduction,документальний відтворення
documentary seal,документальний друк
documentation,документація
documentation files,файли документації
documentation list,список документації
documented,документований
documenting,документування
documents,документи
dod,міністерство оборони
dodd,додд
dodge,ухилитися
dodging,ухилення
dodgy,виверткий
dodo,дронт
doe,лань
doer,діяч
does,робить
doest,робиш
dog,собака
dog biscuit,собака печиво
dog collar,нашийник
dog eared,собака вухатий
dog eat dog,собака їсть собаку
dog end,кінець собака
dog fight,собака бій
dog food,корм для собак
dog latin,собака латинська
dog leg,проміжна точка повороту
dog paddle,плавання по-собачому
dog star,собака зірка
dog tag,особистий знак
dog tired,собака втомилася
dog trot,собака рись
dog-cheap,дуже дешево
dog-collar,нашийник
dog-days,спекотні дні
dog-ear,собака-вуха
dog-eared,з загнутими куточками сторінок
dog-end,собака кінець
dog-fight,собака бій
dogged,впертий
doggedness,упертість
dog-hole,собача буда
dogma,догма
dogmatic,догматичний
dogmatic democrat,догматичне демократ
dogmatic idealism,догматичне ідеалізм
dogmatic method,догматичне метод
dogmatic pronouncement,догматичне заяву
dogmatic theology,догматичне богослов'я
dogmatically,догматично
dog-rose,шипшина
dogs,собаки
dogs-body,собаки тіла
dog-sleep,чуйний сон
dog-star,сіріус
dog-tired,втомлений як собака
dog-tired (dog-weary),собака втомився (втомлений як собака)
doing,справи
doings,справи
doit,дрібниця
do-it-yourself,зроби сам
dol,дол
dola,долу
doldrums,депресія
dole,посібник
dole out,роздавати
dole-out,посібник від'їзду
doll,лялька
doll up,вбиратися
dollar,долар
dollar area,площа долар
dollar bill,банкнота в 1 долар
dollar block,долар блок
dollar diplomacy,дипломатія долара
dollar imperialism,долар імперіалізм
dollar pool,доларовий пул
dolly,візок
dolly bird,візок птах
dolomite,доломіт
dolphin,дельфін
dom,будинок
domain,домен
dome,купол
dome contact,купол контакти
dome horizon,купол горизонт
dome roof,купол даху
domed,куполоподібний
domed shaped,купольний форми
domed vault,купольний звід
domestic,внутрішній
domestic adjudication,внутрішній судового рішення
domestic agitation,внутрішній агітації
domestic animal,домашня тварина
domestic architecture,внутрішній архітектура
domestic art,вітчизняного мистецтва
domestic bill,внутрішній рахунок
domestic commerce,внутрішньої торгівлі
domestic constitution,внутрішній конституція
domestic consumption,внутрішнє споживання
domestic drama,внутрішні драми
domestic economy,внутрішня економіка
domestic education,вітчизняна освіта
domestic enquiry,внутрішній попит
domestic finance,внутрішній фінанси
domestic grouping,внутрішній угруповання
domestic help,допомога по дому
domestic industry,вітчизняна промисловість
domestic jurisdiction,внутрішня юрисдикція
domestic labour,домашня праця
domestic mills,вітчизняні заводи
domestic peace,внутрішній світ
domestic policy,внутрішня політика
domestic product,внутрішній продукт
domestic production,внутрішнє виробництво
domestic question,внутрішнє питання
domestic rite,внутрішній обряд
domestic safety,внутрішній безпеку
domestic science,домоведення
domestic servant,прислуга
domestic service,побутового обслуговування
domestic ship,внутрішній корабель
domestic slavery,домашнє рабство
domestic slump,внутрішній спад
domestic system,вітчизняна система
domestic trade,внутрішня торгівля
domestic tragedy,внутрішній трагедія
domestic unemployment,внутрішній безробіття
domestically,всередині
domesticate,приручати
domesticated,приручений
domesticated word,одомашнені слово
domestication,приручення
domicile,місце проживання
domicile certificate,місце проживання сертифікат
domicile infants,прописка дітей
domiciled,доміцильований
dominance,панування
dominance feeling,домінування почуття
dominance test,тест домінування
dominant,домінуючий
dominant behaviour,домінуюче поведінку
dominant caste,домінуючою касти
dominant character,домінуючою характер
dominant civilization,домінуючою цивілізації
dominant colour,домінуючий колір
dominant community,домінуючою співтовариство
dominant control,домінуючим управління
dominant faction,домінуючою фракції
dominant group,домінуюча група
dominant heritage,домінуючою спадщина
dominant leader,домінуючим лідером
dominant letter,домінуючою лист
dominant lighting,домінуючою освітлення
dominant nation,домінуючої нації
dominant power,домінуючою силою
dominant quality,домінуючою якість
dominant system,домінуючої системи
dominant trait,домінуюча риса
dominant wish,домінуючою бажання
dominantly,переважно
dominate,домінувати
dominated,переважають
dominates,домінує
dominating,домінуючий
dominating place,домінуюче місце
domination,панування
dominic,домінік
dominican,домініканський
dominican peso,домініканська песо
dominion,панування
dominion court,панування суд
dominion government,панування уряд
dominion status,статус домініону
dominique,домінік
domino,доміно
domino effect,ефект доміно
don,дон
don juan,дон-жуан
don river,річка дон
donald,дональд
donate,жертвувати
donated,пожертвуваний
donated surplus,пожертвував профіцит
donation,пожертвування
donation record,пожертвування запис
donator,жертводавець
done,зроблено
done for,робиться для
done in,зроблено в
dong,дон
donkey,осів
donkey engine,лебідка
donkey jacket,осів куртки
donkey work,важка робота
donkey-jacket,осла куртки
donkey's years,років осла
donkey-work,осла робота
donor,донор
do-nothing,нероба
don't,не
don't count your chickens before they are hatched,курчат по осені рахують
don't cross bridge until you come to it,"не перетинаються міст, поки не прийшов до неї"
donut,пончик
doodle,бовдур
doom,загибель
doomed,приречений
dooms,прирікає
doomsday,кінець світу
door,двері
door check,перевірка двері
door checker,двері перевірки
door frame,дверна рама
door furniture,двері меблі
door keeper,двері хранитель
door man,двері людина
door piece,двері шт
door prize,приз двері
door sign,двері знак
door to door,від дверей до дверей
door yard,двері двір
doorbell,дверний дзвінок
doormat,половик
doorpost,одвірок
doors,двері
doorsill,дверний поріг
doorstep,поріг
doorway,дверний отвір
door-way,двері спосіб
doppler,допплер
doppler effect,ефект доплера
dor,жук
dora,дора
doric,доричний
doric order,доричний ордер
doric style,доричний стиль
doric temple,доричний храм
doris,доріс
dormancy,сплячка
dormant,бездіяльний
dormant capital,мертвий капітал
dormant partner,пасивний партнер
dormant sympathy,спокою співчуття
dormitory,спальня
dormitory group,гуртожиток група
dormitory library,"бібліотека, гуртожиток"
dormitory suburb,гуртожиток передмісті
dormitory town,гуртожиток місто
dormouse,соня
dorothea,доротея
dorothy,дороті
dorsal,спинний
dorsal articulation,спинний артикуляція
dorsal contact,спинний контакт
dorsal face,спинний особа
dorsal fin,спинний плавець
dorsal root,заднекорешкових
dorsal side,спинний стороні
dorsal surface,дорсальная поверхню
dorsally,спинний
dory,солнечник
dosage,дозування
dose,дозувати
doser,дозатор
dosimeter,дозиметр
dosimetry,дозиметрія
dossier,досьє
dot,точка
dot etching,точка травлення
dot figure,точка рисунок
dot leader,лідер точка
dot map,точка на карті
doting,страждаючий старечим недоумством
dotted,пунктирний
dotted line,пунктирна лінія
dotted matter,"пунктирна того,"
dotted note,пунктирна примітка
dotted plate,пунктирна пластини
dotted print,пунктирна друку
dotted rule,пунктирна правило
dotted test,пунктирна тест
dotted-line,пунктирна лінія
dotting,чертящій пунктиром
dotting test,розставити тест
double,подвійний
double act,подвійний акт
double agent,подвійний агент
double back,подвійний назад
double bed,двоспальне ліжко
double bill,подвійний рахунок
double bluff,подвійний блеф
double book,подвійний книга
double breasted,двобортний
double check,подвійна перевірка
double chin,подвійне підборіддя
double counterpoint,подвійний контрапункт
double cream,вершки
double crop,подвійний урожай
double cross,подвійний хрест
double dealer,подвійний дилер
double dealing,дворушництво
double decker,двоповерховий
double descent,подвійний спуск
double detachment,подвійний загін
double dome,подвійний купол
double duty,подвійне навантаження
double dyed,двічі пофарбовані
double edged,двосічним
double employment,подвійний зайнятості
double entry,подвійний запис
double expansion,подвійний розширення
double faced,двухлобной
double figure,подвійний малюнок
double figures,двозначні числа
double glazing,подвійне скління
double impression,двояке враження
double indemnity,виплата страхової суми в подвійному розмірі
double insurance,подвійне страхування
double jeopardy,подвійна небезпека
double life,подвійне життя
double negative,подвійне заперечення
double park,подвійний парк
double payment,подвійної оплати
double personality,подвійний особистості
double plate,подвійний плити
double plural,подвійний множинне
double pot,подвійний горщик
double predestination,подвійним приреченням
double promotion,подвійний просування
double quick,двічі швидко
double rhyme,жіноча рима
double roof,подвійним дахом
double room,двомісний номер
double sessions,подвійні сеанси
double setting,подвійного регулювання
double sharp,двосічний
double space,подвійний простір
double spacing,подвійний інтервал
double standard,подвійні стандарти
double take,повторний погляд
double talk,подвійний стандарт
double time,подвійна оплата
double up,скорчившись
double accident benefit,подвійна вигода аварії
double account system,система подвійних рахунків
double acting,подвійної дії
double action prejudice,подвійний упередження дії
double agreement,подвійний угоду
double alternation problem,подвійною проблемою чергування
double aspect hypothesis,подвійний гіпотеза аспект
double aspect theory,подвійний аспект теорії
double assimilation,подвійний асиміляція
double ballad,подвійний балада
double bar,подвійний бар
double base,подвійний бази
double benefit policy,подвійний політика перевага
double bind hypothesis,подвійний гіпотеза пов'язують
double book,подвійний книга
double budget,подвійний бюджет
double butt,подвійний прикладом
double cast,подвійний кидок
double chant,подвійний спів
double claims,подвійні претензії
double column heading,подвійний заголовок стовпчика
double consonant,подвійний приголосної
double crossing,подвійне перетин
double crown,подвійна корона
double current working,подвійний робочий струм
double curve,подвійна крива
double dated,подвійний від
double decker carton,двоповерховий коробка
double-agent,подвійним агентом
double-bed,двоспальне ліжко
double-bind,двічі пов'язувати
double-breasted,двобортний
double-chin,подвійне підборіддя
double-cream,двічі крем
double-cross,обманювати
doubled,подвійний
double-dealer,дворушник
double-dealing,лукавість
double-decker,двоповерховий автобус
double-dutch,двічі голландський
double-dyed,закоренілий
double-eagle,подвійний орел
double-edged,двосічний
double-faced,лукавих
double-figures,подвійні цифри
double-glazing,склопакети
double-pneumonia,двічі пневмонія
doubler,подвоювач
double-standard,подвійний стандарт
double-stopping,двічі зупинки
double-talk,лицемірство
doubling,подвоєння
doubling principle,подвоєння принцип
doubly,подвійно
doubt,сумнів
doubted,сумнівався
doubtful,сумнівний
doubtful article,"сумнівно, стаття"
doubtful authorship,сумнівне авторство
doubtful debt,сумнівний борг
doubtful ownership,сумнівно власності
doubtful title,сумнівний титул
doubtful word,сумнівно слово
doubtful writing,сумнівно листи
doubting,сумнить
doubting thomas,фома невіруючий
doubtless,безсумнівно
doubtlessly,безсумнівно
doug,дуг
dough,тісто
doughnut,пончик
doughty,доблесний
douglas,дуглас
douse,облити
dove,голуб
dove(pigeon),голуб (голуб)
dover,дувр
dovetailed,узгоджений
dow,доу
dowager,вдова
dowager queen,вдовствующая королева
dowd,дауд
down,вниз
down and out,вниз і
down bow,вниз цибулю
down glide,вниз ковзання
down gradient,вниз градієнт
down in the mouth,як у воду опущений
down market,вниз ринок
down payment,внесок
down period,вниз період
down right,вниз вправо
down river,вниз по річці
down stage,вниз етап
down through,вниз через
down to earth,вниз до землі
down tools,припинити роботу
down under,вниз під
down with,згоден з
downcast,пригнічений
downer,невдаха
downfall,падіння
downgrade,занепад
downgrading,зниження
downhearted,сумовитий
downhill,вниз
downing,даунінг
downing street,даунінг-стріт
download,скачати
downplay,применшувати
downpour,злива
downright,абсолютно
downs,падіння
downside,нижня сторона
downstairs,внизу
down-stairs,вниз по сходах
downstream,вниз за течією
downswing,спад
downtime,час простою
down-to-earth,приземлений
downtown,міста
down-train,вниз поїзд
downtrend,тенденція до зниження
downtrodden,забитий
down-trodden,вниз протоптаною
downturn,спад
down-under,вниз під
downward,вниз
down-ward,вниз відділення
downward communication,вниз зв'язку
downward comparison,вниз порівняння
downward measurement,вниз вимір
downward phase,вниз фаза
downward trend,понижательная тенденція
downwardly,вниз
downwards,вниз
downwind,подветренний
dowry,придане
doyle,дойл
doze,дрімати
doze off,задрімати
dozen,дюжина
dozens,безліч
dozens of,десятки
doze-off,дрімати-офф
drab,одноманітний
drab slip,сірі ковзання
drachma,драхма
draconian,драконівські
draconian regime,драконівські режим
draft,проект
draft agenda,проект порядку денного
draft constitution,проект конституції
draft convention,проект конвенції
draft paper,проект документа
draft para,проект пункт
draft reply,проект відповідь
draft sheet,проект лист
draft statute,проект статуту
draft treaty,проект договору
drafted persons,розроблені людина
drafting,складання
draftsman,рисувальник
drag,тягар
drag away,уволаківает
drag down,перетягнути вниз
drag in,притягнути
drag into,перетягнути в
drag out,тягнути
drag up,підтаскувати
drag-bar,перетягнути-бар
drag-chain,перетягнути ланцюга
dragged,тягли
dragging,перетягування
drag-hook,перетягнути гак
dragnet,невід
dragon,дракон
dragon fight,дракон бій
dragon lizard,дракон ящірка
dragon tooth,дракон зубів
dragonfly,бабка
drain,дренаж
drain away,стікати
drain into,стікати в
drain off,зливати
drainage,дренаж
drainage area,"площа, дренируемая свердловиною"
drainage basin,басейн річки
drainage outlet,на виході дренажу
drainage system,дренажна система
drainage theory,теорія дренаж
drained,злити
draining,осушення
draining board,сушарка для посуду
draining-board,слив дошка
drains,водостоки
drake,селезень
drama,драма
drama artist,драма художника
drama company,драма компанія
drama editor,редактор драма
drama festival,драма фестиваль
drama voice,драма голос
drama workshop,драма семінар
dramatic,драматичний
dramatic action,драматична дія
dramatic art,драматичне мистецтво
dramatic characteristic,різке характеристика
dramatic conflict,драматичний конфлікт
dramatic convention,різке конвенції
dramatic criticism,різке критика
dramatic critics,драматичні критики
dramatic expression,різке вираження
dramatic form,драматичній формі
dramatic irony,різке іронії
dramatic line,різке лінія
dramatic musical,різке музичний
dramatic play,різке гра
dramatic touch,різке дотик
dramatic unity,різке єдність
dramatically,драматично
dramatist,драматург
dramatized,театралізоване
dramatized news,театралізоване новини
dramatized version,театралізоване версія
drank,пили
drastic,рішучий
drastic measure,радикальна міра
drastically,кардинально
draught,проект
draught animal,робоча худоба
draught horse,ломовий кінь
draught-beer,проект-пиво
draughtsman,рисувальник
draughtsmanship,креслення
dravida,дравіди
dravidian,дравідського
dravidian civilization,дравідійської цивілізація
dravya,дравйа
draw,малювати
draw back,відступати
draw band,залучити групу
draw bar,звернути бар
draw blood,намалювати кров
draw bond,залучити зв'язок
draw breath,дихати
draw curtain,залучити завісу
draw forth,витягну
draw from,витягти з
draw in,втягувати
draw into,залучити в
draw lots,тягнути жереб
draw near,наближатися
draw on,залучати
draw out,витягати
draw rein,натягнути поводи
draw string,звернути рядок
draw up,скласти
drawback,недолік
drawdown,вибірка
drawer,висувний ящик
drawers,панталони
draw-in,залучити в
drawing,рисунок
drawing account,рисунок аккаунт
drawing board,чертежная дошка
drawing card,цвях програми
drawing pin,канцелярська кнопка
drawing printer,малюнок принтера
drawing room,вітальня
drawing-board,рисунок дошка
drawing-paper,рисунок бумага
drawing-room,вітальня
drawn,внічию
drawn out,витягати
draw-out,висувною
draws,привертає
draw-string,звернути рядок
draw-up,звернути вгору
draw-well,колодязь
dread,страх
dreaded,жахливий
dreadful,жахливий
dreadful uniformity,жахливо однорідність
dreadfully,жахливо
dream,мріяти
dream analysis,мріяти аналіз
dream away,мріях
dream books,сонники
dream censorship,мріяти цензури
dream contents,мріяти вміст
dream distortion,мріяти спотворення
dream ego,мріяти его
dream experience,мріяти досвід
dream formation,мріяти освіту
dream instigator,мріяти призвідника
dream interpretation,сонник
dream on,мріяти
dream soul,мріяти душу
dream thoughts,мріяти думки
dream time,час мріяти
dream up,фантазувати
dream wish,мріяти бажання
dream work,мріяти роботу
dreamer,мрійник
dreaming,сновидіння
dreamland,казкова країна
dreamlike,казковий
dreamy,мрійливий
drearily,нудно
dredge,екскаватор
dredge up,витягнути
dredging,днопоглиблювальні роботи
drenched,промоклий
dress,плаття
dress circle,бельетаж
dress coat,плаття пальто
dress down,насварити
dress pattern,футболка модель
dress rehearsal,генеральна репетиція
dress suit,плаття костюм
dress up,вбиратися
dress-circle,бельетаж
dressed,одягнений
dressed face,одягнений особа
dressed stone,одягнений камінь
dresses,сукні
dressing,соус
dressing cylinder,туалетний циліндра
dressing room,гардеробна
dressing-down,туалетний вниз
dressing-gown,халат
dressings,перев'язувальні
dressing-table,туалетний столик
dressmaking,шиття дамського сукні
dress-rehearsal,плаття-репетиція
drew,дрю
dried,висушений
dried buck,сушать долар
dried date,сушать дата
dried surface,сушать поверхню
dried up,висохли
drier,сушарка
dries,сохне
driest,сухий
drift,дрейф
drift net,дрифтерний
drift off,дрейфувати
drifting,дрейфуючий
drifting reaction,дрейфуючих реакція
drift-net,дрифтерного мережу
drill,дриль
drill into,свердлити
drilled,буріння
drilled coin,буріння монети
drilling,буріння
drills,свердла
drink,напій
drink away,пропити
drink driver,водій напій
drink driving,водіння в нетверезому
drink in,впиватися
drink to,пити
drink to excess,пити в надлишку
drink up,допити
drinkable,придатний для пиття
drinking,питної
drinking fountain,питний фонтанчик
drinking habit,ставлення до алкоголю
drinking song,застільна пісня
drinking water,питна вода
