Word,Meaning
bear away,nest prom
bear berry,lācis ogu
bear comparison,lācis salīdzinājums
bear covering,sedz aptverot
bear down,nest uz leju
bear fruit,nest augļus
bear hard,nest grūti
bear hug,lācis ķēriens
bear leader,lāča vadātājs
bear off,aiznest
bear on,nest uz
bear oneself,nest sevi
bear operation,lācis operācija
bear out,atstiprināt
bear transaction,lācis darījums
bear up,sedz up
bear upon,nest uz
bear with,sedz ar
bear witness,apliecinām
bear witness of,liecību par
bearable,paciešams
beard,bārda
bearded,bārdains
bearer,nesējs
bearer bond,uzrādītāja obligāciju
bearer cheque,nesējs pārbaude
bearer scrip,nesējs lūžņi
bear-garden,lāču dārzs
bear-hug,lāču ķēriens
bearing,gultnis
bearing block,gultnis bloks
bearing capacity,nestspēja
bearing interest,gultnis procenti
bearing metal,gultnis metāla
bearing tree,gultnis koks
bearing-rein,gultnis-rein
bearish,lācīgs
bearish tendency,lācīgs tendence
bears,lāči
bear's grease,lāča tauki
beast,zvērs
beast epic,zvērs episkā
beast hard,zvērs grūti
beast marriage,zvērs laulība
beastly,nejēdzīgi
beat,pārspēt
beat about,pārspēt par
beat back,beat atpakaļ
beat down,beat leju
beat guard,pārspēt aizsargs
beat hollow,pārspēt dobi
beat it,beat to
beat it!,pārspēt to!
beat off,pārspēt off
beat out,izdauzīt
beat postman,pārspēt pastnieks
beat time,pārspēt laiks
beat up,novārdzis
beaten,uzvarēts
beater,sitējs
beatify,aplaimot
beating,pukstēšana
beautician,kosmētiķe
beautiful,skaists
beautifully,skaisti
beautify,izdaiļot
beauty,skaistums
beauty contest,skaistuma konkurss
beauty is only skin deep,skaistums ir tikai sekls
beauty parlor,skaistumkopšanas salons
beauty parlour,skaistumkopšanas salons
beauty queen,skaistuma karaliene
beauty shop,kosmētiskais salons
beauty sleep,pirmais miegs
beauty spot,skaista vieta
beauty treatment,skaistumkopšanas pakalpojumi
beaver,bebrs
beaver away,bebru prom
bebrave,esi drosmīgs
became,kļuva
because,jo
because of,dēļ
because-of,dēļ
bechamel sauce,bechamel mērce
beck,māt
becket,bekets
become,kļūt
become abusive,kļūt ļaunprātīga
becomes,kļūst
becoming,kļūstot
bed,gulta
bed bug,blakts
bed chamber,gulta kamera
bed cover,gultas pārklājs
bed curtain,gultas aizkaru
bed down,gulta leju
bed fast,gulta ātri
bed linen,gultas veļa
bed out,gulta out
bed rest,gultas režīms
bed ridden,gulta pārņemts
bed sit,gulta sit
bed sore,gulta iekaisis
bed spread,gultas izplatību
bed straw,gulta salmi
bed time,gulta laiks
bed wetter,gulta mitrāka
bed wetting,slapināšana gultā
bed-clothes,gultas veļa
bedding,gultas piederumi
bedding plant,gultas augs
bed-fellow,gultas biedrs
bedouin,beduīns
bed-pan,gultas panna
bed-plate,gulta-plate
bedrock,pamatiezis
bedroom,guļamistaba
bedroom farce,guļamistaba farss
bedside,gultas mala
bedside manner,gultas veids
bed-sitting-room,gultas sēde istaba
bedtime,gulētiešanas laiks
bee,bite
bee eater,bišu lācis
bee moth,bišu kode
beechwood,dižskābarža koksnes
beef,liellopu gaļa
beef burger,liellopu bürger
beef eater,beef lācis
beef steak,liellopa steiks
beef tea,beef tēja
beehive,bišu strops
bee-hive,bišu strops
bee-keeper,bišu audzētājs
bee-keeping,biškopība
beelzebub,belcebulu
been,bijis
been able to,spējuši
beep,pīkstiens
beer,alus
beer house,alus māja
bees,bites
beet,biete
beetle,vabole
beetle browed,vabole žofruā
beetle crusher,liels zābaks
beetle headed,vabole vadīja
beetroot,biete
befall,atgadīties
befallen,piemeklējis
befell,piemeklēja
befit,piederēties
before,pirms
before christ,pirms mūsu ēras
before dark,pirms tumsas
before last,pirms pēdējā
before long,tuvākajā laikā
beforehand,iepriekš
befriend,draudzīgi izturēties
beg,ubagot
began,sākās
begat,dzemdinājis
beget,radīt
beggar,ubags
beggar description,ubags apraksts
beggar home,ubags mājas
beggar problem,ubags problēma
beggar-my-neighbour,ubags-mana-kaimiņš
beggar-my-neighbour tactics,ubags-manu-kaimiņš taktika
begging,ubagošanu
begin,sākties
begin with,sākas ar
beginner,iesācējs
beginners,iesācējiem
beginning,sākums
beginning rhyme,sākot atskaņa
begins,sākas
begotten,dzimis
begrudge,nenovēlēt
beguiling,mānīgs
begun,sācies
behalf,vārdā
behalf of,"vārdā,"
behave,uzvesties
behave-oneself,uzvesties-sevi
behaves,uzvedas
behavior,uzvedība
behavioral,uzvedības
behaviour,uzvedība
behaviour adjustment,uzvedība regulēšana
behaviour centre,uzvedība centrs
behaviour clinic,uzvedība klīnika
behaviour control,uzvedība vadība
behaviour disorder,uzvedības traucējumi
behaviour level,uzvedība līmenis
behaviour line,uzvedība line
behaviour mechanism,uzvedība mehānisms
behaviour method,uzvedība metode
behaviour pattern,uzvedības modelis
behaviour patterning,uzvedība gravēšana
behaviour process,uzvedība process
behaviour psychology,uzvedība psiholoģija
behaviour segment,uzvedība segments
behaviour therapy,uzvedības terapija
behaviour tone,uzvedība tonis
behaviour unit,uzvedība vienība
behavioural,uzvedības
behavioural science,uzvedības zinātne
behead,nocirst galvu
beheld,redzēju
behest,novēlējums
behind,aiz
behind bars,aiz restēm
behind hand,aiz rokas
behind time,ar nokavēšanos
behold,ieraudzīt
beholden,atzinīgs
beholding,uzlūkojot
beige,bēšs
being,ir
being able to,kas spēj
belarus,baltkrievija
belated,vēlīns
belatedly,novēloti
belcher,raibs kaklauts
belfry,zvanu tornis
belgian,beļģijas
belgian woman,beļģijas sieviete
belgium,beļģija
belgrade,belgrada
belie,apmelot
belief,ticība
believable,ticams
believe,ticēt
believe in,ticēt
believed,ticēja
believer,ticīgais
believes,"uzskata, ka"
believing,ticēt
belittle,noniecināt
bell,zvans
bell bottomed,bell dibenu
bell bottoms,bell dibeni
bell buoy,boja ar zvanu
bell code,bell kods
bell founder,bell dibinātājs
bell glass,bell stikla
bell man,bell cilvēks
bell pepper,paprikas
bell push,zvans push
bell ringer,bell zvaniķis
bell ringing,bell zvana
bell seat,bell sēdeklis
bell shaped,bell formas
bell tower,zvanu tornis
bell-bottomed,bell dibenu
bellicose,kareivīgs
bellicosity,kareivīgums
bellied,vēderu
belligerent,karojošs
belligerent right,karojošs tiesības
belligerent state,kareivīgiem valsts
bellow,baurot
bellows,plēšas
bell-ringer,bell-zvaniķis
bell-ringing,bell-zvana
bell-tent,bell-telts
belly,vēders
belly ache,vēders sāpes
belly band,seglu josta
belly button,naba
belly dance,vēderdejas
belly dancer,vēders dejotājs
belly god,vēders dievs
belly laugh,vēders smieties
belly out,vēders out
belly up,vēders up
belly warm,vēders silts
belong,piederēt
belong to,piederēt
belonged,piederēja
belonging,piederība
belongings,mantas
belongs,pieder
belong-to,piederēt
beloved,mīļotais
below,zemāk
below ground,zem zemes
below par,zemāka par nominālvērtību
below stairs,zem kāpnēm
belshazzar,belsacars
belt,josta
belt out,saskrūvēt
belt up,josta up
belting,siksnas pārvads
bemba,bembu
bemoan,apraudāt
bemoaning,izjust
bench,sols
bench clerk,bench darbinieks
bench warrant,apcietināšanas orderis
benchmark,etalons
bench-mark,sols zīme
bend,saliekt
bend down,saliekt uz leju
bend over,pārlocīties pāri
bended,izliekt
bender,uzdzīve
bending,locīšana
bends,līkumi
beneath,zem
benedict,benedikts
benediction,svētība
benefactor,labdaris
beneficence,filantropija
beneficent,labdarīgs
beneficial,izdevīgs
beneficial enjoyment,izdevīgs baudījumu
beneficial expenditure,izdevīgs izdevumi
beneficial interest,izdevīga procentu
beneficial rate,izdevīga likme
beneficial trust,izdevīgs uzticība
beneficially,labvēlīgi
beneficiary,saņēmējs
benefit,pabalsts
benefit by,"labums, ko"
benefit period,pabalsts periods
benefit show,pabalsts šovs
benefit society,pašpalīdzības kase
benefitting,labumu
benevolence,labsirdība
benevolent,labvēlīgs
benevolent absolutism,labvēlīgs absolūtisms
benevolent despot,labvēlīgs despots
benevolent despotism,labvēlīgs despotisms
benevolent dictator,labvēlīgs diktators
benevolent fund,labvēlīgs fonds
bengal,bengālija
benign,labdabīgs
benign personality,labdabīgs personība
benign psychosis,labdabīgi psihoze
benign stupor,labdabīgs stupors
benignity,labsirdība
benin,benina
bent,smilga
bent on,smilga
benthic,bentosa
benzaldehyde,benzaldehīds
benzene,benzols
benzoic,benzoskābe
bequeath,novēlēt
bequeathed,novēlēts
bequest,novēlējums
bereaved,smagi cietušiem
bereavement,smags zaudējums
berlin,berlīne
bermuda rig,bermuda ietērps
bermuda shorts,bermuda šorti
berry,oga
berth,guļvieta
berthed,pietauvots
berthing,pietauvošanās
beryl,berils
beryllium,berilijs
beseech,lūgt
beset,apstāt
beside,blakus
beside oneself,blakus sevi
besides,turklāt
besiege,apstāt
besieged,ielenca
besmirch,nomelnot
besought,lūdza
bespoke,ekskluzīvs
best,vislabāk
best breed,labākais šķirnes
best evidence,vislabākais pierādījums
best man,labākais vīrietis
best seller,labākais pārdevējs
best selling,labāka pārdošana
best view,labākais skats
bestow,dāvināt
bestowing,nepiešķirot
bestow-upon,dāvināt-upon
best-seller,bestselleru
bet,derības
bet on,bet par
beta particles,beta daļiņas
beta rays,beta stari
beta test,beta tests
beta wave,beta vilnis
beta-blocker,beta blokatoru
betel,beteles
betel leaf,beteles lapa
betel nut,beteles riekstu
betel-nut,beteles-riekstu
betel-seller,beteles-pārdevējs
bethel,sektantu lūgšanas nams
bethuel,betuēla
betray,kļūt neuzticīgam
betrayal,nodevība
betrayed,nodevis
betrayer,nodevējs
betraying,uzticīgi
betrays,nodod
betrothed,saderināta
bets,derības
better,labāk
better late than never,labāk vēlāk nekā nekad
better most,labāk visvairāk
better off,labāk
betterment,meliorācija
betting,derības
betting shop,derības veikals
betting tax,derības nodoklis
between,starp
between maid,starp istabene
between two stools we come to the ground,starp diviem krēsliem mēs nonākam pie zemes
between whiles,starp whiles
bevel,slīps
bevel edge,slīpni
bevel gear,koniskais zobrats
bevel wheels,konusveida riteņi
beverage,dzēriens
beware,piesargāties
beware-of,uzmanies no
bewildered,apmulsis
bewildering,mulsinoši
bewilderment,apjukums
bewitching,valdzinoša
beyond,aiz
beyond belief,aiz pārliecības
beyond compare,ārpus salīdzināt
beyond dualism,aiz duālismu
beyond measure,neizmērojami
beyond one,pārsniedz vienu
beyond price,aiz cenas
beyond reach,tālāk sasniedzamības
beyond recall,aiz atsaukšanu
beyond recognition,nepazīšanai
beyond redemption,pārsniedz izpirkšanas
bhutan,butāna
bhutanese,butānas
biannual,tāds kas notiek divreiz gadā
bias,aizspriedums
biased,neobjektīvs
biased error,neobjektīva kļūda
bible,bībele
bible bashing,bībele bashing
biblical,bībeles-
biblical archeology,bībeles arheoloģija
biblical figure,bībeles skaitlis
biblical theology,bībeles teoloģija
biblically,bībeliski
bibliographic,bibliogrāfisks
bibliographic technique,bibliogrāfisko paņēmiens
bibliographical,bibliogrāfisks
bibliography,bibliogrāfija
bicameral,divpalātu
bicarbonate,bikarbonāts
bicentenary,divsimtā gadadiena
bicker,šaudīšanās
bicycle,velosipēds
bicycle clip,velosipēdu clip
bicycle seat,velosipēdu sēdeklis
bicycle wheel,velosipēda ritenis
bid,pieteikums
bidder,solītājs
bidding,solīšana
bidding contest,solīšana konkurss
bidirectional,divvirzienu
bidirectional microphone,divvirzienu mikrofons
biennial,divgadīgs
big,liels
big apple,liels ābols
big bang,lielais sprādziens
big brother,lielais brālis
big business,liels bizness
big cheese,big siers
big deal!,liels galā!
big head,liels galva
big hearted,big augstsirdīgs
big landowner,liels zemes īpašnieks
big name,liels nosaukums
big noise,liels troksnis
big stick,liels stick
big time,liels laiks
big wig,liels parūka
bigamy,bigamija
bigger,lielāks
biggest,lielākais
bigotry,fanātisms
bigwig,svarīga persona
bike,velosipēds
bikram,bikrama
bilateral,divpusējs
bilateral agreement,divpusējs līgums
bilateral flow,divpusējā plūsma
bilateral infrastructure,divpusējā infrastruktūra
bilateral monopoly,divpusējā monopols
bilateral opposition,divpusējā opozīcija
bilateral trade,divpusējās tirdzniecības
bilateral treaty,divpusējs līgums
bilaterally,divpusēji
bile,žults
bilingual,divvalodu
bilingual dictionary,divvalodu vārdnīcu
bilingual inscription,divvalodu uzraksts
bilingualism,bilingvisms
bill,rēķins
bill backing,likumprojekts pamatni
bill board,likumprojekts board
bill broker,rēķins brokera
bill buying,likumprojekts pērk
bill clerk,likumprojekts darbinieks
bill clinton,bils klintons
bill collector,likumprojekts savācējs
bill diary,likumprojekts dienasgrāmata
bill form,rēķinu forma
bill head,likumprojekts galva
bill hoarding,likumprojekts uzkrāšana
bill journal,rēķinu žurnāls
bill market,likumprojekts tirgus
bill of exchange,vekselis
bill paper,likumprojekts papīrs
bill poster,likumprojekts plakāts
bill rate,likumprojekts likme
bill sticker,likumprojekts uzlīmes
billboard,reklāmas stends
billed,rēķins
billet,pagale
billiard,biljarda
billiards,biljards
billiards marker,biljards marķieris
billing,norēķinu
billion,miljards
billionaire,miljardieris
billionth,miljardā
billy,runga
billy can,billy var
billy goat,āzis
bin,kaste
bin liner,bin laineris
binary,binārs
binary digit,bināro ciparu
binary scale,binārā skala
binary system,binārā sistēma
bind,saistīt
bind over,saistīt vairāk
bind up,saistošs up
binder,saistviela
binge,iedzeršana
bingo,loto
binocular,binokulārs
binoculars,binoklis
binomial,binoms
biochemical,bioķīmiskā
biochemically,bioķīmiski
biochemist,bioķīmiķis
biochemistry,bioķīmija
biodegradable,bioloģiski noārdās
biodiversity,bioloģiskā daudzveidība
biogas,biogāze
biogenetic,bioģenētisko
biogeographical,bioģeogrāfiskais
biographer,biogrāfs
biographical,biogrāfisks
biographical evidence,biogrāfisks pierādījumi
biographical information,biogrāfiskā informācija
biographical method,biogrāfiskā metode
biographical note,biogrāfisks piezīme
biography,biogrāfija
biologic,bioloģisks
biological,bioloģisks
biological clock,bioloģiskais pulkstenis
biological warfare,bioloģiskā kara
biologically,bioloģiski
biological-warfare,bioloģiskā-kara
biologist,biologs
biology,bioloģija
biomagnetic,biomagnētiskajiem
biomass,biomasa
biomechanics,biomehānika
biometric,biometrisko
biopsy,biopsija
biosphere,biosfēra
biosynthetic,biosintēzes
biotechnology,biotehnoloģija
biotic,biotisku
bipartisan,divpartiju
bipartisan deal,divpartiju darījums
biphenylene,bifenilēns
bipolar,bipolārs
bird,putns
bird bath,putnu vannas
bird catcher,putns ķērējs
bird eyed,putnu eyed
bird fancier,putnu pazinējs
bird language,putns valoda
bird lime,putns kaļķi
bird man,putns vīrietis
bird nest,putnu ligzdu
bird of prey,putna plēsīgo
bird omen,putnu vēstīt
bird sanctuary,putnu rezervāts
bird seed,putnu sēklas
bird song,putnu dziesma
bird stone,putns akmens
bird table,putns tabula
bird watcher,putnu watcher
bird watching,putnu vērošana
bird wedding,putns kāzas
birdie,putniņš
bird's eye,putna lidojuma
bird's eye view,putna lidojuma
birds of a feather,putni ar spalvām
birds of a feather flock together,putni ar spalvām pulcējas kopā
biro,lodīšu pildspalva
birth,dzimšana
birth certificate,dzimšanas apliecība
birth control,dzimstības ierobežošana
birth customs,dzimšanas muita
birth deformity,dzimšanas kroplība
birth marks,dzimšanas zīmes
birth order,dzimšanas kārtība
birth place,dzimšanas vieta
birth rate,dzimstība
birth right,dzimšanas tiesības
birth rites,dzimšanas rituāli
birth stone,dzimšanas akmens
birth stories,dzimšanas stāsti
birth tree,dzimšanas koks
birth-control,dzimstības kontrole
birthday,dzimšanas diena
birthplace,dzimšanas vieta
birthrate,dzimstība
birthright,pirmdzimtības tiesības
biscuit,biskvīts
bisexual,divdzimumu
bishop,bīskaps
bishopric,bīskapija
bison,bizons
bit,bits
bit mouth,bit mute
bit part,bit daļa
bitch,kuce
bite,iekost
bite into,iekosties
bite off,nokost
bite sized,kodums lieluma
bites,kodumi
biting,dzēlīgs
bitten,nokosts
bitter,rūgts
bitter gourd,rūgta ķirbis
bitter sweet,rūgti salds
bitter water,rūgta ūdens
bitterly,rūgti
bitterness,rūgtums
bitters,rūgtas zāles
bitumen,bitumens
bituminous,bitumena
biuret,biureta
biweekly,divreiz nedēļā
bizarre,ekscentrisks
black,melns
black ball,melno bumbu
black bee,black bite
black beetle,melns vabole
black belt,melnā josta
black book,black grāmata
black box,melnā kaste
black cock,melns gailis
black code,black kods
black coffee,melna kafija
black comedy,melnā komēdija
black death,black nāve
black diamonds,melna dimantu
black draught,black projekts
black flag,melns karogs
black frost,black sals
black gang,black banda
black guard,black aizsargs
black hand,black roku
black hole,melnais caurums
black house,melna māja
black lead,black svina
black leg,black kāju
black list,melnais saraksts
black magic,melnā maģija
black mail,black pasts
black mark,black zīme
black market,melnais tirgus
black mass,melna masa
black monday,black pirmdiena
black money,black nauda
black mouthed,black savaldāms
black out,izsvītrot
black pepper,melnie pipari
black pudding,asinsdesas
black republicans,melna republicans
black september,black septembris
black shame,black kauns
black sheep,melnās avis
black shirt,melns krekls
black thorn,black ērkšķis
black tie,melna kaklasaite
black velvet,melna samta
black vomit,black vēmekļi
black wash,black mazgāšana
black widow,melnā atraitne
blackboard,tāfele
blacken,nomelnot
blackguard,nozākāt
blackheads,melngalvju
blackjack,sist ar nūju
black-letter,black burtu
blacklist,ierakstīt melnajā sarakstā
blackmail,šantāža
blackmailer,šantāžists
blackout,aptumšošana
blacks,melnādainie
blacksmith,kalējs
bladder,urīnpūslis
blame,vainot
blame worthy,vainot cienīgs
blameable,vainojamo
blamed,vainoja
blameless,nevainojams
blames,vaino
blameworthy,nosodāms
blaming,vainojot
blanching,blanšēšanas
blanching agent,blanšēšanas aģents
bland,mīlīgs
blank,tukšs
blank acceptance,tukšs pieņemšana
blank ballot,tukšs vēlēšanu
blank cartridge,tukša patrona
blank cheque,neaizpildīts čeks
blank concatenation,tukšs konkatenācija
blank credit,tukšs kredīts
blank endorsement,blank apstiprinājums
blank groove,tukšs groove
blank keyboard,tukšs tastatūra
blank news,tukšs ziņas
blank out,tukšs out
blank page,tukša lapa
blank transfer,tukšs pārskaitījums
blank verse,tukšs dzejolis
blank wall,tukša siena
blank-cartridge,tukšs kasetnes
blanket,sega
blanket censorship,sega cenzūra
blanket head,sega galva
blanket mortgage,sega hipotēku
blanket policy,sega politika
blanket price,sega cena
blaspheme,zaimot
blasphemer,zaimotājs
blasphemous,zaimu
blasphemous material,zaimu materiāls
blasphemy,zaimi
blast,sprādziens
blast furnace,domna
blast off,domnas off
blasting,spridzināšanas darbi
blasting powder,spridzināšanas pulveris
blastocyst,blastocistas
blast-off,starts
blatancy,skaļa kliegšana
blatant,vulgārs
blatantly,klaji
blaze,aizsvilties
blaze away,aizsvilties prom
blaze up,uzliesmot
blazing,degošs
blazingly,satriecoši
bleach,balinātājs
bleached,balināti
bleaching,balināšana
bleaching agent,balināšanas līdzeklis
bleak,drūms
bled,asiņoja
bleed,asiņot
bleeding,asiņošana
bleeding heart,asiņošana sirds
blemish,kauna traips
blemished,plankumainas
blend,maisījums
blend in,saplūst
blended,sajaukta
blender,blenderis
blending,sajaukšana
bless,svētīt
bless you!,uzveselību!
blessed,laimīgs
blessed trinity,svētīts trīsvienība
blessedness,laime
blessing,svētība
blew,pūta
blight,kaitēt
blight area,iedegas platība
blighted,drūmas
blimp,dirižablis
blind,akls
blind alley,strupceļš
blind analysis,akls analīze
blind corner,aklā stūris
blind date,aklais randiņš
blind drunk,akls piedzēries
blind enterprise,akls uzņēmums
blind fold,akls reizes
blind glasses,akli brilles
blind impression,akls iespaids
blind interview,akls intervija
blind literature,blind literatūra
blind spot,neredzamās zonas
blind stamping,akls štancēšana
blind tooling,akls instrumenti
blind wall,akls wall
blind worm,akls tārps
blinded,akls
blindfold,akls
blindly,akli
blind-man's buff,aklās cilvēka pulēt
blindness,aklums
blinds,žalūzijas
blink,mirgot
blinking,mirgo
blip,fiksēšanas
bliss,svētlaime
blissful,svētlaimīgs
blitz,zibeņkarš
blizzard,sniegputenis
bloated,uzpūsts
bloating,vēdera uzpūšanās
bloc,bloks
block,bloks
block account,bloks konts
block assets,bloku aktīvus
block capitals,drukātos lielos burtus
block characterization,bloku raksturojums
block grant,grantu shēmas
block head,bloka galva
block in,bloķēt in
block letter,bloks vēstule
block letters,bloku burti
block off,bloķēt off
block out,bloķēt
block print,bloks print
block programming,bloku programmēšanas
block scheduling,bloks plānošana
block universe,bloks visums
block up,aizsprostot
block vote,bloka balsojums
blockade,blokāde
blockade runner,blokādes pārkāpējs
blockage,nosprostojums
blockbuster,smaga fugasa bumba
blocked,bloķēts
blocked capital,bloķēts kapitāls
blocker,bloķētājs
blocking,bloķēšana
blocks,bloki
bloke,puisis
blond,gaišmatis
blonde,blondīne
blood,asinis
blood bank,asins banka
blood bath,asins pirts
blood brother,asins brālis
blood cancer,asins vēzis
blood count,asinsaina
blood donor,asins donors
blood feud,asins naids
blood glucose,glikozes līmenis asinīs
blood group,asinsgrupa
blood heat,asins siltums
blood horse,tīrasiņu zirgs
blood hound,asins dzinējsuns
blood is thicker than water,asinis ir biezāka nekā ūdens
blood letting,asins izīrēšana
blood lily,asins lilija
blood lust,asins iekāre
blood money,asins nauda
blood orange,sarkano apelsīnu
blood platelet,asins trombocītu
blood poisoning,asins saindēšanas
blood pressure,asinsspiediens
blood rain,asins lietus
blood red,asins sarkans
blood relation,asinsradinieks
blood revenge,asins atriebība
blood sacrifice,asins upuris
blood serum,asins seruma
blood shot,asins shot
blood sport,asinis sport
blood sports,asins sports
blood stained,asinīm aptraipīts
blood stock,asins krājums
blood stone,asins akmens
blood stream,asiņu straume
blood sucker,asins sūcējs
blood sucking,asins nepieredzējis
blood sugar,cukura līmenis asinīs
blood test,asinsanalīze
blood thirsty,asins izslāpis
blood transfusion,asins pārliešana
blood vengeance,asins atriebība
blood vessel,asinsvads
bloodbath,asinspirts
blood-bath,asins pirts
bloodcurdling,šaušalīgs
blooded,noasiņojis
bloodily,asiņaini
bloodless,nejūtīgs
bloodless revolution,nejūtīgs revolūcija
bloodletting,asins nolaišana
blood-letting,asins izīrēšanu
blood-poisoning,asins saindēšanās
blood-relation,asins attiecības
bloodshed,asinsizliešana
bloodstream,asinsritē
bloodthirsty,asinskārs
blood-vessel,asinsvads
bloody,asiņains
bloody minded,asiņaina domājošiem
bloody revolution,asiņaina revolūcija
bloody well,asiņaina labi
bloody-minded,asinskārs
bloom,zieds
bloom money,bloom nauda
bloomed,ziedēja
blooming,blūmings
blossom,zieds
blossomed,uzplaukusi
blossoming,zied
blossoms,ziedi
blot,traips
blot out,izdeldētu
blotched,notraipīti
blotter,rakstnieķelis
blow,trieciens
blow away,aizpūst
blow down,trieciens uz leju
blow dry,nopūš sausu
blow fly,trieciens fly
blow hole,trieciens caurums
blow in,trieciens
blow lamp,lodlampa
blow nose,trieciens deguns
blow out,izpūst
blow over,trieciens pāri
blow pipe,trieciens caurule
blow up,uzspridzināt
blow-dry,žāvēt
blower,pūtējs
blowing,tvaika noplūde
blown,aizelsies
blowout,izpūst
blow-out,izpūst
bludgeon,runga
blue,zils
blue beard,blue bārda
blue bell,meža hiacinte
blue blindness,blue aklums
blue blood,blue asinis
blue blooded,blue noasiņojis
blue book,zilā grāmata
blue bottle,zila pudele
blue cheese,zilais siers
blue collar,zils apkakle
blue flower,zila puķe
blue grass,zila zāle
blue green,zili zaļa
blue jacket,zilā jaka
blue mood,blue garastāvoklis
blue pencil,zils zīmulis
blue peter,zils peter
blue ribbon,zila lente
blue room,blue istaba
blue shirt,zils krekls
blue stocking,blue ganāmpulka
blue tit,blue zīle
blue water,zils ūdens
blue whale,zilais valis
blueberry,mellene
blueprint,projekts
blueprint paper,blueprint papīrs
blueprint socialist,blueprint sociālists
blues,blūzs
bluff,blefs
bluish,zilgans
bluish green,zilgans green
blunder,klupt
blunder about,klupt par
blunder around,klupt apkārt
blunder into,klupt uz
blunder upon,klupt pēc
blunt,neass
bluntly,skarbi
blurb,izdevniecības reklāma
blurred,neskaidra
blurry,izplūdis
blurt out,izpļāpāt out
blush,sarkt
blushing,nosarkusi
bluster,auri
bo tree,bo koks
boar,kuilis
board,dēlis
board game,galda spēle
board of directors,valde
board school,board skola
board up,aizsist
board wages,valdes algas
board with,padomei
boarder,pansionārs
boarding,iekāpšana
boarding card,iekāpšanas karte
boarding house,pansija
boarding school,internātskola
boardroom,sēžu zālēm
boast,lielīties
boasted,lepojās
boastful,lielīgs
boasts,lepojas
boat,laiva
boat club,laiva club
boat deck,laivu klāja
boat hook,laiva āķis
boat house,laivu māja
boat people,laiva cilvēki
boat race,laivu sacensības
boat-hook,laivu āķis
boat-house,laiva-house
boating,airēšanas sports
boat-train,laivu vilciens
bob,kniksis
bob tail,bob aste
bobbin,spole
bobby,policists
bob-sleigh,bob-kamanas
bodhisattva,bodhisatva
bodied,veselajiem
bodily,miesas
bodily function,miesas funkcija
bodily process,miesas process
body,ķermenis
body blow,ķermeņa trieciens
body builder,ķermeņa celtnieks
body building,ķermeņa ēka
body clock,ķermeņa pulkstenis
body configuration,ķermenis konfigurācija
body consciousness,ķermeņa apziņa
body function,ķermeņa funkcijas
body image,ķermeņa tēlu
body language,ķermeņa valoda
body matter,ķermenis jautājums
body odour,ķermeņa smarža
body plan,ķermenis plāns
body politic,ķermeņa apķērīgs
body process,ķermeņa process
body snatcher,līķu zadzējs
body stocking,ķermeņa ganāmpulka
bodyguard,miesassargs
boer,būrs
bogey,bubulis
bogey man,bubulis cilvēks
bogged down,bogged leju
bogus,neīsts
bogus voting,viltus balsošana
bogy,velns
bohemian,bohēmietis
boil,vārīt
boil away,vāra prom
boil down,vārīties leju
boil dry,vāra sauss
boil over,vāra pār
boiled,vārīts
boiled sweet,vārītas salds
boiler,katls
boiler suit,katlu tērps
boiler-suit,katls-suit
boiling,vārīšanās
boiling (hot),viršanas (karsts)
boiling hot,verdoša
boiling point,vārīšanās punkts
boiling-point,viršanas punkts
boisterous,trakulīgs
bold,drosmīgs
bold faced,drosmīgs saskaras
bold heroine,drosmīgs varone
bold type,drosmīgs tips
boldly,drosmīgi
boldness,drosme
bole,stumbrs
bolivia,bolīvija
bolivian,bolīvijas
boll,pogaļa
boll-weevil,pogaļa-weevil
boll-worm,pogaļa-tārps
bolshevik,boļševiku
bolshevism,boļševisms
bolshevist,boļševiku
bolster,atbalstīt
bolstering,atbalstot
bolt,bulta
bolt,bulta
bolt hole,caurums skrūvei
bolt upright,skrūvju stāvus
bolt-hole,skrūvju caurumu
bolting,bultskrūvēm
bomb,bumba
bomb along,bumba gar
bomb disposal,bumbu iznīcināšanas
bomb down,bumbu uz leju
bomb out,bumba out
bomb proof,bumba pierādījums
bomb site,bumba vietne
bomb squad,bumba squad
bomb up,bumba up
bombarded,bombardēti
bombarding,bombardēt
bombardment,bombardēšana
bombastic,uzpūsts
bombay duck,bombay pīle
bombed,bombardēja
bomber,granātu metējs
bombing,bombardēšana
bona fide,īstens
bona fides,labticīgumu
bond,obligācijas
bond certificate,obligāciju apliecība
bond creditor,obligāciju kreditors
bond holder,obligāciju īpašnieks
bond paper,obligāciju paper
bond servant,obligāciju kalps
bond service,obligāciju pakalpojums
bond slave,obligāciju vergu
bond syntax,obligāciju sintakse
bondage,verdzība
bonded,sajaukta
bonded deal,sajaukta darījums
bonded labour,piespiedu darba
bonded property,muitas iestādē
bonded value,muitas vērtība
bonded warehouse,muitas noliktava
bonding,līmēšana
bonding capacity,galvojumu jauda
bond-paper,obligāciju papīra
bonds,saites
bonds man,obligācijas cilvēks
bondwoman,verdzene
bone,kauls
bone beds,kaulu gultas
bone black,kaulu black
bone china,kaulu porcelāna
bone dry,kaulu sauss
bone head,kaula galviņa
bone idle,kaulu dīkstāvē
bone lace,kaulu mežģīnes
bone marrow,kaulu smadzeņu
bone meal,kaulu milti
bone work,kaulu darbs
bone-meal,kaulu milti
bones,kauli
bone-setter,kaulu vilcējs
bone-shaker,nolietots velosipēds
bonfire,ugunskurs
