Word,Meaning
ألقى نظرة عامة,"{v.} preview, sweep"
ألقى نظرة على,{v.} run one eye over
ألقى نظرة غرامية,{v.} ogle
ألقى وثيقة تأمين,{v.} refund
ألم,"{n.} pain, ache, suffering, sufferance, distress, soreness, infirmity, misery, wrench"
ألم,"{v.} ache, hurt, inflict, pain, smart"
ألم البطن مغص,{n.} gripes
ألم الضرب,{n.} flogging
ألم النسا,{n.} sciatica
ألم الولاده,"{n.} labor, labour"
ألم حاد في المعدة,{n.} stomach ache
ألم حاد مفاجئ,{n.} twang
ألم شديد,"{n.} smart, bite"
ألم في الجنب,{n.} stitch
ألم في المعدة,{n.} collywobbles
ألم مبرح,{n.} agony
ألم متواصل خفيف,{n.} ache
ألم مفاجئ,{n.} pang
ألم موضعي حاد,{n.} stitch
ألماني,"{adj.} German, Germanic"
ألمانيا,{n.} Reich
ألمانيا,{n.} Germany
ألمانية,{n.} German
ألمعية,"{n.} brilliance, brilliancy"
ألمن,{v.} germanize
ألمونيومي,{n.} alumnus
ألن تذهب للتسوق معنا,Won't you go shopping with us
أله,"{v.} deify, idolize, worship"
ألهجائي,{n.} abecedarian
ألهم,"{v.} inspire, fill with"
ألهى عن,{v.} withdraw
ألو سيف سمك,{n.} swordfish
ألواح الطباعة,{n.} galleys
ألواح خشبية,"{n.} boarding, planking"
ألواح زجاجية,{n.} quarrels
ألوان الطعام المقدمة,{n.} menu
ألوان زاهية,{n.} riot of color
ألوان مائية,"{n.} watercolour, watercolor"
ألوان مغرية,{n.} glue color
ألوهية,{n.} godhead
ألياه واحد من جنس البهائم,{n.} yahoo
أليف,"{adj.} tame, domestic, domesticated, housebroken"
أليم,{adj.} dire
أم,m.a.
أم,{conj.} or
أم,"{n.} mother, mama, mammy, mum, mummy"
أم أربع وأربعين,{n.} centipede
أم الأب أو الأم,{n.} grandmother
أم بالإرضاع,{n.} foster mother
أم للحيوان الداجن بالذات,{n.} dam
أمات,"{v.} kill, crucify, deaden"
أمات الجسد,{v.} mortify
أمات الشاه,{v.} mate
أمات الشاه الشطرنج,{n.} checkmate
أمات حرقا,{v.} stake
أمارة,"{n.} token, symptom, principality"
أماكن,{n.} seating
أماكن المتعة,{n.} fleshpots
أماليد مجدولة,{n.} wicker
أمام,"{adv.} ahead, before"
أمام,{n.} foreground
أمام,"{prep.} opposite, in front of"
أمامي,"{adj.} front, frontal, leading, advance, anterior"
أمامي,"{adv.} fore, forward"
أمامية,{n.} anteriority
أمان,"{n.} safety, safety latch"
أمانة,"{n.} fidelity, honesty, integrity, probity, sincerity, trueness, trusteeship"
أمانة الثروة,{n.} treasurership
أمانة المكتبة,{n.} librarianship
أمانة صندوق,{n.} stewardship
أماني,{adj.} safety
أمبولة,{n.} ampoule
أمبير وحدة لقياس الكهرباء,{n.} ampere
أمبيرمتر,{n.} amperemeter
أمة,"{n.} people, commonwealth"
أمة شعب,"{n.} nation, folk"
أمتعة,"{n.} belongings, possessions, luggage, plunder, baggage, kit, gear, stuff"
أمثلة للتمرين,{n.} praxis
أمثولة,"{n.} example, lesson"
أمد,"{n.} limit, period, duration"
أمر,"{n.} order, command, direction, instruction, behest, decree, fiat, ordinance, prescript, prescription, word, intimation, affair, charge, matter, thing"
أمر,"{v.} decree, direct, give an order, command, dictate, order, enjoin, officer, instruct, charge, ordain, prescribe, sound, warn"
أمر إحترازي,{n.} injunction
أمر إستدعاء,{n.} summons
أمر إعدام,{n.} death warrant
أمر إمبراطوري بروسيا,{n.} ukase
أمر الإجراء,{n.} execution order
أمر بإستدعاء,{v.} send for
أمر بعدم صرف شيك,{v.} stop a cheque
أمر تفتيش,"{n.} search warrant, warrant"
أمر جازم,{n.} dictation
أمر حكومي,{n.} government decree
أمر خطي,{n.} obedience
أمر رسمي,"{n.} billet, mandate"
أمر عال,"{n.} edict, rescript, decree"
أمر عسكري,{n.} order
أمر غريب,{n.} otherness
أمر قضائي,"{n.} judicial writ, bench warrant, brief"
أمر لا ريب فيه,{n.} certainty
أمر محتمل,{n.} probability
أمر مستعجل,{n.} rush order
أمر من سلطة تشريعية,{n.} precept
أمرأة جميلة,{n.} doll
أمرأة سياسية,{n.} politician
أمراء العالم,{n.} prince of this world
أمرد,{adj.} glabrous
أمرض تولد الأمراض,{n.} pathogenesis
أمرك,{v.} Americanize
أمري,"{adj.} imperative, peremptory, magisterial"
أمريكا,{n.} America
أمريكان اكسبرس,{n.} American Express
أمريكي,{adj.} American
أمريكي,{n.} yank
أمس,"{adv.} yesterday, last night"
أمس الأول,{n.} day before yesterday
أمسك,"{v.} catch, grasp, grip, gripe, bite, cradle, get hold of, lay hold of, withhold, refrain, hold"
أمسك ب,"{v.} grab, load, lock, take"
أمسك بأنفاسه,{v.} hold out
أمسك بإحكام,"{v.} clinch, fasten"
أمسك باحكام,"{v.} clench, clip"
أمسك بالدفة,{v.} steer
أمسك بخناقه,{v.} collar
أمسك بذمام الأسرة,{v.} run in the family
أمسك بقوة,{v.} hold on to
أمسك بلحيته,{v.} beard
أمسك به,{v.} catch
أمسك عن,{v.} forbear
أمسك عن الكلام,{v.} hold one's peace
أمسكه متلبسا,{v.} catch out
أمض,{v.} pain
أمضى,{v.} spend
أمطار خفيفة,{n.} spit
أمطار غزيرة,{n.} pouring rain
أمطار متفرقة,"{n.} scattered showers, shower"
أمطاري,{adj.} pluvial
أمعاء,"{n.} bowel, bowels, gut, entrails, intestines, viscera, tripe"
أمعاء لينة,{v.} loosen the bowels
أمعاء مفرد,{n.} intestine
أمل,"{n.} hope, expectancy, trust, prospect"
أمل,"{v.} dig into, hope, trust, expect"
أمل بالنجاح فى الإنتخابات,{n.} availability
أمل زائل,{n.} passion desire
أمل كبير,{n.} white hope
أمل يائس,{n.} forlorn hope
أملاح الشم,{n.} smelling salts
أملاك ثابتة,{n.} real property
أملاك ثابتة أراضى,{n.} real estate
أملاك ثابتة أراضي,{n.} realty
أملاك شخصية المنقولات,{n.} personal property
أملاك موروثة,{n.} heirloom
أملس,"{adj.} downy, smooth, slick, sleek, unruffled, soapy, lubricious, unctuous"
أملس الذقن,{adj.} smooth-shaven
أملس الشعر أو الصوف,{adj.} sleek
أملس الوجه,{adj.} smooth-faced
أملس و ناعم,{adj.} sleek
أملود,{n.} palm branch
أملى,"{v.} dictate, transcribe"
أملى أوامره,{v.} dictate
أمليت,"{n.} omelet, omelette"
أمم,{v.} nationalize
أمن,"{n.} security, belly, safety, safeness, peace"
أمن,"{v.} assure, be safe, feel, indemnify, insure, trustee, underwrite"
أمن الضروري خلعها,is it necessary to pull it out
أمن المرور,{n.} road safety
أمن الممكن أن أتصفحه,may i browse
أمن الممكن أن أرى ساعات يد تظهر التاريخ,may i see a wristwatch that shows the date
أمن ب,{v.} buy
أمن بالإستمرارية,keep the ball rolling
أمن على,{v.} underwrite
أمن على حياته,{n.} life insurance
أمن على نفسه,{v.} insure
أمن مشدد,{n.} top security
أمنه أسراره,{v.} confide in
أمنيات,{n.} greeting
أمنية,"{n.} desire, wish, desideratum, felicitation"
أمنية عزيزة,{n.} white hope
أمهل,"{v.} indulge, give smb. notice, reprieve, respite, stall"
أمواج,"{n.} WAVES, ground swell"
أمواج متكسرة,{n.} surf
أموال,"{n.} treasury, funds"
أموال الخزينة,{n.} chest
أموال الزوجة الخاصة,{n.} paraphernalia
أموال غير منقولة,{n.} immovables
أمور,{n.} affairs
أمور تافهة,{n.} trivia
أمور جدا,{adv.} very like
أمورة بابا,{n.} sugar daddy
أمومة,"{n.} motherhood, maternity"
أمومي,{adj.} motherly
أمومية,{adj.} maternal
أمي,"{adj.} illiterate, unlettered"
أمي لا يقرأ ولا يكتب,{adj.} illiterate
أمية,{n.} illiteracy
أمير,"{n.} emir, prince, lord"
أمير البحر,{n.} admiral
أمير ولز,{n.} Prince of Wales
أميرال,{n.} admiral
أميرة,{n.} princess
أميرة الفراش,{n.} admiral
أميرة فاتنة الجمال,{n.} psyche
أميري,"{adj.} princely, fiscal"
أميريكية هندية حمراء,{n.} squaw
أمين,"{adj.} faithful, honest, fair, straightforward, reasonable, in his right mind, level"
أمين,"{n.} secretary, square"
أمين الأرشيف,{n.} archivist
أمين الخزانة,{n.} chamberlain
أمين السجل,{n.} registrar
أمين السر,{n.} amanuensis
أمين الصندوق,{n.} cashier
أمين المال,{n.} chamberlain
أمين المخازن,{n.} quartermaster
أمين المستودع,"{n.} storekeeper, warehouseman"
أمين المكتبة,{n.} librarian
أمين سر,{n.} secretary
أمين صندوق,"{n.} treasurer, teller, bursar, quartermaster, parer"
أمين للأصل,{adj.} close
أمين مكتبة أو متحف,{n.} curator
أن,{conj.} that
أن,"{v.} groan, moan, whimper, whine, sough"
أنا,{n.} self
أنا,"{pron.} I, me, myself"
أنا ...,Speaking ...
أنا آسف كل الطاولات مشغولة الآن.,i'm sorry=ÃäÇ ÂÓÝ ßá ÇáØÇæáÇÊ ãÔÛæáÉ ÇáÂä. (all tables are taken now.)
أنا آسف لم أفهم.,i'm sorry'ÃäÇ ÂÓÝ áã ÃÝåã. (I didn't catch you.)
أنا أبحث عن كاميرا أوتوماتيك.,I'm looking for an automatic camera.
أنا أبحث عن كاميرا استعمال لمرة واحدة.,I'm looking for a disposable camera.
أنا أبحث عن كاميرا رقمية.,I'm looking for a digital camera.
أنا أبحث عن كاميرا مدمجة.,I'm looking for a compact camera.
أنا أتبع حمية.,I am on a diet.
أنا أتفرج فقط.,I'm just looking around.
أنا أتناول هذا الدواء.,I am taking this medicine.
أنا أجنبي. ها هي رخصة قيادتي.,"Here's my driver license., I'm a foreigner."
أنا أحتاج إلى قاموس إنجليزي فرنسي.,I need an English French dictionary.
أنا أحسن واحد لذلك,I am all the better for it
أنا أرتعد.,I'm shivering.
أنا أصاب دائما بصداع.,I get headaches often.
أنا أعاني من أنفلونزا.,I have the flu.
أنا أعاني من إسهال.,I have diarrhea.
أنا أعاني من إمساك.,I have constipation.
أنا أعاني من الأرق.,I'm suffering from insomnia.
أنا أعاني من التهاب رئوي.,I have pneumonia.
أنا أعاني من التهاب شعبي.,I have bronchitis.
أنا أعاني من التواء.,I have a strain.
أنا أعاني من بواسير.,I have hemorrhoids.
أنا أعاني من تسمم غذائي.,I have food poisoning.
أنا أعاني من جرح.,I have a wound.
أنا أعاني من حرق.,I have a burn.
أنا أعاني من خدش.,I have a graze.
أنا أعاني من دمل.,I have a boil.
أنا أعاني من ربو.,I have asthma.
أنا أعاني من ضغط دم عالي.,I have high blood pressure.
أنا أعاني من طفح جلدي.,I have a rash.
أنا أعاني من قشعريرة برد ورجفة.,I have the chills.
أنا أعاني من قطع.,I have a cut.
أنا أعاني من كدمة.,I have a bruise.
أنا أعاني من كسر عظم.,I have a fracture.
أنا أعاني من نتوء.,I have a lump.
أنا أعاني من نفطة.,I have a blister.
أنا أعاني من ورم.,I have a swelling.
أنا أعزب.,I am single.
أنا تائه.,I'm lost.
أنا حامل في سبعة أشهر.,I am 7 months pregnant.
أنا حامل.,I am pregnant.
أنا حيران,I am bewildered
أنا راكب ترانزيت إلى لندن.,I am a transit passenger to London.
أنا ربة بيت.,I am a housewife.
أنا رجل أعمال.,I am a businessman.
أنا سأدفع الحساب.,The bill is on me.
أنا سائح.,I'm a tourist.
أنا سحاقية.,I am a lesbian.
أنا سعيد برؤيتك ثانية.,I'm glad to see you again.
أنا سيدة أعمال.,I am a businesswoman.
أنا شاكر لك كل الشكر.,I'm very much obliged to you.
أنا طالب.,I am a student.
أنا عامل.,I am a worker.
أنا فقدت كل إحتمال لذلك,I've lost my bearings
أنا فقدت وزنا.,I lost weight.
أنا في إجازة.,I am on vacation.
أنا في ترانزيت متوجها إلى نيويورك.,I'm in transit for New York.
أنا في رحلة عمل.,I am on a business trip.
أنا في عمل.,I am on business.
أنا لا أتكلم لغتك.,I do not speak your language.
أنا لا أفهم.,I don't understand.
أنا لم أتعاط المخدرات مطلقا.,I've never used drugs.
أنا لم أصب بهذا المرض من قبل.,I've never had this disease before.
أنا لوحدي.,I am on my own.
أنا مبرمج.,I am a programmer.
أنا متزوج.,I am married.
أنا متزوجة.,I am married.
أنا محتاج للفكة.,I need change.
أنا مدرس.,I am a teacher.
أنا مدير.,I am a manager.
أنا مستعجل.,I am in a hurry.
أنا مستعد للطلب الآن.,I'm ready to order now.
أنا مصاب باحتقان في الحلق.,I've got a sore throat.
أنا مصاب بحالة خطيرة من قدم الرياضي.,I've got a bad case of athlete's foot.
أنا مصاب بمتاعب في القلب.,I've got a heart problem.
أنا مصرفي.,I am a banker.
أنا مطلق.,I am divorced.
أنا مع أبي.,I am with my father.
أنا مع أختي.,I am with my sister.
أنا مع أخي.,I am with my brother.
أنا مع أمي.,I am with my mother.
أنا مع أولادي.,I am with my children.
أنا مع ابن أخي.,I am with my nephew.
أنا مع ابنة أخي.,I am with my niece.
أنا مع ابنتي.,I am with my daughter.
أنا مع ابني.,I am with my son.
أنا مع خالتي.,I am with my aunt.
أنا مع خالي.,I am with my uncle.
أنا مع خطيبتي.,I am with my fiancee.
أنا مع خطيبي.,I am with my fiance.
أنا مع زوجتي.,I am with my wife.
أنا مع زوجي.,I am with my husband.
أنا مع صديقتي.,I am with my girlfriend.
أنا مع صديقي.,I am with my boyfriend.
أنا مع عائلتي.,I am with my family.
أنا مع عمتي.,I am with my aunt.
أنا مع عمي.,I am with my uncle.
أنا مع مجموعة.,I am with a group.
أنا مع والدي.,I am with my parents.
أنا مغادر الفندق.,I'm checking out.
أنا من الولايات المتحدة.,I am from the USA.
أنا مهتم بالصيد.,I am interested in hunting.
أنا مهتم بالفن الأوروبي.,I'm interested in European art.
أنا مهتم بصيد السمك.,I am interested in fishing.
أنا مهندس.,I am an engineer.
أنا موافق,I agree
أنا واثق,I make a bet
أنا وحدي.,I am alone.
أنابيب المياه,{n.} plumbing
أناة,{n.} patience
أناخ جملا,{v.} kneel
أنار,"{v.} light, lighten, illuminate, illumine, irradiate, brighten, burn"
أنار بالضوء الغامر,{v.} floodlight
أناس متشردون,{n.} flotsam
أناف على,{v.} exceed
أناقة,"{n.} elegance, style, stylishness, chic, daintiness, fineness, finery, smartness, sophistication, richness, suavity, neatness, sport, deftness"
أناناس,"{n.} ananas, pineapple"
أناني,"{adj.} selfish, self centred, self centered, egocentric, egoistic, asocial, hoggish, greedy"
أناني,"{n.} egoist, egotist"
أنانية,"{n.} selfishness, selfhood, self-interest, egoism, egotism"
أنب,"{v.} moralize, reproach, reprimand, reprove, scold, castigate, lash, get it in the neck, task"
أنبأ,{v.} forebode
أنباء,"{n.} information, news, tidings"
أنبوب,"{n.} pipe, tube, funnel, tubing, conduit, duct, hosepipe, channel, tunnel, igniter, poop, streamer"
أنبوب إختبار,{n.} test tube
أنبوب الإختبار,{n.} test tube
أنبوب التخاطب,{n.} speaking tube
أنبوب التصريف,{n.} drain pipe
أنبوب الحرارة,{n.} glow tube
أنبوب الماء الرئيسي,{n.} water main
أنبوب المدخنة,{n.} flue
أنبوب النفخ,{n.} blowpipe
أنبوب شعري,{n.} capillary
أنبوب صغير,{n.} tubule
أنبوب فخاري,{n.} tile
أنبوب للنفخ في الفرن,{n.} tuyere
أنبوب مائل,{n.} chute
أنبوب مجاري,{n.} drain pipe
أنبوبة البندقية,{n.} barrel
أنبوبة التنفس للغطس,{n.} snorkel
أنبوبة قلم الحبر,{n.} barrel
أنبوبة للري,"{n.} siphon, syphon"
أنبوبة مجاري,{n.} sewer
أنبوبة مدرجة,{n.} graduate
أنبوبي,{adj.} tubular
أنة,{n.} sigh
أنت,"{pron.} thou, you"
أنت تثير اشمئزازي.,You make me sick.
أنت تزعجني.,You are bothering me.
أنت طيب جدا.,You're very kind.
أنت فقط الذي يقدر على ذلك,none but you
أنت كريم جدا.,You're very generous.
أنت لطيف جدا.,You're very nice.
أنت مخطئ.,You are wrong.
أنت مصيب.,You are right.
أنت مقرف.,You're disgusting.
أنت هناك تقريبا,you are getting warm
أنتاب,{v.} haunt
أنتج,"{v.} breed, bear, spawn, generate, create, induce, issue, procreate, produce, reproduce, result, turn out, originate, grow, do, make, manufacture, output, afford, push along"
أنتج بالماكينات,{v.} mechanize
أنتج ثانية,{v.} reproduce
أنتج عمل سينمائي,{v.} produce
أنتج محاصيل,{v.} diversify
أنتروبولوجيا,{n.} anthropology
أنتم,{pron.} you
أنتما,{pron.} you
أنتن,{pron.} you
أنتينا هوائي,{n.} antenna
أنثوي,"{adj.} feminine, female, womanly, womanish"
أنثى,{n.} female
أنثى ارنبة,{n.} doe
أنثى الأوز العراقي,{n.} pen
أنثى الأيل,{n.} hind
أنثى الحوت,{n.} cow
أنثى الحيوان,{pron.} she
أنثى الطير,{n.} hen
أنثى الظبي,{n.} roe
أنثى الفهد,{n.} leopardess
أنثى الفيل,{n.} cow
أنثى القرد,{n.} monkey
أنثى ظبية,{n.} doe
أنثى غزالة,{n.} doe
أنثي الأسد,{n.} lioness
أنثي الحمار,{n.} jenny ass
أنثي الطائر,{n.} jenny
أنثي الغزال,{n.} deer
أنجاد,{n.} uplands
أنجز,{adj.} pluperfect
أنجليكاني,{adj.} Anglican
أنجى,{v.} save
أنحاه جانبا,"{v.} push aside, step aside, put away"
أنحدار خلفي,{n.} batter
أنحى,{v.} relegate
أنحى جانبا,{v.} get carried away
أندونيسيا,{n.} Indonesia
أندى,"{v.} bedew, dew, moisten"
أنذر,"{v.} give smb. notice, notify, warn against, harbor, warn, bode, forebode, forecast, foretoken, portend, croak, devote oneself, vow, harbour"
أنذر ب,"{v.} betoken, foreshadow, threaten"
أنذر يعلن,{v.} intimate
أنرفز,"{v.} be irritated, get the needle, irritate, jitter, get on his nerves"
أنزل في المحطة القادمة.,I get off at the next stop.
أنس,{n.} amiability
أنس,"{v.} personify, tame"
أنسباء,{n.} people
أنسباء المرء,{n.} folks
أنسل,"{v.} run, shed, slough"
أنسل خلسة,"{v.} slink, slide, mooch"
أنسل من,{v.} glide
أنسولين هورمون بروتيني,{n.} insulin
أنشأ,"{v.} construct, structure, work up, form, found, founder, institute, organize, originate, start, fabricate, foster, germinate, cradle, evolve, father, nurture, plant"
أنشأ تدريجيا,{v.} build
أنشأ شخصية,{v.} build up
أنشأ مؤسسة,{v.} constitute
أنشأ مستعمرة,{v.} colonize
أنشأ نقابة,{v.} incorporate
أنشطة رياضية,{n.} sports
أنشودة,"{n.} canticle, chant"
أنشودة الشكر,{n.} paean
أنشوطة,"{n.} noose, loop"
أنشوفة سمكة,{n.} anchovy
أنشوفي,{n.} anchylosis
أنصار,{n.} audience
أنصاري,{adj.} partisan
أنصح بأن تأخذ هذا.,I would recommend that you take this one.
أنصرف معك,{interj.} begone with you
أنصف,{v.} right
أنضج,"{v.} age, mature, ripen, season, become round"
أنظر هامش النص,{interj.} lo
أنعم,{v.} dub
أنعم النظر,"{v.} look into, peer"
أنغام المزمار,{n.} piping
أنف,"{n.} nose, hooter, snitch, rhino, snoot, snout, pecker"
أنف,"{v.} nose, bear witness"
أنف أفطس,"{n.} pug nose, snub nose"
أنف البقرة,{n.} nostril
أنف الحصان,{n.} nostril
أنف العجل,{n.} antirrhinum
أنف من,{v.} disdain
أنفسكم,{pron.} yourselves
أنفسكن,{pron.} yourselves
أنفسنا,{pron.} ourselves
أنفسهم,{pron.} themselves
أنفسهن,{pron.} themselves
أنفق,"{v.} disburse, spend, exhaust, expend, outlay, lay out, pass away, put in, spend the time"
أنفق أكثر من,{v.} overspend
أنفق الثروة,{v.} spend
أنفق المال بطيش,{v.} riot
أنفق بتباه,{v.} splurge
أنفق بحماقة,{v.} dissipate
أنفق بعنف,{v.} lash into expenditure
أنفق على,{v.} maintain
أنفق على الشراب,{v.} drink
أنفلونزا,{n.} flu
أنفي,"{adj.} nasal, rhinal"
أنفي مسدود.,I have a stuffy nose.
أنفي يرشح.,I have a runny nose.
أنق,{v.} titivate
أنقاض,"{n.} debris, rubble, rubbish, scrap, spoil"
أنقذ,{v.} save from
أنقذ سفينة,{v.} salvage
أنقذ ماء الوجه,{v.} save face
أنقذ من السفينة,{v.} take to the boat
أنقوعة,{n.} puddle
أنكلز,{v.} anglicize
أنه,{conj.} that he
أنهاه بسرعة,{v.} polish
أنهض,{v.} raise
أنهى,"{v.} fulfill, finish, wind up, end, close, wrap up, complete, do, top, fulfil, determine, round off, conclude, dissolve, terminate, cut, compose, call a halt, last, last out"
أنهى الاتصال بالقطع,{v.} disconnect
أنهى السباق,{v.} stay
أنهى اللون,"{v.} over colour, over color"
أنهى بسرعة,{v.} toss off
أنهى على كل شىء,{v.} eat up
أنهى للنهاية,{v.} see smth. done
أنهى محادثة هاتفية,"{v.} ring off, disconnect a call, hang up"
أنوار المسرح,{n.} float
أنواع العنب,{n.} grapes
أنوثة,"{n.} femininity, womanhood"
أنورسما تمدد الاوعية الدموية,{n.} aneurism
أنوي,{adj.} egocentric
أنوي البقاء أسبوعين.,I plan to stay 2 weeks.
أنوي الذهاب لمشاهدة معالم المدينة.,I plan to go sightseeing.
أنيس,"{adj.} sociable, social, companionable, affable, genial, gregarious"
أنيسون,{n.} anise
أنيق,"{adj.} elegant, petite, prim, fashionable, stylish, chic, dainty, dapper, dashing, dinky, dressy, fine, good looking, jaunty, personable, classy, posh, presentable, rich, spick-and-span, spruce, swagger, bijou, swell, tailor-made, custom made, natty"
أنيق,"{n.} coxcomb, smart"
أنيق المظهر,{adj.} rakish
أنيق الملابس,{adj.} good looking
أنيليني,{adj.} aniline
أنيميا فقر الدم,"{n.} anaemia, anemia"
أنين,"{n.} moan, groan, whimper, whine, sough, plaint, sighing"
أهالي,{n.} people
أهان,"{v.} abase oneself, affront, offend, give offense, take offense, debase, dishonour, revile, dishonor, slight, injure, insult, malign, degrade, oppress, outrage, flout, slap"
أهب للحرب,{v.} mobilize
أهبل,{n.} asshole [sl.]
أهدأ,"{v.} calm, quiet, stay, cool down, calm down, settle down, moderate"
أهداب,{n.} cilia
أهداف,{n.} scoring
أهدى,"{v.} dedicate, present with"
أهل,{n.} kin
أهل,"{v.} domesticate, populate, qualify, re educate"
أهل الأرض,{n.} earth population
أهل البيت,{n.} household
أهل الريف,{n.} peasantry
أهل السنة,{n.} Sunnites
أهل الفكر,{n.} intelligentsia
أهل القرية,{n.} village
أهل المدن,{n.} townsfolk
أهل المهن الحرة,{n.} free profession
أهل المهنة الواحدة,{n.} profession
أهل بالسكان,{v.} people
أهل للمكافأة و التقدير,{adj.} meritorious
أهل مهنة,{n.} trade
أهلا,"{interj.} hello, hi, hallo"
أهلا وسهلا,"{interj.} welcome, hallo, hullo"
أهلب,"{adj.} hirsute, shaggy"
أهلب شائك,{adj.} setaceous
أهلب قاسي الشعيرات,{adj.} barbate
أهلي,"{adj.} domestic, indigenous, country"
أهلية,{adv.} aptly
أهلية,"{n.} capacity, competence, aptitude, qualification, qualifications, desert, legitimacy, neatness, domestication"
أهلية للانتخاب,{n.} eligibility
أهم,"{adj.} superior, supreme"
أهمل,"{v.} pass over smth., default, neglect, omit, pass, scorn, slight, go by the board, be negligent, overlook, skive, discount, disregard, fail, desert, forsake, leave out, set apart, throw away, lay aside, lapse, lay by"
أهمل أداء واجبه,{v.} lie down
أهمل عمله,{v.} slack
أهمل مهمة,{v.} fall down
أهمل واجباته,{v.} be negligent of one's duties
أهمية,"{n.} importance, significance, magnitude, import, moment, weightiness, consequence, account, worth, prominence, consideration, standing, value, weight, stress, pith"
أهنق,{v.} hee haw
أهوج,"{adj.} cyclonic, unmanageable"
أهون,{adj.} lesser
أهوى,{v.} be ventilated
أهيف,"{adj.} rakish, slender"
أو,{conj.} or
أوائل حروف الكلمات,{n.} acronym
أوامر,"{n.} orders, instructions"
أوامر دينية مقدسة,{n.} holy orders
أوان,"{n.} time, season"
أوان بيوترية,{n.} pewter
أواني,{n.} utensils
أواني خزفية,{n.} ceramics
أوباش,"{n.} riffraff, ragtag and bobtail"
أوبال,{n.} opal
أوبال حجر كريم تتغير ألوانه,{n.} opal
أوبرا الخيل,{n.} horse opera
أوبرا قصيرة خفيفة,{n.} operetta
أوبرى ذو علاقة بالأوبرا,{adj.} operatic
أوبريت,{n.} operetta
أوبلاني شبيه به,{adj.} opaline
أوتاد,{n.} stakes
أوتاد الخيمة,{n.} tent pegs
أوتار المأبض,{n.} hamstring
أوتار مضرب التنس,{n.} stringing
أوتماتيكي,{adj.} mechanical
أوتوقراطية,{n.} autocracy
أوتوماتيكي,"{adj.} automatic, automatical"
أوتيزم مرض الانعزالية,{n.} autism
أوتيل,{n.} hotel
أوثق,"{v.} bind, bond, fasten, grapple, moor, pinion"
أوثق الرباط,{v.} tie up
أوثق بمقود,{v.} leash
أوج,{adj.} noontide
أوج,"{n.} climax, acme, apex, culmination, top, zenith, summit, pinnacle, ridge, pitch"
أوج الازدهار,{adj.} full blown
أوج المد,{n.} high tide
أوجز,"{v.} speak short, outline, resume, condense"
أوجي,{n.} meridian
أوحد,{adj.} one
أوحى,"{v.} hint, inspire, inspire with, insufflate, suggest"
أوحى إلى,"{v.} imply, reveal"
أوحى بضرورة,{v.} indicate
أود ...,I would like ...
أود أن أتناول الإفطار في قمرتي.,I would like to have breakfast in my cabin.
أود أن أحدد موعدا.,I'd like to make an appointment.
أود أن أرى طبيبا.,I'd like to see a doctor.
أود أن أنزل هنا من فضلك.,I'd like to get off here#ÃæÏ Ãä ÃäÒá åäÇ ãä ÝÖáß. (please.)
أود إجراء مكالمة إلى نيويورك.,I'd like to make a call to New York.
أود إرسال برقية.,I'd like to send a wire.
أود إرسال رسالة بالبريد الإلكتروني.,I'd like to send a message by e mail.
أود إرسال رسالة بالفاكس.,I'd like to send a message by fax.
أود إرسال هذا الطرد إلى لندن.,I'd like to send this package to London.
أود إرسال هذا بالبريد الجوي.,I'd like to send this by airmail.
أود إرسال هذا بالبريد الخاص.,I'd like to send this by special delivery.
أود إرسال هذا بالبريد السريع.,I'd like to send this by express post.
أود إرسال هذا بالبريد المسجل.,I'd like to send this by registered mail.
أود إرسال هذه الأمتعة إلى لندن.,I'd like to send this baggage to London.
أود إلغاء الحجز.,I'd like to cancel my reservation.
أود إلغاء تذكرتي إلى باريس.,I would like to cancel my ticket to Paris.
أود إيداع بعض الأشياء الثمينة في الأمانات.,I would like to put some valuables in the safe deposit box.
أود إيداع بعض النقود.,I'd like to deposit some money.
أود استرداد أشيائي الثمينة.,I'd like my valuables back.
أود التأمين على هذا من فضلك.,I'd like to insure this'ÃæÏ ÇáÊÃãíä Úáì åÐÇ ãä ÝÖáß. (please.)
أود الترفيه عن نفسي.,I would like to go somewhere to relax.
أود الحصول على خريطة واضحة ومحددة لهذه البلدة.,I would like a clearly marked map of this town.
أود الذهاب إلى مطعم ياباني.,I'd like to go to a Japanese restaurant.
أود تأجير سيارة بأربعة أبواب.,I'd like to rent a four door car.
أود تأجير سيارة ببابين.,I'd like to rent a two door car.
أود تأجير شقة بحجرتي نوم.,I'd like to rent a two bedroom apartment.
أود تأجير هذه السيارة لمدة يومين.,I'd like to rent this car for two days.
أود تأكيد الحجز.,I'd like to confirm my reservation.
أود تجربة السيارة.,I would like to try out the car.
أود تحديد موعد لقص شعري.,I'd like to make an appointment for a haircut.
أود تغيير الحجز.,I'd like to change my reservation.
أود تغيير الزيت من فضلك.,I would like an oil change#ÃæÏ ÊÛííÑ ÇáÒíÊ ãä ÝÖáß. (please.)
أود تغيير غرفتي.,I'd like to change my room.
أود تقديم طلب تأمين على السيارة.,I'd like to make a car insurance claim.
أود حجز طاولة لفردين.,I'd like to reserve a table for two.
أود حجز كرسي على سطح السفينة.,I'd like to reserve a deck chair.
أود حجز مقعد في قسم المدخنين.,I would like to reserve a seat in the smoking section.
أود حجز مقعد في قسم غير المدخنين.,I would like to reserve a seat in the non smoking section.
أود حجز مقعد في هذه الطائرة.,I'd like to reserve a seat on this plane.
